PCE reporting ID...1,AEA Plant ID,AK Plant ID,CPCN,eia_plant_id,PCE reporting ID...6,plant_name,AEA_operator Id,eia_operator_id,OPERATOR_Operator_name,INTERTIE_Current Intertie ID,INTERTIE_Current Intertie name,Currently Reports to EIA,Currently Reports to PCE,combined_heat_power,nameplate_capacity,OPERATOR_sector__id,OPERATOR_sector__name,OPERATOR_sector__number,Primary voltage,Primary voltage 2,Phases,Latitude,longitude,"status (OP, SB, OA)",Notes
331740,P100,P100,683,NA,331740,Karluk,AEA-007,NA,Alutiiq Power Company,092-0000,Karluk_grid,0,1,FALSE,0.12,1,Electric Utility,1,NA,NA,NA,57.57021,-154.45433,OP,NA
NA,P101,P101,121,75,NA,Anchorage 1,AEA-109,599,Anchorage Municipal Light & Power,215-1985,Railbelt_grid,1,0,FALSE,77.900000000000006,1,Electric Utility,1,115,NA,NA,61.2221,-149.8661,OP,NA
NA,P102,P102,121,77,NA,Eklutna Hydro Project,AEA-109,599,Anchorage Municipal Light & Power,215-1985,Railbelt_grid,1,0,FALSE,44.4,1,Electric Utility,1,115,NA,NA,61.475211,-149.15009,OP,NA
NA,P103,P103,121,6559,NA,George M Sullivan Generation Plant 2,AEA-109,599,Anchorage Municipal Light & Power,215-1985,Railbelt_grid,1,0,FALSE,346.9,1,Electric Utility,1,115,NA,NA,61.229713,-149.716744,OP,NA
NA,P104,P104,121,NA,NA,AWWU Conduit,AEA-109,599,Anchorage Municipal Light & Power,215-1985,Railbelt_grid,0,0,FALSE,NA,1,Electric Utility,1,115,NA,NA,NA,NA,NA,NA
331760,P105,P105,5,7182,331760,Aniak,AEA-009,4959,Aniak Light & Power,093-0000,Aniak_grid,1,1,FALSE,1.7,1,Electric Utility,1,2.4,NA,NA,61.580678,-159.535643,OP,NA
331770,P106,P106,747,NA,331770,Arctic Village,AEA-010,NA,Arctic Village Electric Company,094-0000,Arctic Village_grid,0,1,TRUE,0.39500000000000002,1,Electric Utility,1,7.2,NA,NA,NA,NA,OP,NA
331750,P107,P107,291,NA,331750,Atka,AEA-011,NA,"Atka, City of",095-0000,Atka_grid,0,1,TRUE,0.25700000000000001,1,Electric Utility,1,7.2,NA,NA,52.19611,-174.20056,OP,NA
331780,P108,P108,337,NA,331780,Atmautluak,AEA-012,NA,Atmautluak Tribal Utilities,096-0000,Atmautluak_grid,0,1,TRUE,1.1040000000000001,1,Electric Utility,1,7.2,NA,NA,60.86694,-162.27306,OP,NA
NA,P109,P109,520,79,NA,Aurora Energy LLC Chena,AEA-114,986,Aurora Energy LLC Chena,215-1985,Railbelt_grid,1,0,TRUE,27.5,2,NAICS-22 Cogen,3,12.5,NA,NA,64.847743,-147.735063,OP,NA
NA,P110,P110,214,7173,NA,Barrow,AEA-134,1276,Barrow Utilities & Electric Cooperative Inc.,221-0000,Utqiagvik_grid,1,0,FALSE,20.3,1,Electric Utility,1,4.16,NA,NA,71.292,-156.7786,OP,NA
331790,P111,P111,420,NA,331790,Beaver,AEA-013,NA,Beaver Joint Utilities,097-0000,Beaver_grid,0,1,TRUE,0.49199999999999999,1,Electric Utility,1,7.2,NA,NA,66.35944,-147.39639,OP,NA
331810,P112,P112,767,NA,331810,Birch Creek,AEA-015,NA,Birch Creek Electric Company,098-0000,Birch Creek_grid,0,1,FALSE,2.8000000000000001E-2,1,Electric Utility,1,7.2,NA,NA,66.25619,-145.84967,OP,NA
331820,P113,P113,432,NA,331820,Buckland,AEA-016,NA,"Buckland, City of",099-0000,Buckland_grid,0,1,TRUE,1.127,1,Electric Utility,1,7.2,NA,NA,65.97972,-161.12306,OP,NA
331840,P114,P114,682,NA,331840,Chalkyitsik,AEA-019,NA,Chalkyitsik Village Council,100-0000,Chalkyitsik_grid,0,1,TRUE,0.32700000000000001,1,Electric Utility,1,7.2,NA,NA,66.65444,-143.72222,OP,NA
331850,P115,P115,686,NA,331850,Chenega Bay,AEA-020,NA,Chenega Ira Council,101-0000,Chenega_grid,0,1,TRUE,0.19800000000000001,1,Electric Utility,1,7.2,NA,NA,60.06571,-148.01038,OP,NA
331870,P116,P116,658,NA,331870,Chignik Lagoon,AEA-023,NA,Chignik Lagoon Power Utility,102-0000,Chignik Lagoon_grid,0,1,TRUE,0.46500000000000002,1,Electric Utility,1,7.2,NA,NA,56.30995,-158.53142,OP,NA
331880,P117,P117,437,NA,331880,Chignik Lake,AEA-022,NA,Chignik Lake Electric Utility,103-0000,Chignik Lake_grid,0,1,TRUE,0.44700000000000001,1,Electric Utility,1,7.2,NA,NA,NA,NA,OP,NA
331860,P118,P118,297,NA,331860,Chignik Bay,AEA-021,NA,"Chignik, City of",104-0000,Chignik_grid,0,1,TRUE,0.57699999999999996,1,Electric Utility,1,7.2,NA,NA,NA,NA,OP,NA
331890,P119,P119,368,NA,331890,Chitina,AEA-024,NA,Chitina Electric Inc,105-0000,Chitina_grid,0,1,TRUE,0.35100000000000003,1,Electric Utility,1,7.2,NA,NA,61.51583,-144.43694,OP,NA
NA,P120,P120,8,96,NA,Beluga,AEA-132,3522,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,312.39999999999998,1,Electric Utility,1,138,NA,NA,61.1861,-151.0356,NA,NA
NA,P121,P121,8,6291,NA,Cooper Lake,AEA-132,3522,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,19.399999999999999,1,Electric Utility,1,69,NA,NA,60.392331,-149.665603,OP,NA
NA,P122,P122,8,6293,NA,International,AEA-132,3522,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,30,1,Electric Utility,1,138,NA,NA,61.168972,-149.911038,OP,NA
NA,P123,P123,8,57036,NA,Southcentral Power Project,AEA-132,3522,Chugach Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,203.9,1,Electric Utility,1,138,NA,NA,61.167417,-149.905304,OP,NA
331900,P124,P124,256,NA,331900,Circle,AEA-025,NA,Circle Electric Utility,106-0000,Circle_grid,0,1,FALSE,0.27,1,Electric Utility,1,2.4,NA,NA,65.82556,-144.06056,OP,NA
331910,P125,P125,360,NA,331910,Clark's Point,AEA-026,NA,"Clark's Point, City of",107-0000,Clark's Point_grid,0,1,TRUE,0.44600000000000001,1,Electric Utility,1,7.2,NA,NA,NA,NA,OP,NA
NA,P126,P126,10,58982,NA,Allison Creek Hydro,AEA-103,4329,Copper Valley Elec Assn Inc,216-1982,CopperValley_grid,1,0,FALSE,6.5,1,Electric Utility,1,14.4,138,NA,61.084444,-146.353333,OP,NA
NA,P127,P127,10,6305,NA,Glennallen,AEA-103,4329,Copper Valley Elec Assn Inc,216-1982,CopperValley_grid,1,0,FALSE,10.7,1,Electric Utility,1,138,14.4,NA,62.110415,-145.532529,OP,NA
NA,P128,P128,10,390,NA,Solomon Gulch,AEA-103,4329,Copper Valley Elec Assn Inc,216-1982,CopperValley_grid,1,0,FALSE,12,1,Electric Utility,1,14.4,138,NA,61.0828,-146.3033,OP,NA
NA,P129,P129,10,6306,NA,Valdez,AEA-103,4329,Copper Valley Elec Assn Inc,216-1982,CopperValley_grid,1,0,FALSE,8.1999999999999993,1,Electric Utility,1,138,14.4,NA,61.1303,-146.3647,OP,NA
NA,P130,P130,10,7841,NA,Valdez Cogen,AEA-103,4329,Copper Valley Elec Assn Inc,216-1982,CopperValley_grid,1,0,TRUE,5.3,1,Electric Utility,1,14.4,138,NA,61.0839,-146.2529,OP,NA
NA,P131,P131,160,62714,NA,Eyak Service Center BESS,AEA-027,40215,Cordova Electric Cooperative,014-1990,Cordova_grid,0,NA,FALSE,NA,NA,Electric Utility,1,NA,NA,NA,60.54047,-145.74079,OP,NA
NA,P132,P132,160,7042,NA,Humpback Creek,AEA-027,40215,Cordova Electric Cooperative,014-1990,Cordova_grid,1,NA,FALSE,1.2,1,Electric Utility,1,13,NA,NA,60.612822,-145.679411,OP,NA
NA,P133,P133,160,789,NA,Orca,AEA-027,40215,Cordova Electric Cooperative,014-1990,Cordova_grid,1,NA,FALSE,10.7,1,Electric Utility,1,13,NA,NA,60.555889,-145.752983,OP,NA
NA,P134,P134,160,7862,NA,Power Creek,AEA-027,40215,Cordova Electric Cooperative,014-1990,Cordova_grid,1,NA,FALSE,6,1,Electric Utility,1,13,NA,NA,60.588686,-145.604539,OP,NA
331930,P135,P135,383,NA,331930,Diomede,AEA-028,NA,Diomede Joint Utilities,110-0000,Diomede_grid,0,1,FALSE,NA,1,Electric Utility,1,NA,NA,NA,65.758611,-168.953056,OP,NA
NA,P136,P136,720,54834,NA,Fort Greely Power Plant,AEA-116,19272,Doyon Utilities Fort Greely,215-1985,Railbelt_grid,1,0,FALSE,7.4,6,Commercial NAICS Non-Cogen,4,14.4,NA,NA,63.973572,-145.716581,OP,NA
NA,P137,P137,726,50308,NA,Utility Plants Section,AEA-118,56389,Doyon Utilities Fort Wainwright,215-1985,Railbelt_grid,1,0,TRUE,20,1,Electric Utility,1,138,NA,NA,64.825601,-147.648627,OP,NA
NA,P138,P138,724,58380,NA,JBER Landfill Gas Power Plant,AEA-122,58368,Doyon Utilities LLC,215-1985,Railbelt_grid,1,0,FALSE,11.5,6,Commercial NAICS Non-Cogen,4,34.5,NA,NA,61.286,-149.61,OP,NA
331940,P139,P139,320,7180,331940,Egegik,AEA-029,5553,Egegik Light & Power Co,111-0000,Egegik_grid,0,1,TRUE,1.03,1,Electric Utility,1,7.2,NA,NA,58.21556,-157.37583,OP,NA
331960,P140,P140,701,NA,331960,Elfin Cove,AEA-031,NA,Elfin Cove Utility Commission,112-0000,Elfin Cove_grid,0,1,TRUE,0.34700000000000003,1,Electric Utility,1,2.4,NA,NA,58.19444,-136.34333,OP,NA
331970,P141,P141,442,NA,331970,False Pass,AEA-032,NA,"False Pass, City of",113-0000,False Pass_grid,0,1,TRUE,0.503,1,Electric Utility,1,7.2,NA,NA,54.85394,-163.40883,OP,NA
NA,P142,P142,0,58425,NA,Fire Island Wind,AEA-115,58422,Fire Island Wind LLC,215-1985,Railbelt_grid,1,0,FALSE,18,7,NAICS-22 Non-Cogen,2,34.5,NA,NA,61.13,-150.243611,OP,NA
331980,P143,P143,88,NA,331980,Cold Bay,AEA-034,NA,G & K Inc,114-0000,Cold Bay_grid,0,1,FALSE,2.5950000000000002,1,Electric Utility,1,7.2,NA,NA,55.18583,-162.72111,OP,NA
331990,P144,P144,274,7437,331990,Galena Electric Utility,AEA-033,6915,"Galena, City of",115-0000,Galena_grid,1,1,FALSE,3.9,1,Electric Utility,1,4.16,NA,NA,64.74417,-156.8736,OP,NA
331830,P145,P145,341,NA,331830,Central,AEA-139,NA,Gold Country Energy,116-0000,Central_grid,0,1,TRUE,0.34500000000000003,1,Electric Utility,1,7.2,NA,NA,65.5725,-144.80306,OP,NA
NA,P146,P146,13,57583,NA,Battery Energy Storage System,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,40,1,Electric Utility,1,138,NA,NA,64.8167,-147.725,OP,NA
NA,P147,P147,13,56325,NA,Delta Power,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,23.1,1,Electric Utility,1,138,NA,NA,64.028056,-145.719444,NA,NA
NA,P148,P148,13,57935,NA,Eva Creek Wind,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,24.6,1,Electric Utility,1,138,NA,NA,64.058333,-148.9,OP,NA
NA,P149,P149,13,6286,NA,Fairbanks,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,42.2,1,Electric Utility,1,69,NA,NA,64.854171,-147.719351,NA,NA
NA,P150,P150,13,6288,NA,Healy,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,92.8,1,Electric Utility,1,138,NA,NA,63.8542,-148.95,OP,NA
NA,P151,P151,13,6285,NA,North Pole,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,181,1,Electric Utility,1,138,NA,NA,64.7356,-147.3481,OP,NA
NA,P152,P152,13,NA,NA,GVEA Solar Farm,AEA-104,7353,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,0,0,FALSE,NA,1,Electric Utility,1,NA,NA,NA,NA,NA,OP,NA
332000,P153,P153,373,NA,332000,Golovin,AEA-035,NA,Golovin Power Utilities,117-0000,Golovin_grid,0,1,TRUE,0.72,1,Electric Utility,1,7.2,NA,NA,64.54333,-163.02917,OP,NA
332020,P154,P154,63,7174,332020,Gwitchyaa Zhee,AEA-037,7833,Gwitchyaa Zhee Utilities Company,119-0000,Fort Yukon_grid,1,1,TRUE,3.4,1,Electric Utility,1,4.16,NA,NA,66.566287,-145.253052,OP,NA
NA,P155,P155,32,6292,NA,Bernice Lake,AEA-105,19558,Homer Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,76.7,1,Electric Utility,1,69,115,NA,60.6935,-151.3874,OP,NA
NA,P156,P156,32,7367,NA,Bradley Lake,AEA-105,19558,Homer Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,126,1,Electric Utility,1,115,NA,NA,59.77862,-150.94015,OP,NA
NA,P157,P157,32,55966,NA,Nikiski Co-Generation,AEA-105,19558,Homer Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,80.8,1,Electric Utility,1,115,NA,NA,60.676539,-151.377713,OP,NA
NA,P158,P158,32,6283,NA,Seldovia,AEA-105,19558,Homer Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,2.2000000000000002,1,Electric Utility,1,12.4,NA,NA,59.439542,-151.713439,NA,NA
NA,P159,P159,345,4252,NA,Soldotna,AEA-170,288,Alaska Electric G & T Coop Inc,215-1985,Railbelt_grid,0,0,FALSE,50,1,Electric Utility,1,115,NA,NA,60.499444,-150.997222,OP,NA
NA,P159,P159,32,57206,NA,Soldotna,AEA-105,19558,Homer Electric Assn Inc,215-1985,Railbelt_grid,1,0,FALSE,50,1,Electric Utility,1,115,NA,NA,60.499444,-150.997222,OP,NA
332030,P160,P160,332,NA,332030,Hughes,AEA-038,NA,Hughes Power & Light,120-0000,Hughes_grid,0,1,TRUE,0.36499999999999999,1,Electric Utility,1,7.2,NA,NA,66.04889,-154.25556,OP,NA
332040,P161,P161,681,NA,332040,Igiugig,AEA-039,NA,Igiugig Electric Company,121-0000,Igiugig_grid,0,1,TRUE,0.20100000000000001,1,Electric Utility,1,7.2,NA,NA,59.32778,-155.89472,OP,NA
332050,P162,P162,280,7183,332050,Newhalen,AEA-040,9188,"I-N-N Electric Coop, Inc",123-1983,Newhalen_grid,1,1,TRUE,1.7,1,Electric Utility,1,2.5,NA,NA,59.899054,-154.698735,OP,NA
332650,P163,P163,240,7462,332650,Angoon,AEA-041,18963,Inside Passage Electric,125-0000,Angoon_grid,1,1,TRUE,1.585,1,Electric Utility,1,12.47,NA,NA,57.499166,-134.58614,OP,NA
332670,P164,P164,240,7463,332670,Hoonah,AEA-041,18963,Inside Passage Electric,128-0000,Hoonah_grid,1,1,TRUE,3.0500000000000003,1,Electric Utility,1,12.47,NA,NA,58.106432,-135.43074,OP,NA
332680,P165,P165,240,7464,332680,Kake,AEA-041,18963,Inside Passage Electric,129-0000,Kake_grid,1,1,FALSE,3.1,1,Electric Utility,1,12.47,NA,NA,56.962983,-133.922557,OP,NA
332660,P166,P166,240,7467,332660,Chilkat Valley,AEA-041,18963,Inside Passage Electric,032-1998,UpperLynnCanal_grid,0,1,FALSE,0.6,1,Electric Utility,1,NA,NA,NA,NA,NA,OP,NA
332700,P167,P167,240,NA,332700,Klukwan,AEA-041,NA,Inside Passage Electric,032-1998,UpperLynnCanal_grid,0,1,FALSE,NA,1,Electric Utility,1,NA,NA,NA,NA,NA,OP,NA
NA,P168,P168,240,NA,NA,10 Mile Creek,AEA-041,18963,Inside Passage Electric,032-1998,UpperLynnCanal_grid,0,NA,FALSE,0.6,1,Electric Utility,1,NA,NA,NA,NA,NA,OP,NA
332060,P169,P169,369,NA,332060,Deering,AEA-042,NA,Ipnatchiaq Electric Company,130-0000,Deering_grid,0,1,TRUE,0.57699999999999996,1,Electric Utility,1,7.2,NA,NA,66.07497,-162.71274,OP,NA
NA,P170,P170,0,59027,NA,Mahoney Lake Hydroelectric,AEA-160,60223,Ketchikan Electric Company,217-2009,SEAPA_grid,0,0,FALSE,NA,NA,Electric Utility,1,34.5,NA,NA,55.419444,-131.537778,NA,NA
NA,P171,P171,103,6580,NA,Beaver Falls,AEA-131,10210,Ketchikan Public Utilities,217-2009,SEAPA_grid,1,0,FALSE,5.4,1,Electric Utility,1,34.5,NA,NA,55.37975,-131.470269,OP,NA
NA,P172,P172,103,84,NA,Ketchikan,AEA-131,10210,Ketchikan Public Utilities,217-2009,SEAPA_grid,1,0,FALSE,4.2,1,Electric Utility,1,34.5,NA,NA,55.344641,-131.633425,NA,NA
NA,P173,P173,103,85,NA,S W Bailey,AEA-131,10210,Ketchikan Public Utilities,217-2009,SEAPA_grid,1,0,FALSE,25.9,1,Electric Utility,1,34.5,NA,NA,55.357397,-131.69696,NA,NA
NA,P174,P174,103,6581,NA,Silvis,AEA-131,10210,Ketchikan Public Utilities,217-2009,SEAPA_grid,1,0,FALSE,2.1,1,Electric Utility,1,34.5,NA,NA,55.381402,-131.517758,OP,NA
NA,P175,P175,103,70,NA,Swan Lake,AEA-131,10210,Ketchikan Public Utilities,217-2009,SEAPA_grid,1,0,FALSE,22.6,6,Commercial NAICS Non-Cogen,4,115,115,NA,55.615208,-131.356111,OP,NA
NA,P176,P176,103,58977,NA,Whitman,AEA-131,10210,Ketchikan Public Utilities,217-2009,SEAPA_grid,1,0,FALSE,4.8,1,Electric Utility,1,34.5,NA,NA,55.328056,-131.530833,OP,NA
332070,P177,P177,289,7493,332070,King Cove,AEA-043,9897,"King Cove, City of",131-0000,King Cove_grid,1,1,TRUE,2.6,1,Electric Utility,1,480,NA,NA,55.061683,-162.3103,OP,NA
332080,P178,P178,446,NA,332080,Kipnuk,AEA-044,NA,Kipnuk Light Plant,132-0000,Kipnuk_grid,0,1,NA,1.05,1,Electric Utility,1,NA,NA,NA,59.93889,-164.04139,OP,NA
332090,P179,P179,407,NA,332090,Kobuk,AEA-045,NA,Kobuk Valley Electric Company,149-1980,Shungnak_grid,0,1,FALSE,0.17100000000000001,1,Electric Utility,1,7.2,NA,NA,NA,NA,OP,NA
NA,P180,P180,16,58405,NA,ESS Battery Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1,0,FALSE,3,1,Electric Utility,1,12.47,NA,NA,57.799167,-152.404167,OP,NA
NA,P181,P181,16,60563,NA,Flywheel Energy Storage System Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1,0,FALSE,2,1,Electric Utility,1,12.47,NA,NA,57.780114,-152.443783,OP,NA
NA,P182,P182,16,6281,NA,Kodiak Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1,0,FALSE,18.3,1,Electric Utility,1,67,NA,NA,57.789956,-152.396982,OP,NA
NA,P183,P183,16,7723,NA,Nymans Plant Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1,0,FALSE,10,1,Electric Utility,1,67,NA,NA,57.731608,-152.507044,NA,NA
NA,P184,P184,16,57187,NA,Pillar Mountain Wind Project Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1,0,FALSE,9,1,Electric Utility,1,69,NA,NA,57.7869,-152.4406,OP,NA
NA,P185,P185,16,6282,NA,Port Lions Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,0,0,FALSE,0.5,1,Electric Utility,1,12.47,NA,NA,57.864775,-152.855441,NA,NA
NA,P186,P186,16,60250,NA,Swampy Acres Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1,0,FALSE,8.4,1,Electric Utility,1,12.47,NA,NA,57.77556,-152.48028,NA,NA
NA,P187,P187,16,71,NA,Terror Lake Microgrid,AEA-106,10433,Kodiak Electric Assn Inc,223-0000,Kodiak_grid,1,0,FALSE,33.6,1,Electric Utility,1,138,NA,NA,57.6861,-152.895,OP,NA
332100,P188,P188,660,NA,332100,Kokhanok,AEA-046,NA,Kokhanok Village Council,134-0000,Kokhanok_grid,0,1,TRUE,0.45200000000000001,1,Electric Utility,1,7.2,NA,NA,59.4416,-154.75514,OP,NA
332130,P189,P189,17,6304,332130,Kotzebue,AEA-048,10451,Kotzebue Electric Association,135-0000,Kotzebue_grid,1,1,FALSE,17.5,1,Electric Utility,1,7.2,NA,NA,66.837778,-162.556944,OP,NA
332140,P190,P190,687,NA,332140,Koyukuk,AEA-049,NA,"Koyukuk, City of",136-0000,Koyukuk_grid,0,1,TRUE,0.20200000000000001,1,Electric Utility,1,7.2,NA,NA,64.88093,-157.70103,OP,NA
332150,P191,P191,281,NA,332150,Kwethluk,AEA-050,NA,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,137-0000,Kwethluk_grid,0,1,TRUE,1.05,1,Electric Utility,1,7.2,NA,NA,60.81222,-161.43583,OP,NA
332160,P192,P192,376,NA,332160,Kwigillingok,AEA-051,NA,Kwigillingok Power Company,138-0000,Kwigillingok_grid,0,1,TRUE,1.07,1,Electric Utility,1,7.2,NA,NA,59.86393,-163.13322,OP,NA
332170,P193,P193,353,NA,332170,Larsen Bay,AEA-052,NA,Larsen Bay Utility Company,139-0000,Larsen Bay_grid,0,1,TRUE,0.34,1,Electric Utility,1,7.2,NA,NA,57.53854,-153.97844,OP,NA
332180,P194,P194,330,NA,332180,Levelock,AEA-053,NA,Levelock Electrical Coop,140-0000,Levelock_grid,0,1,TRUE,0.26700000000000002,1,Electric Utility,1,7.2,NA,NA,59.115,-156.85667,OP,NA
332190,P195,P195,570,NA,332190,Lime Village,AEA-054,NA,Lime Village Electric Utility,141-0000,Lime Village_grid,0,1,FALSE,NA,1,Electric Utility,1,NA,NA,NA,61.35639,-155.43556,OP,NA
332210,P196,P196,321,NA,332210,Manokotak,AEA-056,NA,Manokotak Power Company,142-0000,Manokotak_grid,0,1,TRUE,0.83000000000000007,1,Electric Utility,1,7.2,NA,NA,58.98139,-159.05833,OP,NA
NA,P197,P197,18,58989,NA,Eklutna Generation Station,AEA-107,11824,Matanuska Electric Association,215-1985,Railbelt_grid,1,0,FALSE,171,1,Electric Utility,1,115,NA,NA,61.457778,-149.351389,OP,NA
332220,P198,P198,44,6555,332220,McGrath,AEA-057,12119,Mcgrath Light & Power,143-0000,McGrath_grid,1,1,TRUE,2.2000000000000002,1,Electric Utility,1,2.4,NA,NA,62.95699,-155.594997,OP,NA
NA,P199,P199,0,7112,NA,Centennial,AEA-108,12385,Metlakatla Power & Light,225_0000,Metlakatla_grid,1,0,FALSE,5.0999999999999996,1,Electric Utility,1,12.47,NA,NA,55.121433,-131.560267,OP,NA
NA,P200,P200,0,7168,NA,Chester Lake,AEA-108,12385,Metlakatla Power & Light,225_0000,Metlakatla_grid,1,0,FALSE,1.3,1,Electric Utility,1,12.47,NA,NA,55.116879,-131.545879,OP,NA
NA,P201,P201,0,6302,NA,Purple Lake,AEA-108,12385,Metlakatla Power & Light,225_0000,Metlakatla_grid,1,0,FALSE,3.9,1,Electric Utility,1,12.47,NA,NA,55.091263,-131.544978,OP,NA
332230,P202,P202,343,NA,332230,Chuathbaluk,AEA-058,NA,Middle Kuskokwim Electric,144-0000,Chuathbaluk_grid,0,1,FALSE,0.16700000000000001,1,Electric Utility,1,7.2,NA,NA,61.57194,-159.245,OP,NA
332240,P203,P203,343,NA,332240,Crooked Creek,AEA-058,NA,Middle Kuskokwim Electric,145-0000,Crooked Creek_grid,0,1,TRUE,0.25900000000000001,1,Electric Utility,1,7.2,NA,NA,61.87,-158.11083,OP,NA
332250,P204,P204,343,NA,332250,Red Devil,AEA-058,NA,Middle Kuskokwim Electric,146-0000,Red Devil_grid,0,1,FALSE,9.1999999999999998E-2,1,Electric Utility,1,7.2,NA,NA,61.76111,-157.3125,OP,NA
332260,P205,P205,343,NA,332260,Sleetmute,AEA-058,NA,Middle Kuskokwim Electric,147-0000,Sleetmute_grid,0,1,TRUE,0.33800000000000002,1,Electric Utility,1,7.2,NA,NA,61.7025,-157.16972,OP,NA
332270,P206,P206,343,NA,332270,Stony River,AEA-058,NA,Middle Kuskokwim Electric,148-0000,Stony River_grid,0,1,TRUE,0.16600000000000001,1,Electric Utility,1,7.2,NA,NA,61.78306,-156.58806,OP,NA
332280,P207,P207,22,6301,332280,Naknek,AEA-059,13201,Naknek Electric Association,150-0000,Naknek_grid,1,1,TRUE,9.9,1,Electric Utility,1,7.2,NA,NA,58.730417,-157.007222,OP,NA
332290,P208,P208,319,NA,332290,Napakiak,AEA-060,NA,Napakiak Ircinraq,034-1988,Bethel_grid,0,1,FALSE,0.25,1,Electric Utility,1,7.2,NA,NA,NA,NA,NA,NA
332300,P209,P209,625,NA,332300,Napaskiak,AEA-061,NA,Napaskiak Electric Utility,153-0000,Napaskiak_grid,0,1,FALSE,0.57000000000000006,1,Electric Utility,1,7.2,NA,NA,60.70806,-161.76611,OP,NA
332310,P210,P210,365,NA,332310,Chefornak,AEA-062,NA,Naterkaq Light Plant (City of Chefornak),154-0000,Chefornak_grid,0,1,TRUE,0.92100000000000004,1,Electric Utility,1,7.2,NA,NA,60.16,-164.26583,OP,NA
332470,P211,P211,659,NA,332470,Perryville,AEA-073,NA,Native Village of Perryville,155-0000,Perryville_grid,0,1,TRUE,0.41000000000000003,1,Electric Utility,1,7.2,NA,NA,55.91278,-159.14556,OP,NA
332320,P212,P212,340,NA,332320,Nelson Lagoon,AEA-063,NA,Nelson Lagoon Electrical Coop,156-0000,Nelson Lagoon_grid,0,1,FALSE,0.3,1,Electric Utility,1,7.2,NA,NA,56.00194,-161.20278,OP,NA
332110,P213,P213,661,NA,332110,Koliganek,AEA-064,NA,New Koliganek Village Council,157-0000,Koliganek_grid,0,1,TRUE,0.42,1,Electric Utility,1,7.2,NA,NA,59.72861,-157.28444,OP,NA
332330,P214,P214,416,NA,332330,Nikolai,AEA-065,NA,"Nikolai, City of",158-0000,Nikolai_grid,0,1,FALSE,0.3,1,Electric Utility,1,7.2,NA,NA,NA,NA,OP,NA
332340,P215,P215,150,90,332340,Snake River,AEA-066,13642,Nome Joint Utility Systems,159-0000,Nome_grid,1,1,FALSE,19.2,1,Electric Utility,1,4,NA,NA,64.505331,-165.429814,OP,NA
332350,P216,P216,254,7487,332350,Anaktuvuk Pass,AEA-067,26616,North Slope Borough Power & Light,160-0000,Anaktuvuk Pass_grid,1,1,FALSE,2.7949999999999999,1,Electric Utility,1,4.16,NA,NA,68.13795,-151.741017,OP,NA
332360,P217,P217,254,7482,332360,Atqasuk,AEA-067,26616,North Slope Borough Power & Light,161-0000,Atqasuk_grid,1,1,FALSE,3.37,1,Electric Utility,1,4.16,NA,NA,70.4826,-157.4252,OP,NA
332370,P218,P218,254,7483,332370,Kaktovik,AEA-067,26616,North Slope Borough Power & Light,162-0000,Kaktovik_grid,1,1,FALSE,2.72,1,Electric Utility,1,4.16,NA,NA,70.125617,-143.619033,OP,NA
332380,P219,P219,254,7484,332380,Nuiqsut,AEA-067,26616,North Slope Borough Power & Light,163-0000,Nuiqsut_grid,1,1,FALSE,4.4000000000000004,1,Electric Utility,1,4.16,NA,NA,70.220565,-150.993492,OP,NA
332390,P220,P220,254,7485,332390,Point Hope,AEA-067,26616,North Slope Borough Power & Light,164-0000,Point Hope_grid,1,1,TRUE,3.1,1,Electric Utility,1,4.16,NA,NA,68.348424,-166.737211,OP,NA
