Year,AK Plant ID,Plant Name,Utility Name,Intertie Name,AEA Energy Region,Fuel Type,Prime Mover,Fuel Use,Fuel Unit,"Generation (PCE=gross, EIA=net)  MWh"
2013,191,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,Kwethluk_grid,Lower Yukon-Kuskokwim,DFO,IC,112564,NA,1448
2013,192,Kwigillingok,Kwigillingok Power Company,Kwigillingok_grid,Lower Yukon-Kuskokwim,DFO,IC,79929,NA,984
2013,193,Larsen Bay,Larsen Bay Utility Company,Larsen Bay_grid,Kodiak,DFO,IC,5125,NA,26
2013,194,Levelock,Levelock Electrical Coop,Levelock_grid,Bristol Bay,DFO,IC,41817,NA,424
2013,195,Lime Village,Lime Village Electric Utility,Lime Village_grid,Lower Yukon-Kuskokwim,DFO,IC,7548,NA,73
2013,196,Manokotak,Manokotak Power Company,Manokotak_grid,Bristol Bay,DFO,IC,113450,NA,340
2013,198,McGrath,Mcgrath Light & Power,McGrath_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,190015,NA,2598
2013,199,Centennial,Metlakatla Power & Light,Metlakatla_grid,Southeast,DFO,IC,4872,NA,189
2013,200,Chester Lake,Metlakatla Power & Light,Metlakatla_grid,Southeast,WAT,HY,0,NA,4368
2013,201,Purple Lake,Metlakatla Power & Light,Metlakatla_grid,Southeast,WAT,HY,0,NA,16198
2013,202,Chuathbaluk,Middle Kuskokwim Electric,Chuathbaluk_grid,Lower Yukon-Kuskokwim,DFO,IC,27180,NA,110
2013,203,Crooked Creek,Middle Kuskokwim Electric,Crooked Creek_grid,Lower Yukon-Kuskokwim,DFO,IC,22641,NA,NA
2013,204,Red Devil,Middle Kuskokwim Electric,Red Devil_grid,Lower Yukon-Kuskokwim,DFO,IC,10892,NA,89
2013,205,Sleetmute,Middle Kuskokwim Electric,Sleetmute_grid,Lower Yukon-Kuskokwim,DFO,IC,23707,NA,238
2013,206,Stony River,Middle Kuskokwim Electric,Stony River_grid,Lower Yukon-Kuskokwim,DFO,IC,13821,NA,33
2013,207,Naknek,Naknek Electric Association,Naknek_grid,Bristol Bay,DFO,IC,1264538,NA,19435
2013,209,Napaskiak,Napaskiak Electric Utility,Napaskiak_grid,Lower Yukon-Kuskokwim,DFO,IC,72661,NA,895
2013,210,Chefornak,Naterkaq Light Plant (City of Chefornak),Chefornak_grid,Lower Yukon-Kuskokwim,DFO,IC,122827,NA,1604
2013,211,Perryville,Native Village of Perryville,Perryville_grid,Bristol Bay,DFO,IC,15291,NA,171
2013,212,Nelson Lagoon,Nelson Lagoon Electrical Coop,Nelson Lagoon_grid,Aleutians,DFO,IC,37789,NA,329
2013,213,Koliganek,New Koliganek Village Council,Koliganek_grid,Bristol Bay,DFO,IC,58983,NA,684
2013,214,Nikolai,"Nikolai, City of",Nikolai_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,39545,NA,406
2013,215,Snake River,Nome Joint Utility Systems,Nome_grid,Bering Straits,DFO,IC,2060912,NA,32745
2013,215,Snake River,Nome Joint Utility Systems,Nome_grid,Bering Straits,WND,WT,0,NA,0
2013,216,Anaktuvuk Pass,North Slope Borough Power & Light,Anaktuvuk Pass_grid,North Slope,DFO,IC,303019,NA,4049
2013,217,Atqasuk,North Slope Borough Power & Light,Atqasuk_grid,North Slope,DFO,IC,269865,NA,3388
2013,218,Kaktovik,North Slope Borough Power & Light,Kaktovik_grid,North Slope,DFO,IC,346350,NA,4569
2013,219,Nuiqsut,North Slope Borough Power & Light,Nuiqsut_grid,North Slope,DFO,IC,47952,NA,128
2013,220,Point Hope,North Slope Borough Power & Light,Point Hope_grid,North Slope,DFO,IC,461039,NA,6346
2013,221,Point Lay,North Slope Borough Power & Light,Point Lay_grid,North Slope,DFO,IC,275574,NA,3516
2013,222,Wainwright,North Slope Borough Power & Light,Wainwright_grid,North Slope,DFO,IC,478137,NA,6342
2013,223,Nunam Iqua,Nunam Iqua Electric Company,Nunam Iqua_grid,Lower Yukon-Kuskokwim,DFO,IC,73684,NA,882
2013,224,Dillingham,Nushagak Electric Cooperative,Dillingham_grid,Bristol Bay,DFO,IC,1249162,NA,18160
2013,225,Ouzinkie,"Ouzinkie, City of",Ouzinkie_grid,Kodiak,DFO,IC,37409,NA,435
2013,227,Pedro Bay,Pedro Bay Village Council,Pedro Bay_grid,Bristol Bay,DFO,IC,18284,NA,170
2013,228,Pelican,Pelican Utility,Pelican_grid,Southeast,DFO,IC,13679,NA,64
2013,229,Blind Slough,Petersburg Borough - (AK),SEAPA_grid,Southeast,DFO,IC,50232,NA,661
2013,229,Blind Slough,Petersburg Borough - (AK),SEAPA_grid,Southeast,WAT,HY,0,NA,11717
2013,230,Pilot Point,Pilot Point Electric Utility,Pilot Point_grid,Bristol Bay,DFO,IC,37352,NA,411
2013,232,Port Heiden,Port Heiden Utilities,Port Heiden_grid,Bristol Bay,DFO,IC,57058,NA,515
2013,233,Kongiganak,Puvurnaq Power Company,Kongiganak_grid,Lower Yukon-Kuskokwim,DFO,IC,70588,NA,842
2013,236,Ruby,"Ruby, City of",Ruby_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,51828,NA,650
2013,237,Saint George,"Saint George, City of",Saint George_grid,Aleutians,DFO,IC,53951,NA,673
2013,238,Saint Paul,Saint Paul Municipal Electric,Saint Paul_grid,Aleutians,DFO,IC,300418,NA,4139
2013,239,Seward,City of Seward - (AK),Railbelt_grid,Railbelt,DFO,IC,24066,NA,306
2013,240,Blue Lake Hydro,"Sitka, City & Borough of",Sitka_grid,Southeast,WAT,HY,0,NA,52463
2013,241,Green Lake,"Sitka, City & Borough of",Sitka_grid,Southeast,WAT,HY,0,NA,60781
2013,242,Jarvis Street,"Sitka, City & Borough of",Sitka_grid,Southeast,DFO,IC,71820,NA,151
2013,247,Takotna,Takotna Community Assoc Inc,Takotna_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,21997,NA,201
2013,248,Port Alsworth,Tanalian Electric Cooperative,Port Alsworth_grid,Bristol Bay,DFO,IC,65606,NA,766
2013,249,Tanana,Tanana Power Company Inc,Tanana_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,87269,NA,1104
2013,250,Tatitlek,Tatitlek Village Ira Council,Tatitlek_grid,Copper River/Chugach,DFO,IC,41743,NA,458
2013,251,Adak,TDX Adak Generating LLC,Adak_grid,Aleutians,DFO,IC,214285,NA,NA
2013,252,Sand Point,TDX Corporation,Sand Point_grid,Aleutians,DFO,IC,230970,NA,3161
2013,253,Manley Hot Springs,TDX Manley Generating LLC,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,35973,NA,426
2013,256,Tenakee Springs,"Tenakee Springs, City of",Tenakee Springs_grid,Southeast,DFO,IC,31579,NA,399
2013,258,Tuluksak,Tuluksak Traditional,Tuluksak_grid,Lower Yukon-Kuskokwim,DFO,IC,56275,NA,679
2013,259,Tuntutuliak,Tuntutuliak Community,Tuntutuliak_grid,Lower Yukon-Kuskokwim,DFO,IC,83625,NA,795
2013,260,Twin Hills,Twin Hills Village Council,Twin Hills_grid,Bristol Bay,DFO,IC,30497,NA,280
2013,261,Nikolski,Umnak Power Company,Nikolski_grid,Aleutians,DFO,IC,20620,NA,189
2013,262,Unalakleet,Unalakleet Valley Electric Cooperative,Unalakleet_grid,Bering Straits,DFO,IC,233335,NA,3341
2013,263,Dutch Harbor,"Unalaska, City of",Unalaska_grid,Aleutians,DFO,IC,2941806,NA,45034
2013,264,Unalaska Power Module,"Unalaska, City of",Unalaska_grid,Aleutians,DFO,IC,12726,NA,175
2013,265,Newtok,Ungusraq Power Company,Newtok_grid,Lower Yukon-Kuskokwim,DFO,IC,43540,NA,455
2013,270,Venetie,Venetie Village Electric,Venetie_grid,Yukon-Koyukuk/Upper Tanana,DFO,IC,75380,NA,707
2013,272,White Mountain,"White Mountain, City of",White Mountain_grid,Bering Straits,DFO,IC,66132,NA,740
2013,273,Wrangell,"Wrangell, City of",SEAPA_grid,Southeast,DFO,IC,63714,NA,597
2013,78,Yakutat,Alaska Village Electric Cooperative,Yakutat_grid,Southeast,DFO,IC,420534,NA,6118
2014,107,Atka,"Atka, City of",Atka_grid,Aleutians,WAT,HY,0,NA,276
2014,107,Atka,"Atka, City of",Atka_grid,Aleutians,DFO,IC,27688,gallons,240
2014,141,False Pass,"False Pass, City of",False Pass_grid,Aleutians,DFO,IC,58804,gallons,753
2014,143,Cold Bay,G & K Inc,Cold Bay_grid,Aleutians,DFO,IC,191062,gallons,2599
2014,177,King Cove,"King Cove, City of",King Cove_grid,Aleutians,WAT,HY,0,NA,2222
2014,177,King Cove,"King Cove, City of",King Cove_grid,Aleutians,DFO,IC,171292,gallons,2404
2014,212,Nelson Lagoon,Nelson Lagoon Electrical Coop,Nelson Lagoon_grid,Aleutians,DFO,IC,34033,gallons,335
2014,237,Saint George,"Saint George, City of",Saint George_grid,Aleutians,DFO,IC,55654,gallons,662
2014,238,Saint Paul,Saint Paul Municipal Electric,Saint Paul_grid,Aleutians,DFO,IC,64720,gallons,886
2014,251,Adak,TDX Adak Generating LLC,Adak_grid,Aleutians,DFO,IC,152461,gallons,2060
2014,252,Sand Point,TDX Corporation,Sand Point_grid,Aleutians,WND,WT,0,NA,1027
2014,252,Sand Point,TDX Corporation,Sand Point_grid,Aleutians,DFO,IC,34505,gallons,487
2014,261,Nikolski,Umnak Power Company,Nikolski_grid,Aleutians,DFO,IC,21400,gallons,207
2014,263,Dutch Harbor,"Unalaska, City of",Unalaska_grid,Aleutians,DFO,IC,3092796,gallons,46622
2014,264,Unalaska Power Module,"Unalaska, City of",Unalaska_grid,Aleutians,DFO,IC,4998,gallons,68
2014,266,Unisea G 2,Unisea Inc,Unalaska_grid,Aleutians,DFO,IC,2504838,gallons,25376
2014,271,Westward Seafoods,Westward Seafoods Inc,Unalaska_grid,Aleutians,DFO,IC,1244208,gallons,18767
2014,5,Akutan,"Akutan, City of",Akutan_grid,Aleutians,WAT,HY,NA,NA,0
2014,5,Akutan,"Akutan, City of",Akutan_grid,Aleutians,DFO,IC,42633,gallons,661
2014,237,Saint George,"Saint George, City of",Saint George_grid,Aleutians,WND,WT,NA,NA,0
2014,238,Saint Paul,Saint Paul Municipal Electric,Saint Paul_grid,Aleutians,WND,WT,0,NA,669
2014,261,Nikolski,Umnak Power Company,Nikolski_grid,Aleutians,WND,WT,NA,NA,0
2014,266,Unisea G 2,Unisea Inc,Unalaska_grid,Aleutians,OBL,NA,NA,gallons,0
2014,266,Unisea G 2,Unisea Inc,Unalaska_grid,Aleutians,OBL,IC,970914,gallons,6346
2014,291,Unalaska,"Unalaska, City of",Unalaska_grid,Aleutians,DFO,IC,NA,gallons,0
2014,5,Akutan,"Akutan, City of",Akutan_grid,Aleutians,WAT,IC,NA,NA,0
2014,135,Diomede,Diomede Joint Utilities,Diomede_grid,Bering Straits,DFO,IC,0,gallons,112
2014,153,Golovin,Golovin Power Utilities,Golovin_grid,Bering Straits,DFO,IC,63850,gallons,830
2014,215,Snake River,Nome Joint Utility Systems,Nome_grid,Bering Straits,WND,WT,0,NA,986
2014,215,Snake River,Nome Joint Utility Systems,Nome_grid,Bering Straits,DFO,IC,1965361,gallons,30762
2014,262,Unalakleet,Unalakleet Valley Electric Cooperative,Unalakleet_grid,Bering Straits,WND,WT,0,NA,1150
2014,262,Unalakleet,Unalakleet Valley Electric Cooperative,Unalakleet_grid,Bering Straits,DFO,IC,231987,gallons,3305
2014,272,White Mountain,"White Mountain, City of",White Mountain_grid,Bering Straits,DFO,IC,66555,gallons,782
2014,48,Brevig Mission,Alaska Village Electric Cooperative,Brevig Mission_grid,Bering Straits,DFO,IC,79036,gallons,1101
2014,50,Elim,Alaska Village Electric Cooperative,Elim_grid,Bering Straits,DFO,IC,92947,gallons,1216
2014,52,Gambell,Alaska Village Electric Cooperative,Gambell_grid,Bering Straits,WND,WT,0,NA,423
2014,52,Gambell,Alaska Village Electric Cooperative,Gambell_grid,Bering Straits,DFO,IC,115547,gallons,1562
2014,58,Koyuk,Alaska Village Electric Cooperative,Koyuk_grid,Bering Straits,DFO,IC,92607,gallons,1260
2014,68,Savoonga,Alaska Village Electric Cooperative,Savoonga_grid,Bering Straits,WND,WT,0,NA,269
2014,68,Savoonga,Alaska Village Electric Cooperative,Savoonga_grid,Bering Straits,DFO,IC,144286,gallons,1922
2014,71,Shishmaref,Alaska Village Electric Cooperative,Shishmaref_grid,Bering Straits,DFO,IC,126554,gallons,1651
2014,74,Stebbins,Alaska Village Electric Cooperative,Stebbins_grid,Bering Straits,DFO,IC,108855,gallons,1536
2014,95,Shaktoolik,Alaska Village Electric Cooperative,Shaktoolik_grid,Bering Straits,WND,WT,0,NA,378
2014,95,Shaktoolik,Alaska Village Electric Cooperative,Shaktoolik_grid,Bering Straits,DFO,IC,60631,gallons,776
2014,96,Teller,Alaska Village Electric Cooperative,Teller_grid,Bering Straits,DFO,IC,64352,gallons,833
2014,98,Wales,Alaska Village Electric Cooperative,Wales_grid,Bering Straits,DFO,IC,50889,gallons,639
2014,73,Saint Michael,Alaska Village Electric Cooperative,Stebbins_grid,Bering Straits,DFO,IC,128948,gallons,1749
2014,98,Wales,Alaska Village Electric Cooperative,Wales_grid,Bering Straits,WND,WT,NA,NA,0
2014,116,Chignik Lagoon,Chignik Lagoon Power Utility,Chignik Lagoon_grid,Bristol Bay,WAT,HY,NA,NA,0
2014,116,Chignik Lagoon,Chignik Lagoon Power Utility,Chignik Lagoon_grid,Bristol Bay,DFO,IC,40250,gallons,447
2014,117,Chignik Lake,Chignik Lake Electric Utility,Chignik Lake_grid,Bristol Bay,DFO,IC,35621,gallons,385
2014,118,Chignik,"Chignik, City of",Chignik_grid,Bristol Bay,DFO,IC,64124,gallons,878
2014,125,Clark's Point,"Clark's Point, City of",Clark's Point_grid,Bristol Bay,DFO,IC,8637,gallons,60
2014,139,Egegik,Egegik Light & Power Co,Egegik_grid,Bristol Bay,DFO,IC,54992,gallons,674
2014,161,Igiugig,Igiugig Electric Company,Igiugig_grid,Bristol Bay,WAT,HY,NA,NA,0
2014,161,Igiugig,Igiugig Electric Company,Igiugig_grid,Bristol Bay,DFO,IC,29740,gallons,338
2014,162,Newhalen,"I-N-N Electric Coop, Inc",Newhalen_grid,Bristol Bay,WAT,HY,0,NA,3908
2014,162,Newhalen,"I-N-N Electric Coop, Inc",Newhalen_grid,Bristol Bay,DFO,IC,1420,gallons,18
2014,188,Kokhanok,Kokhanok Village Council,Kokhanok_grid,Bristol Bay,WND,WT,0,NA,14
2014,188,Kokhanok,Kokhanok Village Council,Kokhanok_grid,Bristol Bay,DFO,IC,42637,gallons,409
2014,194,Levelock,Levelock Electrical Coop,Levelock_grid,Bristol Bay,DFO,IC,40910,gallons,480
2014,196,Manokotak,Manokotak Power Company,Manokotak_grid,Bristol Bay,DFO,IC,119073,gallons,1386
2014,207,Naknek,Naknek Electric Association,Naknek_grid,Bristol Bay,DFO,IC,1396096,gallons,21796
2014,213,Koliganek,New Koliganek Village Council,Koliganek_grid,Bristol Bay,DFO,IC,67716,gallons,746
2014,224,Dillingham,Nushagak Electric Cooperative,Dillingham_grid,Bristol Bay,DFO,IC,1281644,gallons,18811
2014,227,Pedro Bay,Pedro Bay Village Council,Pedro Bay_grid,Bristol Bay,DFO,IC,17098,gallons,186
2014,230,Pilot Point,Pilot Point Electric Utility,Pilot Point_grid,Bristol Bay,DFO,IC,38377,gallons,414
2014,232,Port Heiden,Port Heiden Utilities,Port Heiden_grid,Bristol Bay,DFO,IC,55220,gallons,526
2014,248,Port Alsworth,Tanalian Electric Cooperative,Port Alsworth_grid,Bristol Bay,DFO,IC,66553,gallons,830
2014,61,New Stuyahok,Alaska Village Electric Cooperative,New Stuyahok_grid,Bristol Bay,DFO,IC,101669,gallons,1373
2014,75,Togiak,Alaska Village Electric Cooperative,Togiak_grid,Bristol Bay,DFO,IC,223918,gallons,3058
2014,116,Chignik Lagoon,Chignik Lagoon Power Utility,Chignik Lagoon_grid,Bristol Bay,WND,WT,NA,NA,0
2014,118,Chignik,"Chignik, City of",Chignik_grid,Bristol Bay,WAT,HY,NA,NA,0
2014,211,Perryville,Native Village of Perryville,Perryville_grid,Bristol Bay,WND,WT,NA,NA,0
2014,211,Perryville,Native Village of Perryville,Perryville_grid,Bristol Bay,SUN,PV,NA,NA,0
2014,211,Perryville,Native Village of Perryville,Perryville_grid,Bristol Bay,DFO,IC,NA,gallons,0
2014,230,Pilot Point,Pilot Point Electric Utility,Pilot Point_grid,Bristol Bay,WND,WT,NA,NA,0
2014,232,Port Heiden,Port Heiden Utilities,Port Heiden_grid,Bristol Bay,WND,WT,NA,NA,0
2014,260,Twin Hills,Twin Hills Village Council,Twin Hills_grid,Bristol Bay,DFO,IC,NA,gallons,0
2014,115,Chenega Bay,Chenega Ira Council,Chenega_grid,Copper River/Chugach,DFO,IC,21866,gallons,258
2014,119,Chitina,Chitina Electric Inc,Chitina_grid,Copper River/Chugach,DFO,IC,39034,gallons,463
2014,126,Allison Creek Hydro,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,WAT,HY,NA,NA,0
2014,127,Glennallen,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,DFO,IC,668892,gallons,9104
2014,128,Solomon Gulch,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,WAT,HY,0,NA,54955
2014,129,Valdez,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,DFO,IC,233940,gallons,1978
2014,130,Valdez Cogen,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,WO,GT,2208780,gallons,21217
2014,132,Humpback Creek,Cordova Electric Cooperative,Cordova_grid,Copper River/Chugach,WAT,HY,0,NA,3100
2014,133,Orca,Cordova Electric Cooperative,Cordova_grid,Copper River/Chugach,DFO,IC,554400,gallons,7570
2014,134,Power Creek,Cordova Electric Cooperative,Cordova_grid,Copper River/Chugach,WAT,HY,0,NA,16525
2014,250,Tatitlek,Tatitlek Village Ira Council,Tatitlek_grid,Copper River/Chugach,DFO,IC,17938,gallons,441
2014,292,"Cordova, Eyak",Cordova Electric Cooperative,Cordova_grid,Copper River/Chugach,WAT,HY,NA,NA,0
2014,292,"Cordova, Eyak",Cordova Electric Cooperative,Cordova_grid,Copper River/Chugach,DFO,IC,NA,gallons,0
2014,27,Slana,Alaska Power & Telephone Company,Slana_grid,Copper River/Chugach,DFO,IC,80868,gallons,1034
2014,129,Valdez,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,DFO,GT,3738,gallons,29
2014,130,Valdez Cogen,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,JF,IC,NA,gallons,0
2014,130,Valdez Cogen,"Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,JF,GT,0,gallons,0
2014,32,Chistochina,Alaska Power & Telephone Company,Slana_grid,Copper River/Chugach,DFO,IC,24741,gallons,288
2014,38,Mentasta Lake,Alaska Power & Telephone Company,Slana_grid,Copper River/Chugach,DFO,IC,NA,gallons,0
2014,100,Karluk,Karluk IRA Tribal Council,Karluk_grid,Kodiak,DFO,IC,21518,gallons,240
2014,182,Kodiak Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,DFO,IC,21630,gallons,0
2014,183,Nymans Plant Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,DFO,IC,6384,gallons,0
2014,184,Pillar Mountain Wind Project Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,WND,WT,0,NA,23323
2014,186,Swampy Acres Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,DFO,IC,NA,gallons,0
2014,187,Terror Lake Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,WAT,HY,0,NA,134031
2014,2,Akhiok,"Akhiok, City of",Akhiok_grid,Kodiak,DFO,IC,25200,gallons,252
2014,225,Ouzinkie,"Ouzinkie, City of",Ouzinkie_grid,Kodiak,DFO,IC,49748,gallons,676
2014,91,Old Harbor,Alaska Village Electric Cooperative,Old Harbor_grid,Kodiak,DFO,IC,60459,gallons,850
2014,185,Port Lions Microgrid,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,DFO,IC,0,gallons,0
2014,193,Larsen Bay,Larsen Bay Utility Company,Larsen Bay_grid,Kodiak,WAT,HY,0,NA,743
2014,193,Larsen Bay,Larsen Bay Utility Company,Larsen Bay_grid,Kodiak,DFO,IC,221399,gallons,489
2014,225,Ouzinkie,"Ouzinkie, City of",Ouzinkie_grid,Kodiak,WAT,HY,0,NA,143
2014,105,Aniak,Aniak Light & Power,Aniak_grid,Lower Yukon-Kuskokwim,DFO,IC,207840,gallons,2630
2014,108,Atmautluak,Atmautluak Tribal Utilities,Atmautluak_grid,Lower Yukon-Kuskokwim,DFO,IC,48519,gallons,655
2014,178,Kipnuk,Kipnuk Light Plant,Kipnuk_grid,Lower Yukon-Kuskokwim,WND,WT,NA,NA,0
2014,178,Kipnuk,Kipnuk Light Plant,Kipnuk_grid,Lower Yukon-Kuskokwim,DFO,IC,135937,gallons,1821
2014,191,Kwethluk,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,Kwethluk_grid,Lower Yukon-Kuskokwim,DFO,IC,116108,gallons,1501
2014,192,Kwigillingok,Kwigillingok Power Company,Kwigillingok_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,211
2014,192,Kwigillingok,Kwigillingok Power Company,Kwigillingok_grid,Lower Yukon-Kuskokwim,DFO,IC,85409,gallons,1104
2014,195,Lime Village,Lime Village Electric Utility,Lime Village_grid,Lower Yukon-Kuskokwim,DFO,IC,7503,gallons,72
2014,202,Chuathbaluk,Middle Kuskokwim Electric,Chuathbaluk_grid,Lower Yukon-Kuskokwim,DFO,IC,24015,gallons,268
2014,203,Crooked Creek,Middle Kuskokwim Electric,Crooked Creek_grid,Lower Yukon-Kuskokwim,DFO,IC,22120,gallons,233
2014,204,Red Devil,Middle Kuskokwim Electric,Red Devil_grid,Lower Yukon-Kuskokwim,DFO,IC,10275,gallons,72
2014,205,Sleetmute,Middle Kuskokwim Electric,Sleetmute_grid,Lower Yukon-Kuskokwim,DFO,IC,23472,gallons,258
2014,209,Napaskiak,Napaskiak Electric Utility,Napaskiak_grid,Lower Yukon-Kuskokwim,DFO,IC,77040,gallons,1058
2014,210,Chefornak,Naterkaq Light Plant (City of Chefornak),Chefornak_grid,Lower Yukon-Kuskokwim,DFO,IC,114808,gallons,1522
2014,223,Nunam Iqua,Nunam Iqua Electric Company,Nunam Iqua_grid,Lower Yukon-Kuskokwim,DFO,IC,72968,gallons,909
2014,233,Kongiganak,Puvurnaq Power Company,Kongiganak_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,178
2014,233,Kongiganak,Puvurnaq Power Company,Kongiganak_grid,Lower Yukon-Kuskokwim,DFO,IC,NA,gallons,0
2014,259,Tuntutuliak,Tuntutuliak Community,Tuntutuliak_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,77
2014,259,Tuntutuliak,Tuntutuliak Community,Tuntutuliak_grid,Lower Yukon-Kuskokwim,DFO,IC,9096,gallons,93
2014,265,Newtok,Ungusraq Power Company,Newtok_grid,Lower Yukon-Kuskokwim,DFO,IC,43940,gallons,444
2014,3,Akiachak,Akiachak Native Community,Akiachak_grid,Lower Yukon-Kuskokwim,DFO,IC,133290,gallons,1872
2014,4,Akiak,Akiak City Council,Akiak_grid,Lower Yukon-Kuskokwim,DFO,IC,92073,gallons,1205
2014,45,Alakanuk,Alaska Village Electric Cooperative,Emmonak_grid,Lower Yukon-Kuskokwim,JF,IC,NA,gallons,0
2014,47,Bethel,Alaska Village Electric Cooperative,Bethel_grid,Lower Yukon-Kuskokwim,WND,WT,NA,NA,0
2014,47,Bethel,Alaska Village Electric Cooperative,Bethel_grid,Lower Yukon-Kuskokwim,DFO,IC,2258146,gallons,31263
2014,49,Chevak,Alaska Village Electric Cooperative,Chevak_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,829
2014,49,Chevak,Alaska Village Electric Cooperative,Chevak_grid,Lower Yukon-Kuskokwim,DFO,IC,142740,gallons,1681
2014,51,Emmonak,Alaska Village Electric Cooperative,Emmonak_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,506
2014,51,Emmonak,Alaska Village Electric Cooperative,Emmonak_grid,Lower Yukon-Kuskokwim,DFO,IC,274268,gallons,3476
2014,53,Hooper Bay,Alaska Village Electric Cooperative,Hooper Bay_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,376
2014,53,Hooper Bay,Alaska Village Electric Cooperative,Hooper Bay_grid,Lower Yukon-Kuskokwim,DFO,IC,207881,gallons,2852
2014,54,Kasigluk,Alaska Village Electric Cooperative,Kasigluk_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,390
2014,54,Kasigluk,Alaska Village Electric Cooperative,Kasigluk_grid,Lower Yukon-Kuskokwim,DFO,IC,188667,gallons,2708
2014,57,Kotlik,Alaska Village Electric Cooperative,Kotlik_grid,Lower Yukon-Kuskokwim,DFO,IC,139640,gallons,1966
2014,59,Marshall,Alaska Village Electric Cooperative,Marshall_grid,Lower Yukon-Kuskokwim,DFO,IC,114959,gallons,1519
2014,65,Pilot Station,Alaska Village Electric Cooperative,Pilot Station_grid,Lower Yukon-Kuskokwim,DFO,IC,130091,gallons,1722
2014,66,Quinhagak,Alaska Village Electric Cooperative,Quinhagak_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,425
2014,66,Quinhagak,Alaska Village Electric Cooperative,Quinhagak_grid,Lower Yukon-Kuskokwim,DFO,IC,133811,gallons,1705
2014,67,Saint Mary's,Alaska Village Electric Cooperative,Saint Mary's_grid,Lower Yukon-Kuskokwim,WND,WT,NA,NA,0
2014,67,Saint Mary's,Alaska Village Electric Cooperative,Saint Mary's_grid,Lower Yukon-Kuskokwim,DFO,IC,242102,gallons,2997
2014,69,Scammon Bay,Alaska Village Electric Cooperative,Scammon Bay_grid,Lower Yukon-Kuskokwim,DFO,IC,127631,gallons,1712
2014,76,Toksook Bay,Alaska Village Electric Cooperative,Toksook Bay_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,688
2014,76,Toksook Bay,Alaska Village Electric Cooperative,Toksook Bay_grid,Lower Yukon-Kuskokwim,DFO,IC,200442,gallons,2645
2014,77,Kalskag,Alaska Village Electric Cooperative,Upper Kalskag_grid,Lower Yukon-Kuskokwim,DFO,IC,100272,gallons,1324
2014,80,Eek,Alaska Village Electric Cooperative,Eek_grid,Lower Yukon-Kuskokwim,DFO,IC,66058,gallons,851
2014,82,Goodnews Bay,Alaska Village Electric Cooperative,Goodnews Bay_grid,Lower Yukon-Kuskokwim,DFO,IC,52834,gallons,686
2014,87,Mekoryuk,Alaska Village Electric Cooperative,Mekoryuk_grid,Lower Yukon-Kuskokwim,WND,WT,0,NA,232
2014,87,Mekoryuk,Alaska Village Electric Cooperative,Mekoryuk_grid,Lower Yukon-Kuskokwim,DFO,IC,60048,gallons,753
2014,93,Russian Mission,Alaska Village Electric Cooperative,Russian Mission_grid,Lower Yukon-Kuskokwim,DFO,IC,77611,gallons,1040
2014,195,Lime Village,Lime Village Electric Utility,Lime Village_grid,Lower Yukon-Kuskokwim,SUN,PV,NA,NA,0
2014,231,Platinum,Platinum Commercial Company LLC.,Platinum_grid,Lower Yukon-Kuskokwim,DFO,IC,NA,gallons,0
2014,233,Kongiganak,Puvurnaq Power Company,Kongiganak_grid,Lower Yukon-Kuskokwim,WND,IC,NA,NA,0
2014,258,Tuluksak,Tuluksak Traditional,Tuluksak_grid,Lower Yukon-Kuskokwim,DFO,IC,60315,gallons,669
