Year,AEA Sales Reporting ID,PCE ID,RCA CPCN,Utility Name,Reporting Name,Intertie Name,AEA Energy Region,Residential $/kWh,Commercial $/kWh,Other $/kWh
2014,SR-37,331280,169,Alaska Village Electric Cooperative,Chevak,Chevak_grid,Lower Yukon-Kuskokwim,0.5283333333333334,0.5283333333333334,0.5283333333333334
2014,SR-57,331290,169,Alaska Village Electric Cooperative,Eek,Eek_grid,Lower Yukon-Kuskokwim,0.6466666666666668,0.6466666666666668,0.6466666666666668
2014,SR-62,331310,169,Alaska Village Electric Cooperative,Emmonak,Emmonak_grid,Lower Yukon-Kuskokwim,0.5783333333333333,0.5783333333333333,0.5783333333333333
2014,SR-68,331330,169,Alaska Village Electric Cooperative,Goodnews Bay,Goodnews Bay_grid,Lower Yukon-Kuskokwim,0.6266666666666666,0.6266666666666666,0.6266666666666666
2014,SR-76,331360,169,Alaska Village Electric Cooperative,Hooper Bay,Hooper Bay_grid,Lower Yukon-Kuskokwim,0.5499999999999999,0.5499999999999999,0.5499999999999999
2014,SR-84,331720,169,Alaska Village Electric Cooperative,Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,0.6083333333333335,0.6083333333333335,0.6083333333333335
2014,SR-87,331390,169,Alaska Village Electric Cooperative,Kasigluk,Kasigluk_grid,Lower Yukon-Kuskokwim,0.5583333333333335,0.5583333333333335,0.5583333333333335
2014,SR-98,332120,285,Alaska Village Electric Cooperative,Kotlik,Kotlik_grid,Lower Yukon-Kuskokwim,0.625,0.625,0.625
2014,SR-25,331780,337,Atmautluak Tribal Utilities,Atmautluak,Atmautluak_grid,Lower Yukon-Kuskokwim,0.8,0.8,0.8
2014,SR-103,332160,376,Kwigillingok Power Company,Kwigillingok,Kwigillingok_grid,Lower Yukon-Kuskokwim,0.6100000000000001,0.6100000000000001,0.6100000000000001
2014,SR-122,332870,375,Ungusraq Power Company,Newtok,Newtok_grid,Lower Yukon-Kuskokwim,0.8,0.8,0.8
2014,SR-97,332510,395,Puvurnaq Power Company,Kongiganak,Kongiganak_grid,Lower Yukon-Kuskokwim,0.6500000000000001,0.6500000000000001,0.6500000000000001
2014,SR-21,331760,5,Aniak Light & Power,Aniak,Aniak_grid,Lower Yukon-Kuskokwim,0.7133333333333334,0.7133333333333334,0.7133333333333335
2014,SR-149,332250,343,Middle Kuskokwim Electric,Red Devil,Red Devil_grid,Lower Yukon-Kuskokwim,1.1333333333333335,1.1333333333333335,1.1333333333333335
2014,SR-166,332260,343,Middle Kuskokwim Electric,Sleetmute,Sleetmute_grid,Lower Yukon-Kuskokwim,1.1425,1.1425,1.1425
2014,SR-44,332230,343,Middle Kuskokwim Electric,Chuathbaluk,Chuathbaluk_grid,Lower Yukon-Kuskokwim,1.1333333333333335,1.1333333333333335,1.1333333333333335
2014,SR-51,332240,343,Middle Kuskokwim Electric,Crooked Creek,Crooked Creek_grid,Lower Yukon-Kuskokwim,1.1333333333333335,1.1333333333333335,1.1333333333333335
2014,SR-28,331800,43,Alaska Village Electric Cooperative,"Bethel, Oscarville",Bethel_grid,Lower Yukon-Kuskokwim,0.59,0.59,0.59
2014,SR-132,332420,408,Nunam Iqua Electric Company,Nunam Iqua,Nunam Iqua_grid,Lower Yukon-Kuskokwim,0.5300000000000001,0.5300000000000001,0.5300000000000001
2014,SR-117,332290,319,Napakiak Ircinraq,Napakiak,Bethel_grid,Lower Yukon-Kuskokwim,0.875,0.875,0.875
2014,SR-14,331030,635,Akiak City Council,Akiak,Akiak_grid,Lower Yukon-Kuskokwim,0.6550000000000001,0.6550000000000001,0.6550000000000001
2014,SR-35,332310,365,Naterkaq Light Plant (City of Chefornak),Chefornak,Chefornak_grid,Lower Yukon-Kuskokwim,0.66,0.66,0.66
2014,SR-102,332150,281,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,Kwethluk,Kwethluk_grid,Lower Yukon-Kuskokwim,0.5199999999999999,0.5199999999999999,0.5199999999999999
2014,SR-13,331020,412,Akiachak Native Community,Akiachak,Akiachak_grid,Lower Yukon-Kuskokwim,0.5999999999999999,0.5999999999999999,0.5999999999999999
2014,SR-180,332710,664,Tuluksak Traditional,Tuluksak,Tuluksak_grid,Lower Yukon-Kuskokwim,0.9600000000000002,0.9600000000000004,0.9600000000000004
2014,SR-130,332380,254,North Slope Borough Power & Light,Nuiqsut,Nuiqsut_grid,North Slope,0.07999999999999999,0.07999999999999999,0.07999999999999999
2014,SR-143,332390,254,North Slope Borough Power & Light,Point Hope,Point Hope_grid,North Slope,0.14999999999999997,0.14999999999999997,0.14999999999999997
2014,SR-144,332400,254,North Slope Borough Power & Light,Point Lay,Point Lay_grid,North Slope,0.14999999999999997,0.14999999999999997,0.14999999999999997
2014,SR-187,332410,254,North Slope Borough Power & Light,Wainwright,Wainwright_grid,North Slope,0.14999999999999997,0.14999999999999997,0.14999999999999997
2014,SR-19,332350,254,North Slope Borough Power & Light,Anaktuvuk Pass,Anaktuvuk Pass_grid,North Slope,0.14999999999999997,0.14999999999999997,0.14999999999999997
2014,SR-26,332360,254,North Slope Borough Power & Light,Atqasuk,Atqasuk_grid,North Slope,0.14999999999999997,0.14999999999999997,0.14999999999999997
2014,SR-83,332370,254,North Slope Borough Power & Light,Kaktovik,Kaktovik_grid,North Slope,0.14999999999999997,0.14999999999999997,0.14999999999999997
2014,SR-194,0,214,"Barrow Utils & Elec Coop, Inc",Barrow Utilities & Electric Cooperative Inc.,Utqiagvik_grid,North Slope,0.12104632245911466,0.1044119500819362,NA
2014,SR-10,0,227,TDX North Slope Generating Co,TDX North Slope Generating Co,Deadhorse_grid,North Slope,0,0.20207818631012933,NA
2014,SR-126,331500,169,Alaska Village Electric Cooperative,Noatak,Noatak_grid,Northwest Arctic,0.8833333333333334,0.8833333333333334,0.8833333333333334
2014,SR-128,331510,169,Alaska Village Electric Cooperative,Noorvik,Noorvik_grid,Northwest Arctic,0.6583333333333333,0.6583333333333332,0.6583333333333333
2014,SR-159,331610,169,Alaska Village Electric Cooperative,Selawik,Selawik_grid,Northwest Arctic,0.6166666666666666,0.6166666666666666,0.6166666666666666
2014,SR-163,331650,169,Alaska Village Electric Cooperative,Shungnak,Shungnak_grid,Northwest Arctic,0.8133333333333335,0.8133333333333332,0.8133333333333335
2014,SR-18,331250,169,Alaska Village Electric Cooperative,Ambler,Ambler_grid,Northwest Arctic,0.7650000000000003,0.7650000000000001,0.7650000000000001
2014,SR-88,331400,169,Alaska Village Electric Cooperative,Kiana,Kiana_grid,Northwest Arctic,0.6666666666666666,0.6666666666666666,0.6666666666666666
2014,SR-91,331410,169,Alaska Village Electric Cooperative,Kivalina,Kivalina_grid,Northwest Arctic,0.6566666666666666,0.6566666666666666,0.6566666666666666
2014,SR-99,332130,17,Kotzebue Electric Association,Kotzebue,Kotzebue_grid,Northwest Arctic,0.4325000000000001,0.4325000000000001,0.4325000000000001
2014,SR-52,332060,369,Ipnatchiaq Electric Company,Deering,Deering_grid,Northwest Arctic,0.7000000000000001,0.7000000000000001,0.7000000000000001
2014,SR-94,332090,407,Alaska Village Electric Cooperative,Kobuk,Shungnak_grid,Northwest Arctic,0.8133333333333336,0.8133333333333335,0.8133333333333336
2014,SR-32,331820,432,"Buckland, City of",Buckland,Buckland_grid,Northwest Arctic,0.46999999999999986,0.46999999999999986,0.46999999999999986
2014,SR-8,0,18,Matanuska Electric Assn Inc,Matanuska Electric Assn Inc,Railbelt_grid,Railbelt,0.16716345039148192,0.14139193470008146,NA
2014,SR-2,0,121,Anchorage Municipal Light and Power,Anchorage Mun Light and Power,Railbelt_grid,Railbelt,0.16066891035971548,0.1290869744693094,NA
2014,SR-4,0,13,Golden Valley Elec Assn Inc,Golden Valley Elec Assn Inc,Railbelt_grid,Railbelt,0.2293199868414869,0.2116934955653333,0.17078563231044955
2014,SR-3,0,8,Chugach Electric Assn Inc,Chugach Electric Assn Inc,Railbelt_grid,Railbelt,0.15937774940243077,0.130836561204157,0.11745165914892128
2014,SR-5,0,32,Homer Electric Assn Inc,Homer Electric Assn Inc,Railbelt_grid,Railbelt,0.24315437149630292,0.2138631394342459,0.0986090769861661
2014,SR-1,0,1,Alaska Electric Light&Power Co,Alaska Electric Light&Power Co,Juneau_grid,Southeast,0.11851138142839936,0.0992331728469853,0.09416881758460068
2014,SR-200,0,111,City of Wrangell - (AK),"Wrangell, City of",SEAPA_grid,Southeast,0.1098092448381796,0.1117123000139932,NA
2014,SR-6,0,103,Ketchikan Public Utilities,Ketchikan Public Utilities,SEAPA_grid,Southeast,0.10112455637747468,0.0965953555917116,0.08325430390020933
2014,SR-198,0,212,Petersburg Borough - (AK),"Petersburg, City of",SEAPA_grid,Southeast,0.09856874587626249,0.1145360155743024,0.10941042522647391
2014,SR-191,332900,53,Alaska Village Electric Cooperative,Yakutat,Yakutat_grid,Southeast,0.5283333333333334,0.5283333333333334,0.5283333333333334
2014,SR-137,332460,24,Pelican Utility,Pelican,Pelican_grid,Southeast,0.5399999999999999,0.5399999999999999,0.5399999999999999
2014,SR-193,0,100,City & Borough of Sitka - (AK),"Sitka, City & Borough of",Sitka_grid,Southeast,0.118381266340798,0.18310614743105172,0.037375613007665565
2014,SR-119,331170,2,Alaska Power & Telephone Company,Naukati Bay,Prince of Wales Is._grid,Southeast,0.555,0.555,0.555
2014,SR-164,331190,2,Alaska Power & Telephone Company,Skagway,UpperLynnCanal_grid,Southeast,0.24499999999999997,0.24499999999999997,0.24499999999999997
2014,SR-176,331210,2,Alaska Power & Telephone Company,"Thorne Bay, Kasaan",Prince of Wales Is._grid,Southeast,0.2525,0.2525,0.2525
2014,SR-189,331230,2,Alaska Power & Telephone Company,Whale Pass,Whale_Pass_grid,Southeast,0.5858333333333333,0.5858333333333333,0.5858333333333333
2014,SR-47,331080,2,Alaska Power & Telephone Company,Coffman Cove,Prince of Wales Is._grid,Southeast,0.2525,0.2525,0.2525
2014,SR-50,331090,2,Alaska Power & Telephone Company,Craig,Prince of Wales Is._grid,Southeast,0.2525,0.2525,0.2525
2014,SR-70,332010,417,Alaska Power & Telephone Company,Gustavus,Gustavus_grid,Southeast,0.43600000000000005,0.436,0.43600000000000005
2014,SR-71,331120,2,Alaska Power & Telephone Company,"Haines, Covenant Life",UpperLynnCanal_grid,Southeast,0.3158333333333334,0.3158333333333334,0.3158333333333334
2014,SR-73,331140,2,Alaska Power & Telephone Company,Hollis,Prince of Wales Is._grid,Southeast,0.2525,0.2525,0.2525
2014,SR-79,331150,2,Alaska Power & Telephone Company,Hydaburg,Prince of Wales Is._grid,Southeast,0.25083333333333335,0.25083333333333335,0.25083333333333335
2014,SR-92,331155,2,Alaska Power & Telephone Company,Klawock,Prince of Wales Is._grid,Southeast,0.2525,0.2525,0.2525
2014,SR-174,332630,363,"Tenakee Springs, City of",Tenakee Springs,Tenakee Springs_grid,Southeast,0.7199999999999999,0.7199999999999999,0.7199999999999999
2014,SR-20,332650,240,Inside Passage Electric,Angoon,Angoon_grid,Southeast,0.6166666666666666,0.6166666666666666,0.6166666666666666
2014,SR-41,332660,240,Inside Passage Electric,Chilkat Valley,UpperLynnCanal_grid,Southeast,0.6174999999999998,0.6174999999999998,0.6174999999999998
2014,SR-75,332670,240,Inside Passage Electric,Hoonah,Hoonah_grid,Southeast,0.6174999999999998,0.6174999999999998,0.6174999999999998
2014,SR-82,332680,240,Inside Passage Electric,Kake,Kake_grid,Southeast,0.6174999999999998,0.6174999999999998,0.6174999999999998
2014,SR-93,332700,240,Inside Passage Electric,Klukwan,UpperLynnCanal_grid,Southeast,0.6174999999999998,0.6174999999999998,0.6174999999999998
2014,SR-59,331950,688,Alaska Village Electric Cooperative,Ekwok,New_Stuyahok_grid,Bristol Bay,0.6908333333333332,0.6908333333333333,0.6908333333333333
2014,SR-60,331960,701,Elfin Cove Utility Commission,Elfin Cove,Elfin Cove_grid,Southeast,0.7816666666666667,0.7816666666666667,0.7816666666666667
2014,SR-77,332030,332,Hughes Power & Light,Hughes,Hughes_grid,Yukon-Koyukuk/Upper Tanana,0.71,0.71,0.7100000000000001
2014,SR-150,332530,364,"Ruby, City of",Ruby,Ruby_grid,Yukon-Koyukuk/Upper Tanana,0.84,0.84,0.84
2014,SR-111,332220,44,Mcgrath Light & Power,McGrath,McGrath_grid,Yukon-Koyukuk/Upper Tanana,0.8558333333333333,0.8558333333333333,0.8558333333333333
2014,SR-27,331790,420,Beaver Joint Utilities,Beaver,Beaver_grid,Yukon-Koyukuk/Upper Tanana,0.9000000000000004,0.9000000000000004,0.9000000000000001
2014,SR-23,331770,747,Arctic Village Electric Company,Arctic Village,Arctic Village_grid,Yukon-Koyukuk/Upper Tanana,0.9333333333333332,0.9333333333333335,0.9333333333333335
2014,SR-34,331840,682,Chalkyitsik Village Council,Chalkyitsik,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,0.9499999999999997,0.9499999999999998,0.9499999999999997
2014,SR-124,332330,416,"Nikolai, City of",Nikolai,Nikolai_grid,Yukon-Koyukuk/Upper Tanana,0.9000000000000004,0.9000000000000004,0.9000000000000004
2014,SR-171,332600,92,Tanana Power Company Inc,Tanana,Tanana_grid,Yukon-Koyukuk/Upper Tanana,0.7325,0.7325,0.7325
2014,SR-114,331460,169,Alaska Village Electric Cooperative,Minto,Minto_grid,Yukon-Koyukuk/Upper Tanana,0.6133333333333334,0.6133333333333334,0.6133333333333334
2014,SR-131,331520,169,Alaska Village Electric Cooperative,Nulato,Nulato_grid,Yukon-Koyukuk/Upper Tanana,0.6250000000000001,0.625,0.625
2014,SR-160,331620,169,Alaska Village Electric Cooperative,Shageluk,Shageluk_grid,Yukon-Koyukuk/Upper Tanana,0.6666666666666666,0.6666666666666665,0.6666666666666666
2014,SR-22,331260,169,Alaska Village Electric Cooperative,Anvik,Anvik_grid,Yukon-Koyukuk/Upper Tanana,0.6466666666666668,0.6466666666666668,0.6466666666666668
2014,SR-69,331340,169,Alaska Village Electric Cooperative,Grayling,Grayling_grid,Yukon-Koyukuk/Upper Tanana,0.6383333333333334,0.6383333333333335,0.6383333333333335
2014,SR-74,331350,169,Alaska Village Electric Cooperative,Holy Cross,Holy Cross_grid,Yukon-Koyukuk/Upper Tanana,0.5949999999999999,0.5949999999999999,0.5949999999999999
2014,SR-78,331370,169,Alaska Village Electric Cooperative,Huslia,Huslia_grid,Yukon-Koyukuk/Upper Tanana,0.5966666666666666,0.5966666666666666,0.5966666666666666
2014,SR-85,331380,169,Alaska Village Electric Cooperative,Kaltag,Kaltag_grid,Yukon-Koyukuk/Upper Tanana,0.5983333333333333,0.5983333333333333,0.5983333333333333
2014,SR-108,332200,264,TDX Manley Generating LLC,Manley Hot Springs,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,0.8775,0.8775,0.8775
2014,SR-148,332520,759,Rampart Village Council,Rampart,Rampart_grid,Yukon-Koyukuk/Upper Tanana,0,0,NA
2014,SR-33,331830,341,Gold Country Energy,Central,Central_grid,Yukon-Koyukuk/Upper Tanana,0.7283333333333335,0.7283333333333334,0.7283333333333335
2014,SR-45,331900,256,Circle Electric Utility,Circle,Circle_grid,Yukon-Koyukuk/Upper Tanana,0.7766666666666667,0.7766666666666667,0.7766666666666667
2014,SR-169,332270,343,Middle Kuskokwim Electric,Stony River,Stony River_grid,Lower Yukon-Kuskokwim,1.1333333333333335,1.1333333333333335,1.1333333333333335
2014,SR-65,331990,274,"Galena, City of",Galena,Galena_grid,Yukon-Koyukuk/Upper Tanana,0.67,0.67,0.67
2014,SR-30,331810,767,Birch Creek Electric Company,Birch Creek,Birch Creek_grid,Yukon-Koyukuk/Upper Tanana,0,0,NA
2014,SR-129,331180,2,Alaska Power & Telephone Company,"Northway, Northway Village, Northway Junction",Northway_grid,Yukon-Koyukuk/Upper Tanana,0.6941666666666667,0.6941666666666667,0.6941666666666667
2014,SR-17,331050,2,Alaska Power & Telephone Company,"Allakaket, Alatna",Allakaket_grid,Yukon-Koyukuk/Upper Tanana,0.8883333333333333,0.8883333333333333,0.8883333333333334
2014,SR-175,331200,2,Alaska Power & Telephone Company,Tetlin,Tok_grid,Yukon-Koyukuk/Upper Tanana,0.4608333333333334,0.46083333333333343,0.46083333333333343
2014,SR-178,331220,2,Alaska Power & Telephone Company,"Tok, Tanacross",Tok_grid,Yukon-Koyukuk/Upper Tanana,0.4625,0.4625,0.4625
2014,SR-29,331060,2,Alaska Power & Telephone Company,"Bettles, Evansville",Bettles_grid,Yukon-Koyukuk/Upper Tanana,0.7975,0.7975,0.7975
2014,SR-55,331100,2,Alaska Power & Telephone Company,"Dot Lake, Dot Lake Village",Tok_grid,Yukon-Koyukuk/Upper Tanana,0.4891666666666667,0.4891666666666667,0.4891666666666667
2014,SR-56,331110,2,Alaska Power & Telephone Company,"Eagle, Eagle Village",Eagle_grid,Yukon-Koyukuk/Upper Tanana,0.7208333333333333,0.7208333333333333,0.7208333333333333
2014,SR-72,331130,2,Alaska Power & Telephone Company,Healy Lake,Healy Lake_grid,Yukon-Koyukuk/Upper Tanana,2.3975000000000004,2.3975000000000004,NA
2014,SR-186,332880,663,Venetie Village Electric,Venetie,Venetie_grid,Yukon-Koyukuk/Upper Tanana,0.9000000000000004,0.9000000000000004,0.9000000000000001
2014,SR-64,332020,63,Gwitchyaa Zhee Utilities Company,Fort Yukon,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,0.6275000000000001,0.6275000000000001,0.6275000000000001
2014,SR-168,332570,709,Stevens Village Ira Council,Stevens Village,Stevens Village_grid,Yukon-Koyukuk/Upper Tanana,0,0,NA
2014,SR-170,332580,394,Takotna Community Assoc Inc,Takotna,Takotna_grid,Yukon-Koyukuk/Upper Tanana,1.0199999999999998,1.0199999999999998,1.0199999999999998
2014,SR-101,332140,687,"Koyukuk, City of",Koyukuk,Koyukuk_grid,Yukon-Koyukuk/Upper Tanana,0.9499999999999998,0.95,0.9499999999999997
2015,SR-89,332070,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,0.29999999999999993,0.29999999999999993,0.29999999999999993
2015,SR-156,332540,749,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,0.5289750000000001,0.5289750000000001,0.5289750000000001
2015,SR-125,332740,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,0.7506666666666666,0.7506666666666666,0.7506666666666666
2015,SR-24,331750,291,"Atka, City of",Atka,Atka_grid,Aleutians,0.7279166666666668,0.7279166666666668,0.7279166666666668
2015,SR-15,331040,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,0.323,0.323,0.323
2015,SR-120,332320,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,0.84,0.84,0.84
2015,SR-185,332860,106,"Unalaska, City of",Unalaska,Unalaska_grid,Aleutians,0.398325,0.398325,0.398325
2015,SR-152,332550,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,1,1,1
2015,SR-155,332560,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,0.4666666666666666,0.4666666666666666,0.4666666666666666
2015,SR-48,331980,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,0.7328,0.7328,0.7328
2015,SR-11,331005,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,1.2531999999999996,1.2531999999999996,1.2531999999999996
2015,SR-63,331970,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,0.424725,0.424725,0.424725
2015,SR-184,332850,741,Unalakleet Valley Electric Cooperative,Unalakleet,Unalakleet_grid,Bering Straits,0.4493333333333333,0.4493333333333332,0.4493333333333332
2015,SR-190,332890,409,"White Mountain, City of",White Mountain,WhiteMountain_grid,Bering Straits,0.62,0.62,0.62
2015,SR-100,331420,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,0.6272666666666668,0.6272666666666668,0.6272666666666668
2015,SR-154,331670,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,0.618425,0.618425,0.618425
2015,SR-157,331590,169,Alaska Village Electric Cooperative,Savoonga,Savoonga_grid,Bering Straits,0.5779083333333334,0.5779083333333334,0.5779083333333334
2015,SR-161,331630,169,Alaska Village Electric Cooperative,Shaktoolik,Shaktoolik_grid,Bering Straits,0.5587916666666667,0.5587916666666667,0.5587916666666667
2015,SR-162,331640,169,Alaska Village Electric Cooperative,Shishmaref,Shishmaref_grid,Bering Straits,0.660225,0.660225,0.660225
2015,SR-167,331680,169,Alaska Village Electric Cooperative,Stebbins,Stebbins_grid,Bering Straits,0.6034583333333333,0.6034583333333333,0.6034583333333333
2015,SR-188,331730,169,Alaska Village Electric Cooperative,Wales,Wales_grid,Bering Straits,0.7072083333333332,0.7072083333333333,0.7072083333333333
2015,SR-31,331270,169,Alaska Village Electric Cooperative,Brevig Mission,Brevig Mission_grid,Bering Straits,0.6062333333333333,0.6062333333333333,0.6062333333333333
2015,SR-61,331300,169,Alaska Village Electric Cooperative,Elim,Elim_grid,Bering Straits,0.6233,0.6233,0.6233
2015,SR-66,331320,169,Alaska Village Electric Cooperative,Gambell,Gambell_grid,Bering Straits,0.5715333333333331,0.5715333333333331,0.5715333333333331
2015,SR-54,331930,383,Diomede Joint Utilities,Diomede,Diomede_grid,Bering Straits,0,0,NA
2015,SR-173,331685,61,Alaska Village Electric Cooperative,Teller,Teller_grid,Bering Straits,0.6693333333333333,0.6693333333333333,0.6693333333333333
2015,SR-127,332340,150,Nome Joint Utility Systems,Nome,Nome_grid,Bering Straits,0.40176666666666666,0.40176666666666666,0.40176666666666666
2015,SR-67,332000,373,Golovin Power Utilities,Golovin,Golovin_grid,Bering Straits,0.5166666666666667,0.5166666666666667,0.5166666666666667
2015,SR-109,332210,321,Manokotak Power Company,Manokotak,Manokotak_grid,Bristol Bay,0.5499999999999999,0.5499999999999999,0.5499999999999999
2015,SR-183,332730,729,Twin Hills Village Council,Twin Hills,Twin Hills_grid,Bristol Bay,0.9404999999999999,0.9404999999999999,0.9404999999999997
2015,SR-145,332590,447,Tanalian Electric Cooperative,Port Alsworth,Port Alsworth_grid,Bristol Bay,0.5911416666666668,0.5911416666666668,0.5911416666666668
2015,SR-138,332470,659,Native Village of Perryville,Perryville,Perryville_grid,Bristol Bay,0.95,0.95,0.95
2015,SR-39,331870,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,0.6082833333333334,0.6082833333333334,0.6082833333333334
2015,SR-80,332040,681,Igiugig Electric Company,Igiugig,Igiugig_grid,Bristol Bay,0.813,0.8130000000000002,0.813
2015,SR-58,331940,320,Egegik Light & Power Co,Egegik,Egegik_grid,Bristol Bay,0.86,0.86,0.86
2015,SR-121,331480,169,Alaska Village Electric Cooperative,New Stuyahok,New_Stuyahok_grid,Bristol Bay,0.6405666666666666,0.6405666666666666,0.6405666666666666
2015,SR-177,331690,169,Alaska Village Electric Cooperative,Togiak,Togiak_grid,Bristol Bay,0.6269916666666665,0.6269916666666665,0.6269916666666665
2015,SR-38,331860,297,"Chignik, City of",Chignik,Chignik_grid,Bristol Bay,0.49899999999999994,0.49899999999999994,0.49899999999999994
2015,SR-146,332500,399,Port Heiden Utilities,Port Heiden,Port Heiden_grid,Bristol Bay,0.7333333333333335,0.7333333333333334,0.7333333333333334
2015,SR-105,332180,330,Levelock Electrical Coop,Levelock,Levelock_grid,Bristol Bay,0.7624999999999998,0.7624999999999998,0.7624999999999998
2015,SR-40,331880,437,Chignik Lake Electric Utility,Chignik Lake,Chignik Lake_grid,Bristol Bay,0.8616666666666667,0.8616666666666667,0.8616666666666666
2015,SR-46,331910,360,"Clark's Point, City of",Clark's Point,Clark's Point_grid,Bristol Bay,0.9028583333333332,0.9028583333333332,0.9028583333333333
2015,SR-139,332480,425,Pilot Point Electric Utility,Pilot Point,Pilot Point_grid,Bristol Bay,0.5999999999999999,0.5999999999999999,0.5999999999999999
2015,SR-81,332050,280,"I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton",Newhalen_grid,Bristol Bay,0.5696916666666667,0.5696916666666667,0.5696916666666667
2015,SR-136,332450,662,Pedro Bay Village Council,Pedro Bay,Pedro Bay_grid,Bristol Bay,0.91,0.91,0.91
2015,SR-95,332100,660,Kokhanok Village Council,Kokhanok,Kokhanok_grid,Bristol Bay,0.9000000000000004,0.9000000000000004,0.9000000000000004
2015,SR-96,332110,661,New Koliganek Village Council,Koliganek,Koliganek_grid,Bristol Bay,0.5,0.5,0.5
2015,SR-116,332280,22,Naknek Electric Association,"Naknek, South Naknek, King Salmon",Naknek_grid,Bristol Bay,0.5682,0.5682,0.5682
2015,SR-53,332430,45,Nushagak Electric Cooperative,"Dillingham, Aleknagik",Dillingham_grid,Bristol Bay,0.49256666666666665,0.49256666666666665,0.4925666666666667
2015,SR-192,0,10,"Copper Valley Elec Assn, Inc","Copper Valley Elec Assn, Inc",CopperValley_grid,Copper River/Chugach,0.24028032072731867,0.2045839961697067,NA
2015,SR-172,332610,586,Tatitlek Village Ira Council,Tatitlek,Tatitlek_grid,Copper River/Chugach,0.92,0.92,0.92
2015,SR-43,331890,368,Chitina Electric Inc,Chitina,Chitina_grid,Copper River/Chugach,0.6884583333333333,0.6884583333333333,0.6884583333333333
2015,SR-49,331920,160,Cordova Electric Cooperative,"Cordova, Eyak",Cordova_grid,Copper River/Chugach,0.34509166666666663,0.34509166666666663,0.34509166666666663
2015,SR-113,331160,2,Alaska Power & Telephone Company,Mentasta Lake,Slana_grid,Copper River/Chugach,0.6548416666666664,0.6548416666666664,0.6548416666666664
2015,SR-165,331195,2,Alaska Power & Telephone Company,Slana,Slana_grid,Copper River/Chugach,0.6525166666666665,0.6525166666666665,0.6525166666666665
2015,SR-42,331070,2,Alaska Power & Telephone Company,Chistochina,Slana_grid,Copper River/Chugach,0.6548083333333332,0.6548083333333332,0.6548083333333332
2015,SR-36,331850,686,Chenega Ira Council,Chenega Bay,Chenega_grid,Copper River/Chugach,0.665,0.665,0.665
2015,SR-135,332440,357,"Ouzinkie, City of",Ouzinkie,Ouzinkie_grid,Kodiak,0.3668,0.3668,0.3668
2015,SR-134,331540,169,Alaska Village Electric Cooperative,Old Harbor,Old Harbor_grid,Kodiak,0.5934916666666668,0.5934916666666668,0.5934916666666668
2015,SR-104,332170,353,Larsen Bay Utility Company,Larsen Bay,Larsen Bay_grid,Kodiak,0.44,0.43999999999999995,0.44
2015,SR-7,0,16,Kodiak Electric Assn Inc,Kodiak Electric Assn Inc,Kodiak_grid,Kodiak,0.17186647914813008,0.16582672334458126,0.15502629551468863
2015,SR-86,331740,683,Alutiiq Power Company,Karluk,Karluk_grid,Kodiak,0.7000000000000001,0.7000000000000001,0.7000000000000001
2015,SR-12,331010,449,"Akhiok, City of",Akhiok,Akhiok_grid,Kodiak,0.4500000000000002,0.4500000000000002,0.4500000000000002
2015,SR-106,332190,570,Lime Village Electric Utility,Lime Village,Lime Village_grid,Lower Yukon-Kuskokwim,1.7847999999999995,1.7847999999999993,1.7847999999999995
2015,SR-118,332300,625,Napaskiak Electric Utility,Napaskiak,Napaskiak_grid,Lower Yukon-Kuskokwim,0.7000000000000001,0.7000000000000001,0.7000000000000001
2015,SR-181,332720,344,Tuntutuliak Community,Tuntutuliak,Tuntutuliak_grid,Lower Yukon-Kuskokwim,0.6500000000000001,0.6500000000000001,0.6500000000000001
2015,SR-90,332080,446,Kipnuk Light Plant,Kipnuk,Kipnuk_grid,Lower Yukon-Kuskokwim,0.6445416666666667,0.6445416666666667,0.6445416666666667
2015,SR-107,331430,169,Alaska Village Electric Cooperative,Lower Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,0.603325,0.603325,0.603325
