Year,AEA Sales Reporting ID,Residential Price kWh (2021 dollars),Commercial Price kWh (2021 dollars),Industrial Price kWh (2021 dollars),AK CPI,PCE ID,RCA CPCN,Utility Name,Reporting Name,Intertie Name,AEA Energy Region,ACEP Energy Region
2011,SR-132,38.01389595786234,77.93951589039476,NA,228.1095,332420,408,Nunam Iqua Electric Company,Nunam Iqua,Nunam Iqua_grid,Lower Yukon-Kuskokwim,Rural Remote
2011,SR-53,29.180751803988876,58.85413820993866,NA,228.1095,332430,45,Nushagak Electric Cooperative,"Dillingham, Aleknagik",Dillingham_grid,Bristol Bay,Rural Remote
2011,SR-135,29.157467005977395,62.824641849638006,NA,228.1095,332440,357,"Ouzinkie, City of",Ouzinkie,Ouzinkie_grid,Kodiak,Coastal
2011,SR-136,66.22285376102266,133.82067822690416,NA,228.1095,332450,662,Pedro Bay Village Council,Pedro Bay,Pedro Bay_grid,Bristol Bay,Rural Remote
2011,SR-137,45.24780947907912,100.91451658085262,NA,228.1095,332460,24,Pelican Utility,Pelican,Pelican_grid,Southeast,Coastal
2011,SR-139,20.329224218263594,73.52784517961767,NA,228.1095,332480,425,Pilot Point Electric Utility,Pilot Point,Pilot Point_grid,Bristol Bay,Rural Remote
2011,SR-146,79.30713381073562,110.29176776942651,NA,228.1095,332500,399,Port Heiden Utilities,Port Heiden,Port Heiden_grid,Bristol Bay,Rural Remote
2011,SR-97,30.395186223353253,83.64160028407407,NA,228.1095,332510,395,Puvurnaq Power Company,Kongiganak,Kongiganak_grid,Lower Yukon-Kuskokwim,Rural Remote
2011,SR-150,56.45345455500977,123.5267799017577,NA,228.1095,332530,364,"Ruby, City of",Ruby,Ruby_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2011,SR-152,45.28396164999703,98.77240535795309,NA,228.1095,332550,410,"Saint George, City of",Saint George,Saint George_grid,Aleutians,Rural Remote
2011,SR-155,30.6194461511511,76.34641257816972,NA,228.1095,332560,339,Saint Paul Municipal Electric,Saint Paul,Saint Paul_grid,Aleutians,Rural Remote
2011,SR-170,65.91036041900928,150.29091554713852,NA,228.1095,332580,394,Takotna Community Assoc Inc,Takotna,Takotna_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2011,SR-145,27.867053323075098,100.39859620050896,NA,228.1095,332590,447,Tanalian Electric Cooperative,Port Alsworth,Port Alsworth_grid,Bristol Bay,Rural Remote
2011,SR-171,44.082394603539086,104.94996981712728,NA,228.1095,332600,92,Tanana Power Company Inc,Tanana,Tanana_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2011,SR-172,30.77507959992898,91.89510090548619,NA,228.1095,332610,586,Tatitlek Village Ira Council,Tatitlek,Tatitlek_grid,Copper River/Chugach,Coastal
2011,SR-11,41.55058531100196,119.35530015190074,NA,228.1095,331005,684,TDX Adak Generating LLC,Adak,Adak_grid,Aleutians,Rural Remote
2011,SR-156,28.42954133869917,85.89400327474303,NA,228.1095,332540,749,TDX Corporation,Sand Point,Sand Point_grid,Aleutians,Rural Remote
2011,SR-108,67.19342131739361,99.07754591544847,NA,228.1095,332200,264,TDX Manley Generating LLC,Manley Hot Springs,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2011,SR-174,46.307836894123206,101.223333530607,NA,228.1095,332630,363,"Tenakee Springs, City of",Tenakee Springs,Tenakee Springs_grid,Southeast,Coastal
2011,SR-180,39.63886133633188,88.23341421554119,NA,228.1095,332710,664,Tuluksak Traditional,Tuluksak,Tuluksak_grid,Lower Yukon-Kuskokwim,Rural Remote
2011,SR-181,57.75489741468899,95.58619873350298,NA,228.1095,332720,344,Tuntutuliak Community,Tuntutuliak,Tuntutuliak_grid,Lower Yukon-Kuskokwim,Rural Remote
2011,SR-183,27.39770008782624,81.56811505000887,NA,228.1095,332730,729,Twin Hills Village Council,Twin Hills,Twin Hills_grid,Bristol Bay,Rural Remote
2011,SR-125,29.381726933775226,88.23341421554119,NA,228.1095,332740,242,Umnak Power Company,Nikolski,Nikolski_grid,Aleutians,Rural Remote
2011,SR-184,28.53738168811031,57.55514627843207,NA,228.1095,332850,741,Unalakleet Valley Electric Cooperative,Unalakleet,Unalakleet_grid,Bering Straits,Rural Remote
2011,SR-185,35.517625614014314,65.55865222623346,NA,228.1095,332860,106,"Unalaska, City of",Unalaska,Unalaska_grid,Aleutians,Rural Remote
2011,SR-122,46.09460614310233,117.64455228738828,NA,228.1095,332870,375,Ungusraq Power Company,Newtok,Newtok_grid,Lower Yukon-Kuskokwim,Rural Remote
2011,SR-190,52.45476475113926,100.97824071334162,NA,228.1095,332890,409,"White Mountain, City of",White Mountain,WhiteMountain_grid,Bering Straits,Rural Remote
2011,SR-191,24.88917559330059,73.97759049929968,NA,228.1095,332900,53,Alaska Village Electric Cooperative,Yakutat,Yakutat_grid,Southeast,Coastal
2012,SR-13,32.19565568299312,87.8063336808903,NA,229.219,331020,412,Akiachak Native Community,Akiachak,Akiachak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-14,38.049411261719136,92.19665036493484,NA,229.219,331030,635,Akiak City Council,Akiak,Akiak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-15,20.488144525541077,47.26907629821263,NA,229.219,331040,293,"Akutan, City of",Akutan,Akutan_grid,Aleutians,Rural Remote
2012,SR-17,36.585972367037634,141.08038757694607,NA,229.219,331050,2,Alaska Power & Telephone Company,"Allakaket, Alatna",Allakaket_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-72,49.75692241917119,137.18032292261984,NA,229.219,331130,2,Alaska Power & Telephone Company,Healy Lake,Healy Lake_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-29,30.732216788311614,109.70669673979901,NA,229.219,331060,2,Alaska Power & Telephone Company,"Bettles, Evansville",Bettles_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-42,30.732216788311614,102.66633612396878,NA,229.219,331070,2,Alaska Power & Telephone Company,Chistochina,Slana_grid,Copper River/Chugach,Coastal
2012,SR-113,29.268777893630105,102.66023846190758,NA,229.219,331160,2,Alaska Power & Telephone Company,Mentasta Lake,Slana_grid,Copper River/Chugach,Coastal
2012,SR-165,30.732216788311614,102.66389705914429,NA,229.219,331195,2,Alaska Power & Telephone Company,Slana,Slana_grid,Copper River/Chugach,Coastal
2012,SR-129,29.268777893630105,99.46384400944076,NA,229.219,331180,2,Alaska Power & Telephone Company,"Northway, Northway Village, Northway Junction",Northway_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-56,29.268777893630105,97.53454373328564,NA,229.219,331110,2,Alaska Power & Telephone Company,"Eagle, Eagle Village",Eagle_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-189,35.12253347235613,92.77592826074628,NA,229.219,331230,2,Alaska Power & Telephone Company,Whale Pass,Whale_Pass_grid,Southeast,Coastal
2012,SR-119,29.268777893630105,84.53920634851387,NA,229.219,331170,2,Alaska Power & Telephone Company,Naukati Bay,Prince of Wales Is._grid,Southeast,Coastal
2012,SR-55,29.268777893630105,70.08286913388504,NA,229.219,331100,2,Alaska Power & Telephone Company,"Dot Lake, Dot Lake Village",Tok_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-175,29.268777893630105,70.08652773112176,NA,229.219,331200,2,Alaska Power & Telephone Company,Tetlin,Tok_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-178,29.268777893630105,70.08286913388504,NA,229.219,331220,2,Alaska Power & Telephone Company,"Tok, Tanacross",Tok_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-47,26.341900104267097,43.32023034739703,NA,229.219,331080,2,Alaska Power & Telephone Company,Coffman Cove,Prince of Wales Is._grid,Southeast,Coastal
2012,SR-50,24.878461209585595,36.599387223572215,NA,229.219,331090,2,Alaska Power & Telephone Company,Craig,Prince of Wales Is._grid,Southeast,Coastal
2012,SR-73,24.878461209585595,36.599387223572215,NA,229.219,331140,2,Alaska Power & Telephone Company,Hollis,Prince of Wales Is._grid,Southeast,Coastal
2012,SR-79,24.878461209585595,36.599387223572215,NA,229.219,331150,2,Alaska Power & Telephone Company,Hydaburg,Prince of Wales Is._grid,Southeast,Coastal
2012,SR-92,24.878461209585595,36.599387223572215,NA,229.219,331155,2,Alaska Power & Telephone Company,Klawock,Prince of Wales Is._grid,Southeast,Coastal
2012,SR-176,24.878461209585595,36.599387223572215,NA,229.219,331210,2,Alaska Power & Telephone Company,"Thorne Bay, Kasaan",Prince of Wales Is._grid,Southeast,Coastal
2012,SR-71,24.878461209585595,34.68228227153944,NA,229.219,331120,2,Alaska Power & Telephone Company,"Haines, Covenant Life",UpperLynnCanal_grid,Southeast,Coastal
2012,SR-164,24.878461209585595,34.682282271539435,NA,229.219,331190,2,Alaska Power & Telephone Company,Skagway,UpperLynnCanal_grid,Southeast,Coastal
2012,SR-163,33.65909457767462,130.77411916115153,NA,229.219,331650,169,Alaska Village Electric Cooperative,Shungnak,Shungnak_grid,Northwest Arctic,Rural Remote
2012,SR-126,32.19565568299312,118.74465144686958,NA,229.219,331500,169,Alaska Village Electric Cooperative,Noatak,Noatak_grid,Northwest Arctic,Rural Remote
2012,SR-59,35.12253347235613,107.9871560385483,NA,229.219,331950,688,Alaska Village Electric Cooperative,Ekwok,New_Stuyahok_grid,Bristol Bay,Rural Remote
2012,SR-188,32.19565568299312,102.78706983278,NA,229.219,331730,169,Alaska Village Electric Cooperative,Wales,Wales_grid,Bering Straits,Rural Remote
2012,SR-57,32.19565568299312,100.37971285102891,NA,229.219,331290,169,Alaska Village Electric Cooperative,Eek,Eek_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-18,32.19565568299312,98.61748851534998,NA,229.219,331250,169,Alaska Village Electric Cooperative,Ambler,Ambler_grid,Northwest Arctic,Rural Remote
2012,SR-88,32.19565568299312,98.55773142715042,NA,229.219,331400,169,Alaska Village Electric Cooperative,Kiana,Kiana_grid,Northwest Arctic,Rural Remote
2012,SR-91,32.19565568299312,98.02723482782844,NA,229.219,331410,169,Alaska Village Electric Cooperative,Kivalina,Kivalina_grid,Northwest Arctic,Rural Remote
2012,SR-173,32.19565568299312,98.37236250049078,NA,229.219,331685,61,Alaska Village Electric Cooperative,Teller,Teller_grid,Bering Straits,Rural Remote
2012,SR-158,32.19565568299312,97.05404796286518,NA,229.219,331600,169,Alaska Village Electric Cooperative,Scammon Bay,Scammon Bay_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-160,32.19565568299312,96.02232354211475,NA,229.219,331620,169,Alaska Village Electric Cooperative,Shageluk,Shageluk_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-22,32.19565568299312,95.11377189500001,NA,229.219,331260,169,Alaska Village Electric Cooperative,Anvik,Anvik_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-98,32.19565568299312,94.63083705975508,NA,229.219,332120,285,Alaska Village Electric Cooperative,Kotlik,Kotlik_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-128,32.19565568299312,94.75035123615409,NA,229.219,331510,169,Alaska Village Electric Cooperative,Noorvik,Noorvik_grid,Northwest Arctic,Rural Remote
2012,SR-159,32.19565568299312,94.43083374414861,NA,229.219,331610,169,Alaska Village Electric Cooperative,Selawik,Selawik_grid,Northwest Arctic,Rural Remote
2012,SR-69,32.19565568299312,93.69911429680788,NA,229.219,331340,169,Alaska Village Electric Cooperative,Grayling,Grayling_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-84,32.19565568299312,93.49667191637691,NA,229.219,331720,169,Alaska Village Electric Cooperative,Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-107,32.19565568299312,93.49667191637691,NA,229.219,331430,169,Alaska Village Electric Cooperative,Lower Kalskag,Upper Kalskag_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-154,32.19565568299312,92.97959017358944,NA,229.219,331670,169,Alaska Village Electric Cooperative,Saint Michael,Stebbins_grid,Bering Straits,Rural Remote
2012,SR-16,32.19565568299312,92.29909108756253,NA,229.219,331240,169,Alaska Village Electric Cooperative,Alakanuk,Emmonak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-68,32.19565568299312,92.5551928941318,NA,229.219,331330,169,Alaska Village Electric Cooperative,Goodnews Bay,Goodnews Bay_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-114,32.19565568299312,92.80031890899097,NA,229.219,331460,169,Alaska Village Electric Cooperative,Minto,Minto_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-121,32.19565568299312,92.39177555089239,NA,229.219,331480,169,Alaska Village Electric Cooperative,New Stuyahok,New_Stuyahok_grid,Bristol Bay,Rural Remote
2012,SR-131,32.19565568299312,90.18808048198446,NA,229.219,331520,169,Alaska Village Electric Cooperative,Nulato,Nulato_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-134,32.19565568299312,91.08931493462582,NA,229.219,331540,169,Alaska Village Electric Cooperative,Old Harbor,Old Harbor_grid,Kodiak,Coastal
2012,SR-177,32.19565568299312,90.76126071573474,NA,229.219,331690,169,Alaska Village Electric Cooperative,Togiak,Togiak_grid,Bristol Bay,Rural Remote
2012,SR-115,30.732216788311614,89.54538690073687,NA,229.219,331470,169,Alaska Village Electric Cooperative,Mountain Village,Saint Mary's_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-151,30.732216788311614,88.61732273502633,NA,229.219,331580,169,Alaska Village Electric Cooperative,Russian Mission,Russian Mission_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-162,30.732216788311614,89.62221744270764,NA,229.219,331640,169,Alaska Village Electric Cooperative,Shishmaref,Shishmaref_grid,Bering Straits,Rural Remote
2012,SR-167,32.19565568299312,89.97710137466788,NA,229.219,331680,169,Alaska Village Electric Cooperative,Stebbins,Stebbins_grid,Bering Straits,Rural Remote
2012,SR-76,30.732216788311614,88.01731278820692,NA,229.219,331360,169,Alaska Village Electric Cooperative,Hooper Bay,Hooper Bay_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-100,30.732216788311614,87.82462666707386,NA,229.219,331420,169,Alaska Village Electric Cooperative,Koyuk,Koyuk_grid,Bering Straits,Rural Remote
2012,SR-140,30.732216788311614,88.42097801665655,NA,229.219,331550,169,Alaska Village Electric Cooperative,Pilot Station,Pilot Station_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-161,30.732216788311614,87.14656664587139,NA,229.219,331630,169,Alaska Village Electric Cooperative,Shaktoolik,Shaktoolik_grid,Bering Straits,Rural Remote
2012,SR-61,30.732216788311614,86.13069614647999,NA,229.219,331300,169,Alaska Village Electric Cooperative,Elim,Elim_grid,Bering Straits,Rural Remote
2012,SR-62,30.732216788311614,86.26118611458912,NA,229.219,331310,169,Alaska Village Electric Cooperative,Emmonak,Emmonak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-74,30.732216788311614,86.70753497746695,NA,229.219,331350,169,Alaska Village Electric Cooperative,Holy Cross,Holy Cross_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-78,30.732216788311614,86.73924282018505,NA,229.219,331370,169,Alaska Village Electric Cooperative,Huslia,Huslia_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-87,30.732216788311614,84.51725476509365,NA,229.219,331390,169,Alaska Village Electric Cooperative,Kasigluk,Kasigluk_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-110,30.732216788311614,84.8075034792055,NA,229.219,331440,169,Alaska Village Electric Cooperative,Marshall,Marshall_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-133,30.732216788311614,84.51725476509365,NA,229.219,331530,169,Alaska Village Electric Cooperative,Nunapitchuk,Kasigluk_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-141,30.732216788311614,85.45995331975097,NA,229.219,331560,169,Alaska Village Electric Cooperative,Pitkas Point,Saint Mary's_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-153,30.732216788311614,85.45995331975097,NA,229.219,331660,169,Alaska Village Electric Cooperative,"Saint Mary's, Andreafsky",Saint Mary's_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-85,30.732216788311614,83.3404059872873,NA,229.219,331380,169,Alaska Village Electric Cooperative,Kaltag,Kaltag_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-123,30.732216788311614,84.01236834642852,NA,229.219,331490,169,Alaska Village Electric Cooperative,Nightmute,Toksook Bay_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-179,30.732216788311614,84.01236834642852,NA,229.219,331700,169,Alaska Village Electric Cooperative,Toksook Bay,Toksook Bay_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-182,30.732216788311614,84.01236834642852,NA,229.219,331710,169,Alaska Village Electric Cooperative,Tununak,Toksook Bay_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-66,30.732216788311614,82.08550713509788,NA,229.219,331320,169,Alaska Village Electric Cooperative,Gambell,Gambell_grid,Bering Straits,Rural Remote
2012,SR-31,30.732216788311614,80.16718265065286,NA,229.219,331270,169,Alaska Village Electric Cooperative,Brevig Mission,Brevig Mission_grid,Bering Straits,Rural Remote
2012,SR-147,30.732216788311614,80.05620520113955,NA,229.219,331570,169,Alaska Village Electric Cooperative,Quinhagak,Quinhagak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-112,30.732216788311614,79.40497489300627,NA,229.219,331450,169,Alaska Village Electric Cooperative,Mekoryuk,Mekoryuk_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-157,30.732216788311614,78.712280482857,NA,229.219,331590,169,Alaska Village Electric Cooperative,Savoonga,Savoonga_grid,Bering Straits,Rural Remote
2012,SR-37,30.732216788311614,75.67198617915618,NA,229.219,331280,169,Alaska Village Electric Cooperative,Chevak,Chevak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-86,33.65909457767462,93.46496407365883,NA,229.219,331740,683,Alutiiq Power Company,Karluk,Karluk_grid,Kodiak,Coastal
2012,SR-21,40.976289051082155,111.23720991715348,NA,229.219,331760,5,Aniak Light & Power,Aniak,Aniak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-24,27.805338998948603,111.2213559957944,NA,229.219,331750,291,"Atka, City of",Atka,Atka_grid,Aleutians,Rural Remote
2012,SR-25,61.46443357662323,116.97267085189274,NA,229.219,331780,337,Atmautluak Tribal Utilities,Atmautluak,Atmautluak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-27,39.512850156400646,126.49599945903267,NA,229.219,331790,420,Beaver Joint Utilities,Beaver,Beaver_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-28,23.415022314904085,81.09768588118784,NA,229.219,331800,43,Alaska Village Electric Cooperative,"Bethel, Oscarville",Bethel_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-32,30.732216788311614,69.38163799685019,NA,229.219,331820,432,"Buckland, City of",Buckland,Buckland_grid,Northwest Arctic,Rural Remote
2012,SR-34,54.147239103215696,139.02669499474302,NA,229.219,331840,682,Chalkyitsik Village Council,Chalkyitsik,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-36,23.415022314904085,77.07444845322595,NA,229.219,331850,686,Chenega Ira Council,Chenega Bay,Chenega_grid,Copper River/Chugach,Coastal
2012,SR-39,48.29348352448968,109.75791710111291,NA,229.219,331870,658,Chignik Lagoon Power Utility,Chignik Lagoon,Chignik Lagoon_grid,Bristol Bay,Rural Remote
2012,SR-40,46.83004462980817,125.24597873649213,NA,229.219,331880,437,Chignik Lake Electric Utility,Chignik Lake,Chignik Lake_grid,Bristol Bay,Rural Remote
2012,SR-38,23.415022314904085,74.85611899537122,NA,229.219,331860,297,"Chignik, City of",Chignik,Chignik_grid,Bristol Bay,Rural Remote
2012,SR-43,39.512850156400646,97.50161635815529,NA,229.219,331890,368,Chitina Electric Inc,Chitina,Chitina_grid,Copper River/Chugach,Coastal
2012,SR-45,38.049411261719136,116.33973352994298,NA,229.219,331900,256,Circle Electric Utility,Circle,Circle_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-49,40.976289051082155,61.66565642464194,NA,229.219,331920,160,Cordova Electric Cooperative,"Cordova, Eyak",Cordova_grid,Copper River/Chugach,Coastal
2012,SR-54,20.488144525541077,87.8063336808903,NA,229.219,331930,383,Diomede Joint Utilities,Diomede,Diomede_grid,Bering Straits,Rural Remote
2012,SR-58,38.049411261719136,125.85574494260946,NA,229.219,331940,320,Egegik Light & Power Co,Egegik,Egegik_grid,Bristol Bay,Rural Remote
2012,SR-60,61.46443357662323,113.74700762153223,NA,229.219,331960,701,Elfin Cove Utility Commission,Elfin Cove,Elfin Cove_grid,Southeast,Coastal
2012,SR-63,24.878461209585595,61.464433576623236,NA,229.219,331970,442,"False Pass, City of",False Pass,False Pass_grid,Aleutians,Rural Remote
2012,SR-48,30.732216788311614,104.69441852551488,NA,229.219,331980,88,G & K Inc,Cold Bay,Cold Bay_grid,Aleutians,Rural Remote
2012,SR-65,51.220361313852685,88.94171835668072,NA,229.219,331990,274,"Galena, City of",Galena,Galena_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-33,38.049411261719136,113.08236245686443,NA,229.219,331830,341,Gold Country Energy,Central,Central_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-67,36.585972367037634,87.8063336808903,NA,229.219,332000,373,Golovin Power Utilities,Golovin,Golovin_grid,Bering Straits,Rural Remote
2012,SR-70,38.049411261719136,65.06449325753974,NA,229.219,332010,417,Alaska Power & Telephone Company,Gustavus,Gustavus_grid,Southeast,Coastal
2012,SR-64,21.95158342022258,94.93328109798924,NA,229.219,332020,63,Gwitchyaa Zhee Utilities Company,Fort Yukon,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-77,20.488144525541077,103.90416152238687,NA,229.219,332030,332,Hughes Power & Light,Hughes,Hughes_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-80,42.43972794576365,118.73367565515947,NA,229.219,332040,681,Igiugig Electric Company,Igiugig,Igiugig_grid,Bristol Bay,Rural Remote
2012,SR-81,55.610677997897206,88.91001051396262,NA,229.219,332050,280,"I-N-N Electric Coop, Inc","Iliamna, Newhalen, Nondalton",Newhalen_grid,Bristol Bay,Rural Remote
2012,SR-20,32.19565568299312,92.88202758061068,NA,229.219,332650,240,Inside Passage Electric,Angoon,Angoon_grid,Southeast,Coastal
2012,SR-41,32.19565568299312,92.88202758061068,NA,229.219,332660,240,Inside Passage Electric,Chilkat Valley,UpperLynnCanal_grid,Southeast,Coastal
2012,SR-75,32.19565568299312,92.88202758061068,NA,229.219,332670,240,Inside Passage Electric,Hoonah,Hoonah_grid,Southeast,Coastal
2012,SR-82,32.19565568299312,92.88202758061068,NA,229.219,332680,240,Inside Passage Electric,Kake,Kake_grid,Southeast,Coastal
2012,SR-93,32.19565568299312,92.88202758061068,NA,229.219,332700,240,Inside Passage Electric,Klukwan,UpperLynnCanal_grid,Southeast,Coastal
2012,SR-52,49.75692241917119,103.12853890820568,NA,229.219,332060,369,Ipnatchiaq Electric Company,Deering,Deering_grid,Northwest Arctic,Rural Remote
2012,SR-89,30.732216788311614,43.90316684044515,NA,229.219,332070,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,Rural Remote
2012,SR-90,32.19565568299312,83.359918505883,NA,229.219,332080,446,Kipnuk Light Plant,Kipnuk,Kipnuk_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-94,42.43972794576365,126.39965639846608,NA,229.219,332090,407,Alaska Village Electric Cooperative,Kobuk,Shungnak_grid,Northwest Arctic,Rural Remote
2012,SR-94,42.43972794576365,127.31918383729098,NA,229.219,332090,407,Alaska Village Electric Cooperative,Kobuk,Shungnak_grid,Northwest Arctic,Rural Remote
2012,SR-95,48.29348352448968,131.7095005213355,NA,229.219,332100,660,Kokhanok Village Council,Kokhanok,Kokhanok_grid,Bristol Bay,Rural Remote
2012,SR-99,23.415022314904085,63.13641251379685,NA,229.219,332130,17,Kotzebue Electric Association,Kotzebue,Kotzebue_grid,Northwest Arctic,Rural Remote
2012,SR-101,89.26977257557182,139.026694994743,NA,229.219,332140,687,"Koyukuk, City of",Koyukuk,Koyukuk_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-102,29.268777893630105,76.09882252343826,NA,229.219,332150,281,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,Kwethluk,Kwethluk_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-103,26.341900104267097,89.26977257557184,NA,229.219,332160,376,Kwigillingok Power Company,Kwigillingok,Kwigillingok_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-104,55.610677997897206,64.39131136598625,NA,229.219,332170,353,Larsen Bay Utility Company,Larsen Bay,Larsen Bay_grid,Kodiak,Coastal
2012,SR-105,29.268777893630105,102.44072262770537,NA,229.219,332180,330,Levelock Electrical Coop,Levelock,Levelock_grid,Bristol Bay,Rural Remote
2012,SR-106,128.78262273197248,249.4199884826301,NA,229.219,332190,570,Lime Village Electric Utility,Lime Village,Lime Village_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-109,43.90316684044516,80.48913920748278,NA,229.219,332210,321,Manokotak Power Company,Manokotak,Manokotak_grid,Bristol Bay,Rural Remote
2012,SR-111,29.268777893630105,85.77947081175644,NA,229.219,332220,44,Mcgrath Light & Power,McGrath,McGrath_grid,Yukon-Koyukuk/Upper Tanana,Rural Remote
2012,SR-51,54.147239103215696,169.37841767043747,NA,229.219,332240,343,Middle Kuskokwim Electric,Crooked Creek,Crooked Creek_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-166,52.683800208534194,169.76013131546688,NA,229.219,332260,343,Middle Kuskokwim Electric,Sleetmute,Sleetmute_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-169,52.683800208534194,169.38085673526197,NA,229.219,332270,343,Middle Kuskokwim Electric,Stony River,Stony River_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-149,52.683800208534194,169.37963720284972,NA,229.219,332250,343,Middle Kuskokwim Electric,Red Devil,Red Devil_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-44,49.75692241917119,169.37841767043747,NA,229.219,332230,343,Middle Kuskokwim Electric,Chuathbaluk,Chuathbaluk_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-116,32.19565568299312,81.53061988753113,NA,229.219,332280,22,Naknek Electric Association,"Naknek, South Naknek, King Salmon",Naknek_grid,Bristol Bay,Rural Remote
2012,SR-117,35.12253347235613,120.98371295573226,NA,229.219,332290,319,Napakiak Ircinraq,Napakiak,Bethel_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-118,42.43972794576365,102.44072262770537,NA,229.219,332300,625,Napaskiak Electric Utility,Napaskiak,Napaskiak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-35,52.683800208534194,101.7090031803646,NA,229.219,332310,365,Naterkaq Light Plant (City of Chefornak),Chefornak,Chefornak_grid,Lower Yukon-Kuskokwim,Rural Remote
2012,SR-138,96.58696704897936,139.026694994743,NA,229.219,332470,659,Native Village of Perryville,Perryville,Perryville_grid,Bristol Bay,Rural Remote
2012,SR-120,49.75692241917119,122.92886715324646,NA,229.219,332320,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,Rural Remote
