"Early Release, Subject to Revision",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16
SR-8,0,18,Matanuska Electric Assn Inc,Wasilla,Railbelt_grid,Railbelt,0.20539243277048155,0,0.20539243277048155,0,No,EIA861,3,"In addition to Wasilla, the MEA service area includes 28 other communities.",NA
SR-2,0,121,Anchorage Mun Light and Power,Anchorage,Railbelt_grid,Railbelt,0.20510932286555447,0,0.20510932286555447,0,No,EIA861,12,Anchorage,NA
SR-4,0,13,Golden Valley Elec Assn Inc,Fairbanks,Railbelt_grid,Railbelt,0.24110037174721191,0,0.24110037174721191,0,No,EIA861,12,"In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
SR-3,0,8,Chugach Electric Assn Inc,Anchorage,Railbelt_grid,Railbelt,0.19911790609074267,0,0.19911790609074267,0,No,EIA861,12,"In addition to Anchorage, the CEA service area includes eight other communities.",NA
SR-5,0,32,Homer Electric Assn Inc,Homer,Railbelt_grid,Railbelt,0.26116008798517415,0,0.26116008798517415,0,No,EIA861,12,"In addition to Homer, the HEA service area includes 29 other communities",NA
SR-1,0,1,Alaska Electric Light&Power Co,Juneau,Juneau_grid,Southeast,0.11886476356966433,0,0.11886476356966433,0,No,EIA861,12,"Juneau, Douglas, Greens Creek (Industrial)",NA
SR-200,0,111,"Wrangell, City of",Wrangell,SEAPA_grid,Southeast,0.11271030494216613,0,0.11271030494216613,0,No,EIA861,12,Wrangell,NA
SR-6,0,103,Ketchikan Public Utilities,Ketchikan,SEAPA_grid,Southeast,0.10616524125436282,0,0.10616524125436282,0,No,EIA861,12,"Ketchikan, Saxman",NA
SR-198,0,212,"Petersburg, City of",Petersburg,SEAPA_grid,Southeast,0.10043924542260034,0,0.10043924542260034,0,No,EIA861,12,Petersburg,NA
SR-191,332900,53,Alaska Village Electric Cooperative,Yakutat,Yakutat_grid,Southeast,0.41778000000000004,0.22990000000000005,0.18787999999999999,0.55028962611901011,Yes,PCE,6,Yakutat,NA
SR-137,332460,24,Pelican Utility,Pelican,Pelican_grid,Southeast,0,0,0,0,Yes,0,0,Pelican,NA
SR-193,0,100,"Sitka, City & Borough of",Sitka,Sitka_grid,Southeast,0.16146032477254404,0,0.16146032477254404,0,No,EIA861,12,Sitka,NA
SR-119,331170,2,Alaska Power & Telephone Company,Naukati Bay,Prince of Wales Is._grid,Southeast,0.35300833333333337,0.11756666666666729,0.23544166666666608,0.33304218502868377,Yes,PCE,12,Naukati Bay,NA
SR-164,331190,2,Alaska Power & Telephone Company,Skagway,Haines_grid,Southeast,0.26304166666666667,2.8041666666667103E-2,0.23499999999999957,0.10660541739268342,Yes,PCE,12,Skagway,NA
SR-176,331210,2,Alaska Power & Telephone Company,Thorne Bay,Prince of Wales Is._grid,Southeast,0.26255000000000006,2.5275000000000297E-2,0.23727499999999976,9.6267377642354948E-2,Yes,PCE,12,"Thorne Bay, Kasaan",NA
SR-189,331230,2,Alaska Power & Telephone Company,Whale Pass,Whale_Pass_grid,Southeast,0.47374166666666673,0.23198333333333346,0.24175833333333327,0.48968319583457953,Yes,PCE,12,Whale Pass,NA
SR-47,331080,2,Alaska Power & Telephone Company,Coffman Cove,Prince of Wales Is._grid,Southeast,0.26292500000000002,2.5275000000000242E-2,0.23764999999999978,9.6130075116478989E-2,Yes,PCE,12,Coffman Cove,NA
SR-50,331090,2,Alaska Power & Telephone Company,Craig,Prince of Wales Is._grid,Southeast,0.26242499999999996,2.5275000000000186E-2,0.23714999999999978,9.6313232352101319E-2,Yes,PCE,12,Craig,NA
SR-70,332010,417,Alaska Power & Telephone Company,Gustavus,Gustavus_grid,Southeast,0.44974166666666671,0.14084166666666692,0.30889999999999979,0.31316125924141691,Yes,PCE,12,Gustavus,NA
SR-71,331120,2,Alaska Power & Telephone Company,Haines,Haines_grid,Southeast,0.2658416666666667,2.8041666666667131E-2,0.23779999999999957,0.1054825867527681,Yes,PCE,12,"Haines, Covenant Life",NA
SR-73,331140,2,Alaska Power & Telephone Company,Hollis,Prince of Wales Is._grid,Southeast,0.26309166666666672,2.5275000000000186E-2,0.23781666666666654,9.6069177409648779E-2,Yes,PCE,12,Hollis,NA
SR-79,331150,2,Alaska Power & Telephone Company,Hydaburg,Prince of Wales Is._grid,Southeast,0.26256666666666667,2.5275000000000131E-2,0.23729166666666654,9.6261266979815144E-2,Yes,PCE,12,Hydaburg,NA
SR-92,331155,2,Alaska Power & Telephone Company,Klawock,Prince of Wales Is._grid,Southeast,0.26465833333333338,2.5275000000000186E-2,0.2393833333333332,9.5500488050632007E-2,Yes,PCE,12,Klawock,NA
SR-174,332630,363,"Tenakee Springs, City of",Tenakee Springs,Tenakee Springs_grid,Southeast,0.61740833333333345,0.32153333333333384,0.29587499999999961,0.52077906301880239,Yes,PCE,12,Tenakee Springs,NA
SR-20,332650,240,Inside Passage Electric,Angoon,Angoon_grid,Southeast,0.52999999999999992,0.28840000000000021,0.2415999999999997,0.54415094339622694,Yes,PCE,12,Angoon,NA
SR-41,332660,240,Inside Passage Electric,Chilkat Valley,Haines_grid,Southeast,0.529725,0.28840000000000032,0.24132499999999968,0.54443343244136166,Yes,PCE,12,Chilkat Valley,NA
SR-75,332670,240,Inside Passage Electric,Hoonah,Hoonah_grid,Southeast,0.52993333333333326,0.28840000000000032,0.24153333333333293,0.5442193986664996,Yes,PCE,12,Hoonah,NA
SR-82,332680,240,Inside Passage Electric,Kake,Kake_grid,Southeast,0.52998333333333336,0.28840000000000032,0.24158333333333304,0.54416805559923331,Yes,PCE,12,Kake,NA
SR-93,332700,240,Inside Passage Electric,Klukwan,Haines_grid,Southeast,0.52999166666666653,0.2884000000000001,0.24159166666666645,0.54415949936319785,Yes,PCE,12,Klukwan,NA
SR-60,331960,701,Elfin Cove Utility Commission,Elfin Cove,Elfin Cove_grid,Southeast,0.59992499999999993,0.36838333333333384,0.23154166666666612,0.61404897834451622,Yes,PCE,12,Elfin Cove,NA
SR-77,332030,332,Hughes Power & Light,Hughes,Hughes_grid,Yukon-Koyukuk/Upper Tanana,0.71,0.51510833333333395,0.19489166666666605,0.7255046948356817,Yes,PCE,12,Hughes,NA
SR-150,332530,364,"Ruby, City of",Ruby,Ruby_grid,Yukon-Koyukuk/Upper Tanana,0.75,0.32080833333333342,0.42919166666666658,0.42774444444444454,Yes,PCE,12,Ruby,NA
SR-111,332220,44,Mcgrath Light & Power,McGrath,McGrath_grid,Yukon-Koyukuk/Upper Tanana,0.74750833333333322,0.37636666666666696,0.37114166666666626,0.50349494431500252,Yes,PCE,12,McGrath,NA
SR-27,331790,420,Beaver Joint Utilities,Beaver,Beaver_grid,Yukon-Koyukuk/Upper Tanana,0.90000000000000024,0.40500833333333353,0.49499166666666672,0.45000925925925933,Yes,PCE,12,Beaver,NA
SR-23,331770,747,Arctic Village Electric Company,Arctic Village,Arctic Village_grid,Yukon-Koyukuk/Upper Tanana,1,0.78730000000000044,0.21269999999999953,0.78730000000000044,Yes,PCE,12,Arctic Village,NA
SR-34,331840,682,Chalkyitsik Village Council,Chalkyitsik,Chalkyitsik_grid,Yukon-Koyukuk/Upper Tanana,0.94999999999999984,0.34853333333333325,0.60146666666666659,0.36687719298245614,Yes,PCE,12,Chalkyitsik,NA
SR-124,332330,416,"Nikolai, City of",Nikolai,Nikolai_grid,Yukon-Koyukuk/Upper Tanana,0.90000000000000024,0.37540000000000018,0.52460000000000007,0.41711111111111121,Yes,PCE,12,Nikolai,NA
SR-171,332600,92,Tanana Power Company Inc,Tanana,Tanana_grid,Yukon-Koyukuk/Upper Tanana,0.6120916666666667,0.30494166666666694,0.30714999999999976,0.49819607629576224,Yes,PCE,4,Tanana,NA
SR-114,331460,169,Alaska Village Electric Cooperative,Minto,Minto_grid,Yukon-Koyukuk/Upper Tanana,0.45495833333333335,0.23619166666666669,0.21876666666666666,0.51915010532100014,Yes,PCE,12,Minto,NA
SR-131,331520,169,Alaska Village Electric Cooperative,Nulato,Nulato_grid,Yukon-Koyukuk/Upper Tanana,0.50958333333333328,0.28807500000000075,0.22150833333333253,0.56531479967293696,Yes,PCE,12,Nulato,NA
SR-160,331620,169,Alaska Village Electric Cooperative,Shageluk,Shageluk_grid,Yukon-Koyukuk/Upper Tanana,0.5541666666666667,0.33041666666666725,0.22374999999999945,0.59624060150376046,Yes,PCE,12,Shageluk,NA
SR-22,331260,169,Alaska Village Electric Cooperative,Anvik,Anvik_grid,Yukon-Koyukuk/Upper Tanana,0.51370000000000005,0.29195000000000004,0.22174999999999997,0.56832781779248587,Yes,PCE,12,Anvik,NA
SR-69,331340,169,Alaska Village Electric Cooperative,Grayling,Grayling_grid,Yukon-Koyukuk/Upper Tanana,0.48485,0.2645833333333335,0.22026666666666653,0.54570141968306385,Yes,PCE,12,Grayling,NA
SR-74,331350,169,Alaska Village Electric Cooperative,Holy Cross,Holy Cross_grid,Yukon-Koyukuk/Upper Tanana,0.51087500000000008,0.28930833333333372,0.22156666666666638,0.56629964929451171,Yes,PCE,12,Holy Cross,NA
SR-78,331370,169,Alaska Village Electric Cooperative,Huslia,Huslia_grid,Yukon-Koyukuk/Upper Tanana,0.52321666666666677,0.30100833333333421,0.22220833333333259,0.57530341158857223,Yes,PCE,12,Huslia,NA
SR-85,331380,169,Alaska Village Electric Cooperative,Kaltag,Kaltag_grid,Yukon-Koyukuk/Upper Tanana,0.54197499999999998,0.31883333333333397,0.22314166666666604,0.58828051724403152,Yes,PCE,12,Kaltag,NA
SR-108,332200,264,Manley Utilities,Manley Hot Springs,Manley Hot Springs_grid,Yukon-Koyukuk/Upper Tanana,0.87131666666666652,0.55976666666666697,0.31154999999999961,0.6424376900858858,Yes,PCE,12,Manley Hot Springs,NA
SR-148,332520,759,Rampart Village Council,Rampart,Rampart_grid,Yukon-Koyukuk/Upper Tanana,0.82239999999999991,0.46558333333333379,0.35681666666666612,0.56612759403372304,Yes,PCE,12,Rampart,NA
SR-33,331830,341,Central Electric Inc.,Central,Central_grid,Yukon-Koyukuk/Upper Tanana,0.61396666666666666,0.31911666666666705,0.29484999999999961,0.51976220207394597,Yes,PCE,12,Central,NA
SR-45,331900,256,Circle Electric Utility,Circle,Circle_grid,Yukon-Koyukuk/Upper Tanana,0.70823333333333327,0.41155000000000025,0.29668333333333302,0.58109380147785605,Yes,PCE,12,Circle,NA
SR-65,331990,274,"Galena, City of",Galena,Galena_grid,Yukon-Koyukuk/Upper Tanana,0.67,0.20458333333333345,0.46541666666666659,0.30534825870646781,Yes,PCE,12,Galena,NA
SR-30,331810,767,Birch Creek Electric Company,Birch Creek,Birch Creek_grid,Yukon-Koyukuk/Upper Tanana,1.1499999999999999,0.78225000000000089,0.36774999999999902,0.68021739130434866,Yes,PCE,12,Birch Creek,NA
SR-129,331180,2,Alaska Power & Telephone Company,Northway,Northway_grid,Yukon-Koyukuk/Upper Tanana,0.59481666666666666,0.2829416666666667,0.31187499999999996,0.47567878057664831,Yes,PCE,12,"Northway, Northway Village, Northway Junction",NA
SR-17,331050,2,Alaska Power & Telephone Company,Allakaket,Allakaket_grid,Yukon-Koyukuk/Upper Tanana,0.76666666666666672,0.44774166666666704,0.31892499999999968,0.58401086956521786,Yes,PCE,12,"Allakaket, Alatna",NA
SR-175,331200,2,Alaska Power & Telephone Company,Tetlin,Tok_grid,Yukon-Koyukuk/Upper Tanana,0.37847500000000006,0.14259166666666695,0.23588333333333311,0.37675319814166569,Yes,PCE,12,Tetlin,NA
SR-178,331220,2,Alaska Power & Telephone Company,Tok,Tok_grid,Yukon-Koyukuk/Upper Tanana,0.37851666666666667,0.14259166666666709,0.23592499999999958,0.37671172559552751,Yes,PCE,12,"Tok, Tanacross",NA
SR-29,331060,2,Alaska Power & Telephone Company,Bettles,Bettles_grid,Yukon-Koyukuk/Upper Tanana,0.67432499999999995,0.36030833333333356,0.31401666666666639,0.53432444790469524,Yes,PCE,12,"Bettles, Evansville",NA
SR-55,331100,2,Alaska Power & Telephone Company,Dot Lake,Tok_grid,Yukon-Koyukuk/Upper Tanana,0.37850833333333339,0.14259166666666709,0.2359166666666663,0.37672001937429928,Yes,PCE,6,"Dot Lake, Dot Lake Village",NA
SR-56,331110,2,Alaska Power & Telephone Company,Eagle,Eagle_grid,Yukon-Koyukuk/Upper Tanana,0.58813333333333329,0.27660000000000035,0.31153333333333294,0.47030151892994848,Yes,PCE,12,"Eagle, Eagle Village",NA
SR-72,331130,2,Alaska Power & Telephone Company,Healy Lake,Healy Lake_grid,Yukon-Koyukuk/Upper Tanana,0.85104999999999997,0.30960833333333337,0.5414416666666666,0.36379570334684613,Yes,PCE,12,Healy Lake,NA
SR-186,332880,663,Venetie Village Electric,Venetie,Venetie_grid,Yukon-Koyukuk/Upper Tanana,0.90000000000000024,0.36092727272727332,0.53907272727272693,0.40103030303030357,Yes,PCE,12,Venetie,NA
SR-64,332020,63,Gwitchyaa Zhee Utilities Company,Fort Yukon,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,0.67832500000000007,0.37520000000000048,0.30312499999999959,0.55312718829469709,Yes,PCE,12,Fort Yukon,NA
SR-168,332570,709,Stevens Village Ira Council,Stevens Village,Stevens Village_grid,Yukon-Koyukuk/Upper Tanana,1.07,0.52664545454545475,0.54335454545454531,0.49219201359388293,Yes,PCE,4,Stevens Village,NA
SR-170,332580,394,Takotna Community Assoc Inc,Takotna,Takotna_grid,Yukon-Koyukuk/Upper Tanana,1.022,0.43180000000000007,0.59019999999999995,0.42250489236790612,Yes,PCE,12,Takotna,NA
SR-101,332140,687,"Koyukuk, City of",Koyukuk,Koyukuk_grid,Yukon-Koyukuk/Upper Tanana,0.94999999999999984,0.34734166666666699,0.60265833333333285,0.36562280701754424,Yes,PCE,12,Koyukuk,NA
