"Reporter ID","PCE ID","CPCN","Utility Name","Community Name","Intertie","AEA Energy Region","Residential Rate ($/kWh)","PCE Residential Reimbursement Rate ($/kWh)","Residential Rate after PCE ($/kWh)","Percent of Residential Rate Covered by PCE Reimbursement","PCE Community
(Y/N)","Source","Number of monthly records","Communities reported","Notes"
"SR-2","0","121","Anchorage Mun Light and Power","Anchorage","Railbelt_grid","Railbelt","0.17427347884633451","0","0.17427347884633451","0","No","EIA861","12","Anchorage",NA
"SR-4","0","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","0.22650534569033598","0","0.22650534569033598","0","No","EIA861","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"SR-3","0","8","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","0.18247046255401247","0","0.18247046255401247","0","No","EIA861","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"SR-5","0","32","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","0.25679877007174579","0","0.25679877007174579","0","No","EIA861","12","In addition to Homer, the HEA service area includes 29 other communities",NA
"SR-1","0","1","Alaska Electric Light&Power Co","Juneau","Juneau_grid","Southeast","0.11840853829105073","0","0.11840853829105073","0","No","EIA861","12","Juneau, Douglas, Greens Creek (Industrial)",NA
"SR-200","0","111","Wrangell, City of","Wrangell","SEAPA_grid","Southeast","0.11502864698104892","0","0.11502864698104892","0","No","EIA861","12","Wrangell",NA
"SR-6","0","103","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","0.1061202092330497","0","0.1061202092330497","0","No","EIA861","12","Ketchikan, Saxman",NA
"SR-198","0","212","Petersburg, City of","Petersburg","SEAPA_grid","Southeast","0.10231957457584198","0","0.10231957457584198","0","No","EIA861","12","Petersburg",NA
"SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","0.42808333333333337","0.23627500000000001","0.19180833333333336","0.55193692816819151","Yes","PCE","3","Yakutat",NA
"SR-137","332460","24","Pelican Utility","Pelican","Pelican_grid","Southeast","0.47383636363636356","0.23081818181818173","0.24301818181818183","0.48712635739227189","Yes","PCE","12","Pelican",NA
"SR-193","0","100","Sitka, City & Borough of","Sitka","Sitka_grid","Southeast","0.1419970631424376","0","0.1419970631424376","0","No","EIA861","12","Sitka",NA
"SR-119","331170","2","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","0.37045","0.13787500000000003","0.23257499999999998","0.37218248076663524","Yes","PCE","12","Naukati Bay",NA
"SR-164","331190","2","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","0.25691666666666663","2.3033333333333295E-2","0.23388333333333333","8.9652935452481208E-2","Yes","PCE","12","Skagway",NA
"SR-176","331210","2","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","0.25079999999999997","1.666666666666658E-2","0.23413333333333339","6.6454013822434543E-2","Yes","PCE","12","Thorne Bay, Kasaan",NA
"SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","0.47070833333333334","0.233125","0.23758333333333334","0.4952642294414446","Yes","PCE","12","Whale Pass",NA
"SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","0.25079999999999997","1.666666666666658E-2","0.23413333333333339","6.6454013822434543E-2","Yes","PCE","12","Coffman Cove",NA
"SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","0.25079999999999997","1.666666666666658E-2","0.23413333333333339","6.6454013822434543E-2","Yes","PCE","12","Craig",NA
"SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","0.43306666666666671","0.1308833333333333","0.30218333333333341","0.30222444581280777","Yes","PCE","12","Gustavus",NA
"SR-71","331120","2","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","0.25690833333333335","2.3033333333333322E-2","0.23387500000000003","8.965584352395467E-2","Yes","PCE","12","Haines, Covenant Life",NA
"SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","0.25079999999999997","1.666666666666658E-2","0.23413333333333339","6.6454013822434543E-2","Yes","PCE","12","Hollis",NA
"SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","0.25079999999999997","1.666666666666658E-2","0.23413333333333339","6.6454013822434543E-2","Yes","PCE","12","Hydaburg",NA
"SR-92","331155","2","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","0.25079999999999997","1.666666666666658E-2","0.23413333333333339","6.6454013822434543E-2","Yes","PCE","12","Klawock",NA
"SR-174","332630","363","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","0.65583333333333338","0.28981666666666667","0.36601666666666671","0.44190597204574328","Yes","PCE","12","Tenakee Springs",NA
"SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","0.49435000000000001","0.26010833333333333","0.23424166666666668","0.5261623006641718","Yes","PCE","12","Angoon",NA
"SR-41","332660","240","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","0.49435000000000001","0.26010833333333333","0.23424166666666668","0.5261623006641718","Yes","PCE","6","Chilkat Valley",NA
"SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","0.49435000000000001","0.26010833333333333","0.23424166666666668","0.5261623006641718","Yes","PCE","12","Hoonah",NA
"SR-82","332680","240","Inside Passage Electric","Kake","Kake_grid","Southeast","0.49435000000000001","0.26010833333333333","0.23424166666666668","0.5261623006641718","Yes","PCE","12","Kake",NA
"SR-93","332700","240","Inside Passage Electric","Klukwan","Haines_grid","Southeast","0.49435000000000001","0.26010833333333333","0.23424166666666668","0.5261623006641718","Yes","PCE","12","Klukwan",NA
"SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","0.63004999999999989","0.41951666666666654","0.21053333333333332","0.665846625929159","Yes","PCE","12","Elfin Cove",NA
"SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","0.71","0.5356833333333334","0.17431666666666659","0.75448356807511752","Yes","PCE","12","Hughes",NA
"SR-150","332530","364","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","0.76500000000000001","0.31871666666666681","0.4462833333333332","0.41662309368191741","Yes","PCE","6","Ruby",NA
"SR-111","332220","44","Mcgrath Light & Power","McGrath","McGrath_grid","Yukon-Koyukuk/Upper Tanana","0.79365833333333347","0.42055000000000015","0.37310833333333332","0.52988796606432254","Yes","PCE","12","McGrath",NA
"SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.38599166666666695","0.51400833333333329","0.42887962962962983","Yes","PCE","12","Beaver",NA
"SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","1","0.69545833333333329","0.30454166666666671","0.69545833333333329","Yes","PCE","12","Arctic Village",NA
"SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","0.95000000000000007","0.37385000000000024","0.57614999999999983","0.39352631578947389","Yes","PCE","12","Chalkyitsik",NA
"SR-124","332330","416","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.44234166666666697","0.45765833333333328","0.49149074074074095","Yes","PCE","12","Nikolai",NA
"SR-171","332600","92","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","0.62327500000000002","0.30066666666666669","0.32260833333333333","0.48239808538232187","Yes","PCE","12","Tanana",NA
"SR-114","331460","169","Alaska Village Electric Cooperative","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","0.44235000000000008","0.22889166666666669","0.21345833333333339","0.51744470818733279","Yes","PCE","12","Minto",NA
"SR-131","331520","169","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","0.52566666666666673","0.30801666666666672","0.21765000000000001","0.58595434369055166","Yes","PCE","12","Nulato",NA
"SR-160","331620","169","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","0.57397500000000012","0.35393333333333343","0.22004166666666666","0.6166354516021314","Yes","PCE","12","Shageluk",NA
"SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","0.51549166666666679","0.29835833333333339","0.2171333333333334","0.57878400879419323","Yes","PCE","12","Anvik",NA
"SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","0.49114999999999998","0.27523333333333333","0.21591666666666665","0.56038548983677761","Yes","PCE","6","Grayling",NA
"SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","0.53036666666666676","0.31249166666666672","0.21787500000000004","0.58919929608446986","Yes","PCE","6","Holy Cross",NA
"SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","0.54645833333333338","0.32775833333333337","0.21869999999999998","0.59978650400305","Yes","PCE","12","Huslia",NA
"SR-85","331380","169","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","0.57764166666666672","0.35741666666666672","0.220225","0.61875153281301853","Yes","PCE","12","Kaltag",NA
"SR-108","332200","264","Manley Utilities","Manley Hot Springs","Manley Hot Springs_grid","Yukon-Koyukuk/Upper Tanana","0.75470000000000004","0.57482500000000003","0.17987500000000001","0.76166026235590301","Yes","PCE","12","Manley Hot Springs",NA
"SR-148","332520","759","Rampart Village Council","Rampart","Rampart_grid","Yukon-Koyukuk/Upper Tanana","0.81487499999999979","0.47120833333333317","0.34366666666666662","0.57825842409367489","Yes","PCE","12","Rampart",NA
"SR-33","331830","341","Central Electric Inc.","Central","Central_grid","Yukon-Koyukuk/Upper Tanana","0.60007500000000003","0.31971666666666665","0.28035833333333338","0.53279451179713644","Yes","PCE","12","Central",NA
"SR-45","331900","256","Circle Electric Utility","Circle","Circle_grid","Yukon-Koyukuk/Upper Tanana","0.70230833333333331","0.39303333333333329","0.30927500000000002","0.5596307414834415","Yes","PCE","12","Circle",NA
"SR-65","331990","274","Galena, City of","Galena","Galena_grid","Yukon-Koyukuk/Upper Tanana","0.67","0.2377083333333333","0.43229166666666674","0.35478855721393027","Yes","PCE","12","Galena",NA
"SR-30","331810","767","Birch Creek Electric Company","Birch Creek","Birch Creek_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","Yes","0","0","Birch Creek",NA
"SR-129","331180","2","Alaska Power & Telephone Company","Northway","Northway_grid","Yukon-Koyukuk/Upper Tanana","0.5587833333333333","0.25255","0.3062333333333333","0.45196408864497273","Yes","PCE","12","Northway, Northway Village, Northway Junction",NA
"SR-17","331050","2","Alaska Power & Telephone Company","Allakaket","Allakaket_grid","Yukon-Koyukuk/Upper Tanana","0.78158333333333319","0.46429999999999977","0.31728333333333342","0.59405053843693334","Yes","PCE","12","Allakaket, Alatna",NA
"SR-175","331200","2","Alaska Power & Telephone Company","Tetlin","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.33982499999999999","0.10354999999999998","0.23627500000000001","0.30471566247333182","Yes","PCE","12","Tetlin",NA
"SR-178","331220","2","Alaska Power & Telephone Company","Tok","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.33982499999999999","0.10354999999999998","0.23627500000000001","0.30471566247333182","Yes","PCE","12","Tok, Tanacross",NA
"SR-29","331060","2","Alaska Power & Telephone Company","Bettles","Bettles_grid","Yukon-Koyukuk/Upper Tanana","0.7144166666666667","0.39812500000000006","0.31629166666666664","0.55727283331389255","Yes","PCE","12","Bettles, Evansville",NA
"SR-55","331100","2","Alaska Power & Telephone Company","Dot Lake","Tok_grid","Yukon-Koyukuk/Upper Tanana","0.33986666666666671","0.10355000000000006","0.23631666666666665","0.30467830521773259","Yes","PCE","6","Dot Lake, Dot Lake Village",NA
"SR-56","331110","2","Alaska Power & Telephone Company","Eagle","Eagle_grid","Yukon-Koyukuk/Upper Tanana","0.60100833333333326","0.2912749999999999","0.30973333333333336","0.48464386239791452","Yes","PCE","12","Eagle, Eagle Village",NA
"SR-72","331130","2","Alaska Power & Telephone Company","Healy Lake","Healy Lake_grid","Yukon-Koyukuk/Upper Tanana","0","0","0","0","Yes","0","0","Healy Lake",NA
"SR-186","332880","663","Venetie Village Electric","Venetie","Venetie_grid","Yukon-Koyukuk/Upper Tanana","0.90000000000000024","0.37646666666666695","0.5235333333333333","0.4182962962962965","Yes","PCE","12","Venetie",NA
"SR-64","332020","63","Gwitchyaa Zhee Utilities Company","Fort Yukon","Fort Yukon_grid","Yukon-Koyukuk/Upper Tanana","0.67856666666666665","0.38350000000000001","0.29506666666666664","0.56516186078498798","Yes","PCE","12","Fort Yukon",NA
"SR-168","332570","709","Stevens Village Ira Council","Stevens Village","Stevens Village_grid","Yukon-Koyukuk/Upper Tanana","1.07","0.56025000000000003","0.50975000000000004","0.5235981308411215","Yes","PCE","12","Stevens Village",NA
"SR-170","332580","394","Takotna Community Assoc Inc","Takotna","Takotna_grid","Yukon-Koyukuk/Upper Tanana","1.0218333333333336","0.48962500000000031","0.53220833333333328","0.4791632686348069","Yes","PCE","12","Takotna",NA
"SR-101","332140","687","Koyukuk, City of","Koyukuk","Koyukuk_grid","Yukon-Koyukuk/Upper Tanana","0.95","0.41366363636363623","0.53633636363636372","0.43543540669856445","Yes","PCE","6","Koyukuk",NA
