"Utility Name","Community Name","Residential Rate ($/kWh)","PCE reimbursment rate ($/kWh)","Residential Rate after PCE ($/kWh)","Percent PCE reimbursment","Source","PCE Community","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Middle Kuskokwim Electric","Chuathbaluk","0.84947499999999998","0.66042500000000004","0.18904999999999994","0.77745077842196653","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Crooked Creek","0.84946666999999998","0.66042500000000004","0.18904166999999994","0.77745840222312668","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Red Devil","0.84931667","0.66042500000000004","0.18889166999999996","0.77759571114976467","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Sleetmute","0.84948332999999998","0.66042500000000004","0.18905832999999994","0.77744315477032377","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Middle Kuskokwim Electric","Stony River","0.84950000000000003","0.66042500000000004","0.18907499999999999","0.77742789876397878","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naknek Electric Association","Naknek, King Salmon, South Naknek","0.50455833000000005","0.26014999999999999","0.24440833000000006","0.51559945507192395","PCE","YES","Provides power to South Naknek and King Salmon via intertie. Data includes South Naknek's and King Salmon's information.","Bristol Bay","Bristol Bay","Bristol Bay","SW"
"Napakiak Ircinraq","Napakiak","0.82538332999999997","0.57527499999999998","0.25010832999999999","0.69697918420523464","PCE","YES","Purchases power from Bethel Utilities Corporation","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Napaskiak Electric Utility","Napaskiak","0.63749999999999996","0.41102499999999997","0.22647499999999998","0.64474509803921565","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Naterkaq Light Plant","Chefornak","0.57833332999999998","0.27195000000000003","0.30638332999999995","0.47023055026069488","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Native Village of Perryville","Perryville","0.95","0.24371667","0.70628332999999999","0.25654386315789474","PCE","YES","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Nelson Lagoon Electrical Coop","Nelson Lagoon","0.76500000000000001","0.43794167000000001","0.32705833000000001","0.57247277124183005","PCE","YES","0","Aleutians","Aleutians East","Aleut","SW"
"New Koliganek Village Council","Koliganek","0.505","0.36094999999999999","0.14405000000000001","0.71475247524752472","PCE","YES","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Nikolai, City of","Nikolai","0.80417499999999997","0.57782500000000003","0.22634999999999994","0.71853141418223654","PCE","YES","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Nome Joint Utility Systems","Nome","0.36220000000000002","0.16927500000000001","0.19292500000000001","0.46735229155162894","PCE","YES","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"North Slope Borough Power & Light","Anaktuvuk Pass","0.15","1.095E-2","0.13905000000000001","7.2999999999999995E-2","PCE","YES","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Atqasuk","0.15","1.095E-2","0.13905000000000001","7.2999999999999995E-2","PCE","YES","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Kaktovik","0.15","1.095E-2","0.13905000000000001","7.2999999999999995E-2","PCE","YES","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Nuiqsut","0.08","0","0.08","0","PCE","YES","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Hope","0.15","1.095E-2","0.13905000000000001","7.2999999999999995E-2","PCE","YES","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Point Lay","0.15","1.095E-2","0.13905000000000001","7.2999999999999995E-2","PCE","YES","0","North Slope","North Slope","Arctic Slope","AN"
"North Slope Borough Power & Light","Wainwright","0.15","1.095E-2","0.13905000000000001","7.2999999999999995E-2","PCE","YES","0","North Slope","North Slope","Arctic Slope","AN"
"Nunam Iqua Electric Company","Nunam Iqua","0.53","0.27150000000000002","0.25850000000000001","0.51226415094339628","PCE","YES","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Nushagak Electric Cooperative","Dillingham, Aleknagik","0.40021667","0.20178333000000001","0.19843333999999999","0.50418522047070158","PCE","YES","Provides power to Aleknagik via intertie. Data includes Aleknagik's information.","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Ouzinkie, City of","Ouzinkie","0.41422500000000001","0.21595","0.19827500000000001","0.52133502323616387","PCE","YES","0","Kodiak","Kodiak Island","Koniag","SC"
"Pedro Bay Village Council","Pedro Bay","0.91","0.459675","0.45032500000000003","0.50513736263736264","PCE","YES","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Pelican Utility","Pelican","0.68623332999999997","0.37854167","0.30769165999999998","0.55162239059417295","PCE","YES","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Petersburg, City of","Petersburg","9.8425621658737555E-2","0","9.8425621658737555E-2","0","EIA","NO","0","Southeast","Petersburg (CA)","Sealaska","SE"
"Pilot Point Electric Utility","Pilot Point","0.5","0.36175833000000002","0.13824166999999998","0.72351666000000003","PCE","YES","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Port Heiden Utilities","Port Heiden","0.75","0.2107","0.5393","0.28093333333333331","PCE","YES","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Puvurnaq Power Company","Kongiganak","0.55844167","0.35175000000000001","0.20669166999999999","0.62987778114767112","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Ruby, City of","Ruby","0.84","0.45610833000000001","0.38389166999999996","0.54298610714285722","PCE","YES","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Saint George, City of","Saint George","0.83250000000000002","0.52456250000000004","0.30793749999999998","0.63010510510510509","PCE","YES","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Saint Paul Municipal Electric","Saint Paul","0.51916667000000005","0.31095","0.20821667000000005","0.59894060610632027","PCE","YES","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Seward, City of","Seward","0.19222999999999998","0","0.19222999999999998","0","EIA","NO","0","Railbelt","Kenai Peninsula","Chugach","SC"
"Sitka, City & Borough of","Sitka","9.468E-2","0","9.468E-2","0","EIA","NO","0","Southeast","Sitka","Sealaska","SE"
"Takotna Community Assoc Inc","Takotna","1.022","0.57379999999999998","0.44820000000000004","0.56144814090019568","PCE","YES","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Tanalian Electric Cooperative","Port Alsworth","0.68272500000000003","0.49322500000000002","0.1895","0.72243582701673437","PCE","YES","0","Bristol Bay","Lake and Peninsula","Cook Inlet","SW"
"Tanana Power Company Inc","Tanana","0.71367499999999995","0.41390832999999999","0.29976666999999996","0.57996753424177672","PCE","YES","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Tatitlek Village Ira Council","Tatitlek","0.62490000000000001","0.41562500000000002","0.20927499999999999","0.66510641702672435","PCE","YES","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"TDX Adak Generating LLC","Adak","0.81163333000000004","0.52908332999999996","0.28255000000000008","0.65187481889143206","PCE","YES","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"TDX Corporation","Sand Point","0.58409166999999995","0.39076666999999998","0.19332499999999997","0.66901599538305356","PCE","YES","0","Aleutians","Aleutians East","Aleut","SW"
"TDX Manley Generating LLC","Manley Hot Springs","0.67374166999999996","0.21681666999999999","0.45692499999999997","0.32180979692112555","PCE","YES","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Tenakee Springs, City of","Tenakee Springs","0.68833332999999997","0.37343333000000001","0.31489999999999996","0.54251815759088695","PCE","YES","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Tuluksak Traditional","Tuluksak","0.6","0.33045000000000002","0.26954999999999996","0.55075000000000007","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Tuntutuliak Community","Tuntutuliak","0.65","0.25725832999999998","0.39274167000000004","0.3957820461538461","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Twin Hills Village Council","Twin Hills","0.55467500000000003","0.36836667000000001","0.18630833000000002","0.66411262450984809","PCE","YES","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Umnak Power Company","Nikolski","0.6","0.4002","0.19979999999999998","0.66700000000000004","PCE","YES","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Unalakleet Valley Electric Cooperative","Unalakleet","0.39138332999999997","0.197325","0.19405832999999997","0.50417323599346964","PCE","YES","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Unalaska, City of","Unalaska","0.44580832999999997","0.20428333000000001","0.24152499999999996","0.45823129863903628","PCE","YES","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Ungusraq Power Company","Newtok","0.8","0.48654999999999998","0.31345000000000006","0.60818749999999999","PCE","YES","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"White Mountain, City of","White Mountain","0.68666667000000003","0.32996667000000002","0.35670000000000002","0.48053398310420398","PCE","YES","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Wrangell, City of","Wrangell","0.10618","0","0.10618","0","EIA","NO","0","Southeast","Wrangell","Sealaska","SE"
"Yakutat Power Inc","Yakutat","0.50305833","0.33380832999999999","0.16925000000000001","0.66355790192361985","PCE","YES","0","Southeast","Yakutat","Sealaska","SE"
