"UtilityName","CommunityName","Residential Revenue ($000)","Residential Sales (MWh)","Residential Customers (Accounts)","Residential $/kWh","Commercial Revenue ($000)","Commercial Sales  (MWh)","Commercial Customers (Accounts)","Commercial $/kWh","Other Revenue ($000)","Other Sales (MWh)","Other Customers (Accounts)","Other $/kWh","Total Revenue ($000)","Total Sales (MWh)","Total Customers (Accounts)","Total $/kWh","Source","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Nunam Iqua Electric Company","Nunam Iqua","91.969840000000005","173.52799999999999","40.666668000000001","0.53","201.47685000000001","380.14499999999998","6.75","0.53","114.99834000000001","216.97800000000001","9.6666664999999998","0.53","408.44502999999997","770.65100000000007","57.083334499999999","0.53","PCE","0","Lower Yukon-Kuskokwim","Wade Hampton (CA)","Calista","YU"
"Nushagak Electric Cooperative","Dillingham, Aleknagik","2279.2359367333502","5695.0050000000001","1000.5833","0.40021667","4241.1796972740303","10597.209000000001","388.5","0.40021667","691.29545474101008","1727.3030000000001","101.333332","0.40021667","7211.7110887483905","18019.517","1490.4166319999999","0.40021667","PCE","Provides power to Aleknagik via intertie. Data includes Aleknagik's information.","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Ouzinkie, City of","Ouzinkie","134.78135895","325.38200000000001","76.833336000000003","0.41422500000000001","100.470687975","242.55099999999999","9.5","0.41422500000000001","43.868912850000001","105.90600000000001","7.9166668100000006","0.41422500000000001","279.12095977500002","673.83899999999994","94.250002809999998","0.41422500000000001","PCE","0","Kodiak","Kodiak Island","Koniag","SC"
"Pedro Bay Village Council","Pedro Bay","59.287410000000001","65.150999999999996","22.5","0.91","93.27955","102.505","9.8333329999999997","0.91","30.290260000000004","33.286000000000001","6.1666664999999998","0.91","182.85721999999998","200.94200000000001","38.499999499999994","0.91","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Pelican Utility","Pelican","228.44364439034999","332.89499999999998","68.083336000000003","0.68623332999999997","124.66457789444999","181.66499999999999","13.666667","0.68623332999999997","134.91347267800001","196.6","26.5","0.68623332999999997","488.02169496279998","711.16","108.25000300000001","0.68623332999999997","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Petersburg, City of","Petersburg","2006.8","20389","1367","9.8425621658737555E-2","1000.6","8580","713","0.11662004662004662","2329.9","21706","37","0.10733898461254952","5337.3","50675","2117","0.10532412432165762","EIA","0","Southeast","Petersburg (CA)","Sealaska","SE"
"Pilot Point Electric Utility","Pilot Point","83.621499999999997","167.24299999999999","39","0.5","61.274999999999999","122.55","15.25","0.5","53.3065","106.613","15","0.5","198.203","396.40600000000001","69.25","0.5","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Port Heiden Utilities","Port Heiden","146.51325","195.351","44.75","0.75","103.70175","138.26900000000001","26.833334000000001","0.75","190.11599999999999","253.488","12.25","0.75","440.33100000000002","587.10799999999995","83.833334000000008","0.75","PCE","0","Bristol Bay","Lake and Peninsula","Bristol Bay","SW"
"Puvurnaq Power Company","Kongiganak","283.38234232484001","507.452","104.66665999999999","0.55844167","96.631629693460013","173.03800000000001","14.833333","0.55844167","54.827244718930004","98.179000000000002","9.6666670000000003","0.55844167","434.84121673723001","778.66899999999998","129.16665999999998","0.55844167","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Ruby, City of","Ruby","207.26579999999998","246.745","130.91667000000001","0.84","241.91328000000001","287.99200000000002","14","0.84","105.735","125.875","22","0.84","554.91408000000001","660.61200000000008","166.91667000000001","0.84","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Saint George, City of","Saint George","100.5368625","120.765","42.125","0.83250000000000002","75.764160000000004","91.007999999999996","15","0.83250000000000002","150.32202750000002","180.56700000000001","21","0.83250000000000002","326.62305000000003","392.34000000000003","78.125","0.83250000000000002","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Saint Paul Municipal Electric","Saint Paul","428.57572025169003","825.50699999999995","142.33332999999999","0.51916667000000005","715.21646459208011","1377.624","33","0.51916667000000005","756.79392735903014","1457.7090000000001","48","0.51916667000000005","1900.5861122028005","3660.84","223.33332999999999","0.51916667000000005","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Seward, City of","Seward","3123","16246","2053","0.19222999999999998","1724","8464","496","0.20369000000000001","5319","32544","122","0.16344","10166","57254","2671","0.17755964648758166","EIA","0","Railbelt","Kenai Peninsula","Chugach","SC"
"Sitka, City & Borough of","Sitka","4573","48297","3682","9.468E-2","5442","58422","1603","9.3149999999999997E-2","522","5563","16","9.3829999999999997E-2","10537","112282","5301","9.3844071177927008E-2","EIA","0","Southeast","Sitka","Sealaska","SE"
"Takotna Community Assoc Inc","Takotna","56.880431999999999","55.655999999999999","23.083334000000001","1.022","64.202039999999997","62.82","12.666667","1.022","56.072030000000005","54.865000000000002","6.1666666000000001","1.022","177.15450200000001","173.34100000000001","41.916667599999997","1.022","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","SW"
"Tanalian Electric Cooperative","Port Alsworth","177.42315937500001","259.875","62.166668000000001","0.68272500000000003","182.287575","267","31.416665999999999","0.68272500000000003","54.086839949999998","79.221999999999994","15","0.68272500000000003","413.79757432500003","606.09699999999998","108.58333400000001","0.68272500000000003","PCE","0","Bristol Bay","Lake and Peninsula","Cook Inlet","SW"
"Tanana Power Company Inc","Tanana","212.40038512499999","297.61500000000001","104.08334000000001","0.71367499999999995","292.40335262499997","409.71499999999997","34.916668000000001","0.71367499999999995","257.82651255000002","361.26600000000002","18.75","0.71367499999999995","762.63025029999994","1068.596","157.75000800000001","0.71367499999999995","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Tatitlek Village Ira Council","Tatitlek","86.166836100000012","137.88900000000001","40","0.62490000000000001","53.143995599999997","85.043999999999997","14","0.62490000000000001","102.9885192","164.80799999999999","11","0.62490000000000001","242.29935089999998","387.74099999999999","65","0.62490000000000001","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"TDX Adak Generating LLC","Adak","301.09502529008603","370.9742","106.15","0.81163333000000004","795.67337219888009","980.33600000000001","62.266666000000001","0.81163333000000004","511.67231879859003","630.423","26.949999599999998","0.81163333000000004","1608.4407162875559","1981.7331999999999","195.36666560000003","0.81163333000000004","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"TDX Corporation","Sand Point","861.71920212604994","1475.3150000000001","287.66665999999998","0.58409166999999995","1012.3360006106","1733.18","162.33332999999999","0.58409166999999995","380.32661818714001","651.14200000000005","44.083334000000001","0.58409166999999995","2254.3818209237897","3859.6369999999997","494.08332399999995","0.58409166999999995","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"TDX Manley Generating LLC","Manley Hot Springs","106.38987336802998","157.90899999999999","82.472221000000005","0.67374166999999996","111.56510547005109","165.59032999999999","15.055555","0.67374166999999996","11.725575399207223","17.403666600000001","4","0.67374166999999996","229.68055423728831","340.90299659999999","101.527776","0.67374166999999996","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Tenakee Springs, City of","Tenakee Springs","164.81522086852999","239.441","123","0.68833332999999997","57.479963054979997","83.506","21.333334000000001","0.68833332999999997","25.371278210469999","36.859000000000002","14","0.68833332999999997","247.66646213397999","359.80599999999998","158.33333400000001","0.68833332999999997","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Tuluksak Traditional","Tuluksak","159.70320000000001","266.17200000000003","84.5","0.6","95.389200000000002","158.982","9.8333329999999997","0.6","42.864600000000003","71.441000000000003","6","0.6","297.95699999999999","496.59500000000003","100.333333","0.6","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Tuntutuliak Community","Tuntutuliak","267.61995000000002","411.72300000000001","91.583336000000003","0.65","265.57765000000001","408.58100000000002","25.5","0.65","47.134750000000004","72.515000000000001","12.9166665","0.65","580.33235000000002","892.81900000000007","130.00000249999999","0.65","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Twin Hills Village Council","Twin Hills","56.462032275000006","101.79300000000001","27.833334000000001","0.55467500000000003","26.194526875000001","47.225000000000001","4","0.55467500000000003","30.208155175000002","54.460999999999999","8","0.55467500000000003","112.86471432500001","203.47899999999998","39.833334000000001","0.55467500000000003","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Umnak Power Company","Nikolski","31.322399999999998","52.204000000000001","15","0.6","67.997399999999999","113.32899999999999","11","0.6","19.465799999999998","32.442999999999998","6","0.6","118.7856","197.976","32","0.6","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Unalakleet Valley Electric Cooperative","Unalakleet","583.73571242844002","1491.4680000000001","283.91665999999998","0.39138332999999997","747.5362895500499","1909.9849999999999","44","0.39138332999999997","283.91690386527","725.41899999999998","30","0.39138332999999997","1615.18890584376","4126.8720000000003","357.91665999999998","0.39138332999999997","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Unalaska, City of","Unalaska","1770.16400299772","3970.6840000000002","688.66669000000002","0.44580832999999997","15235.311992443068","34174.578999999998","181.75","0.44580832999999997","1535.6951241091899","3444.7429999999999","74.916668000000001","0.44580832999999997","18541.171119549977","41590.006000000001","945.33335799999998","0.44580832999999997","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Ungusraq Power Company","Newtok","199.20480000000001","249.006","66.5","0.8","91.325600000000009","114.157","16","0.8","32.348000000000006","40.435000000000002","6","0.8","322.8784","403.59800000000001","88.5","0.8","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"White Mountain, City of","White Mountain","81.01018705992","117.976","66.833336000000003","0.68666667000000003","107.87327385699001","157.09700000000001","17.833334000000001","0.68666667000000003","48.2383335675","70.25","12.9999997","0.68666667000000003","237.12179448441","345.32299999999998","97.666669700000014","0.68666667000000003","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Wrangell, City of","Wrangell","1506","14183","1050","0.10618","2096","19585","578","0.10702","0","0","0",NA,"3602","33768","1628","0.10666903577351339","EIA","0","Southeast","Wrangell","Sealaska","SE"
"Yakutat Power Inc","Yakutat","722.99191046768999","1437.193","274.58334000000002","0.50305833","1680.2867595411899","3340.143","85.25","0.50305833","597.95122890456003","1188.6320000000001","60.166665999999999","0.50305833","3001.2298989134401","5965.9680000000008","420.00000600000004","0.50305833","PCE","0","Southeast","Yakutat","Sealaska","SE"
