"Utility Name","Plant Name","Community Name","Fuel Type","Prime Mover","Net Generation MMBtu","Total Fuel MMBtu","Emission Factor (kg CO2/MMBtu)","CO2 Metric Tons from Fuel","Efficiency","Net Generation MWh","Fuel Use","Estimated Average Heat Content (MMBtu/gallons or MCF or short ton).","Source","Notes","AEA Energy Region","Census Region","Native Corporation Region","AKEPS Region"
"Tatitlek Village Ira Council","Tatitlek","Tatitlek","DFO","IC","1611.160048","5921.2610000000004","73.150000000000006","433.14024215000006","0.27209745491711984","472.20400000000001","42599","0.13900000000000001","PCE","0","Copper River/Chugach","Valdez-Cordova (CA)","Chugach","SC"
"TDX Adak Generating LLC","Adak","Adak","DFO","IC","6511.5153919999993","30203.615800000003","73.150000000000006","2209.3944957700005","0.21558728051361317","1908.4159999999999","217292.2","0.13900000000000001","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"TDX Corporation","Sand Point","Sand Point","DFO","IC","14718.668540000001","41586.576000000001","73.150000000000006","3042.0580344000005","0.35392835755461088","4313.7950000000001","299184","0.13900000000000001","PCE","0","Aleutians","Aleutians East","Aleut","SW"
"TDX Manley Generating LLC","Manley Hot Springs","Manley Hot Springs","DFO","IC","1481.3597204","4800.3187130000006","73.150000000000006","351.14331385595005","0.30859611808446186","434.1617","34534.667000000001","0.13900000000000001","PCE","0","Yukon-Koyukuk/Upper Tanana","Yukon-Koyukuk (CA)","Doyon","YU"
"Tenakee Springs, City of","Tenakee Springs","Tenakee Springs","DFO","IC","1420.4599559999999","4672.6240000000007","73.150000000000006","341.80244560000011","0.30399620341803657","416.31299999999999","33616","0.13900000000000001","PCE","0","Southeast","Hoonah-Angoon (CA)","Sealaska","SE"
"Tuluksak Traditional","Tuluksak","Tuluksak","DFO","IC","2070.1392171999996","8091.746000000001","73.150000000000006","591.91121990000011","0.25583344029829896","606.72309999999993","58214","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Tuntutuliak Community","Tuntutuliak","Tuntutuliak","DFO","IC","3312.8848119999998","12826.920000000004","73.150000000000006","938.28919800000028","0.25827593935254906","970.95100000000002","92280.000000000015","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"Twin Hills Village Council","Twin Hills","Twin Hills","DFO","IC","963.00902159999998","4192.3790000000008","73.150000000000006","306.67252385000006","0.22970466687291388","282.24180000000001","30161","0.13900000000000001","PCE","0","Bristol Bay","Dillingham (CA)","Bristol Bay","SW"
"Umnak Power Company","Nikolski","Nikolski","DFO","IC","722.12591599999996","3409.9480000000003","73.150000000000006","249.43769620000003","0.21177036013452402","211.643","24532","0.13900000000000001","PCE","0","Aleutians","Aleutians West (CA)","Aleut","SW"
"Unalakleet Valley Electric Cooperative","Unalakleet","Unalakleet","DFO","IC","11934.984928","32475.543000000009","73.150000000000006","2375.5859704500008","0.36750686287216189","3497.944","233637.00000000003","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Unalaska, City of",NA,"Unalaska","DFO","IC","148422","388427.16000000003","73.150000000000006","28413.446754000004","0.38211025202254134","43500","2794440","0.13900000000000001","PCE","Includes Unalaska Power Module and Dutch Harbor plants","Aleutians","Aleutians West (CA)","Aleut","SW"
"Ungusraq Power Company","Newtok","Newtok","DFO","IC","1456.8694079999998","5721.1010000000006","73.150000000000006","418.49853815000012","0.25464843357948053","426.98399999999998","41159","0.13900000000000001","PCE","0","Lower Yukon-Kuskokwim","Bethel (CA)","Calista","SW"
"White Mountain, City of","White Mountain","White Mountain","DFO","IC","1259.7649919999999","4101.7510000000002","73.150000000000006","300.04308565000002","0.30712858776654162","369.21600000000001","29509","0.13900000000000001","PCE","0","Bering Straits","Nome (CA)","Bering Straits","AN"
"Wrangell, City of","Wrangell","Wrangell","DFO","IC","1671.8799999999999","5534.4240000000009","73.150000000000006","404.84311560000009","0.30208744396887544","490","39816","0.13900000000000001","EIA","0","Southeast","Wrangell","Sealaska","SE"
"Yakutat Power Inc","Yakutat","Yakutat","DFO","IC","22217.951107999997","62630.342000000004","73.150000000000006","4581.4095173000005","0.35474740195415183","6511.7089999999998","450578","0.13900000000000001","PCE","0","Southeast","Yakutat","Sealaska","SE"
