"AEA Reporting ID","PCE ID","CPCN","Utility Name","Community Name","Intertie","AEA Energy Region","Residential kWh Use Per Customer","Residential Revenue Per Customer","Residential $/kWh","Commercial kWh Use Per Customer","Commercial Revenue Per Customer","Commercial $/kWh","Other kWh Use Per Customer","Other Revenue Per Customer","Other $/kWh","Source","Number of monthly records","Communities reported","Notes"
"SR-76","331360","169","Alaska Village Electric Cooperative","Hooper Bay","Hooper Bay_grid","Lower Yukon-Kuskokwim","3712.4810996563579","2041.8646048109963","0.54999999999999993","25505.870967741936","14028.229032258065","0.54999999999999993","25447.531914893621","13996.142553191488","657.81869999999992","PCE","12","Hooper Bay","PCE revenue assumes all kWh are at residential rate"
"SR-84","331720","169","Alaska Village Electric Cooperative","Kalskag","Upper Kalskag_grid","Lower Yukon-Kuskokwim","4898.1323529411775","2979.6971813725499","0.6083333333333335","6681.04","4064.2993333333343","0.6083333333333335","11994.181818181816","7296.4606060606066","160.52213333333336","PCE","12","Kalskag","PCE revenue assumes all kWh are at residential rate"
"SR-87","331390","169","Alaska Village Electric Cooperative","Kasigluk","Kasigluk_grid","Lower Yukon-Kuskokwim","5510.0661157024797","3076.4535812672184","0.55833333333333346","11906.93548387097","6648.0389784946246","0.55833333333333346","38769.588235294119","21646.353431372554","367.98800833333343","PCE","12","Kasigluk","PCE revenue assumes all kWh are at residential rate"
"SR-98","332120","285","Kotlik Joint Utility","Kotlik","Kotlik_grid","Lower Yukon-Kuskokwim","5065.3405797101459","3165.8378623188405","0.625","14959.892857142859","9349.9330357142862","0.625","31629.478260869568","19768.42391304348","454.67375000000004","PCE","12","Kotlik","PCE revenue assumes all kWh are at residential rate"
"SR-25","331780","337","Atmautluak Tribal Utilities","Atmautluak","Atmautluak_grid","Lower Yukon-Kuskokwim","4338.3194444444443","3470.6555555555547","0.79999999999999993","13345.857142857141","10676.685714285712","0.79999999999999993","11228.545454545452","8982.8363636363611","98.811199999999971","PCE","12","Atmautluak","PCE revenue assumes all kWh are at residential rate"
"SR-103","332160","376","Kwigillingok Power Company","Kwigillingok","Kwigillingok_grid","Lower Yukon-Kuskokwim","5313.7419354838712","3241.3825806451619","0.6100000000000001","20012.600000000002","12207.686000000003","0.6100000000000001","12526.833333333334","7641.3683333333347","45.848210000000009","PCE","12","Kwigillingok","PCE revenue assumes all kWh are at residential rate"
"SR-122","332870","375","Ungusraq Power Company","Newtok","Newtok_grid","Lower Yukon-Kuskokwim","3927.0735294117649","3141.6588235294112","0.79999999999999993","5925.5555555555557","4740.4444444444443","0.79999999999999993","6215.833333333333","4972.6666666666661","29.835999999999999","PCE","12","Newtok","PCE revenue assumes all kWh are at residential rate"
"SR-97","332510","395","Puvurnaq Power Company","Kongiganak","Kongiganak_grid","Lower Yukon-Kuskokwim","5502.3490566037735","3576.5268867924542","0.65000000000000013","22230.933333333334","14450.10666666667","0.65000000000000013","10151.444444444443","6598.4388888888898","59.385950000000001","PCE","12","Kongiganak","PCE revenue assumes all kWh are at residential rate"
"SR-21","331760","5","Aniak Light & Power","Aniak","Aniak_grid","Lower Yukon-Kuskokwim","4988.4278074866306","3558.4118360071307","0.71333333333333337","29442.931034482754","21002.624137931034","0.71333333333333337","42903.777777777774","30604.694814814822","275.44225333333338","PCE","12","Aniak","PCE revenue assumes all kWh are at residential rate"
"SR-149","332250","343","Middle Kuskokwim Electric","Red Devil","Red Devil_grid","Lower Yukon-Kuskokwim","2568.3333333333335","2910.7777777777787","1.1333333333333335","4300","4873.3333333333339","1.1333333333333335","2776.5","3146.7000000000003","6.293400000000001","PCE","12","Red Devil","PCE revenue assumes all kWh are at residential rate"
"SR-166","332260","343","Middle Kuskokwim Electric","Sleetmute","Sleetmute_grid","Lower Yukon-Kuskokwim","2423.6842105263163","2769.0592105263163","1.1425000000000001","6170.4","7049.6819999999998","1.1425000000000001","13037.199999999999","14895.000999999998","74.475004999999996","PCE","12","Sleetmute","PCE revenue assumes all kWh are at residential rate"
"SR-169","332270","343","Middle Kuskokwim Electric","Stony River","Stony River_grid","Lower Yukon-Kuskokwim","1854.4736842105262","2101.7368421052633","1.1333333333333335","7430.2857142857138","8420.9904761904763","1.1333333333333335","11002.999999999998","12470.066666666668","12.470066666666668","PCE","12","Stony River","PCE revenue assumes all kWh are at residential rate"
"SR-44","332230","343","Middle Kuskokwim Electric","Chuathbaluk","Chuathbaluk_grid","Lower Yukon-Kuskokwim","2619.4054054054054","2968.6594594594599","1.1333333333333335","11255.125","12755.808333333334","1.1333333333333335","3622.2222222222222","4105.1851851851861","36.946666666666673","PCE","12","Chuathbaluk","PCE revenue assumes all kWh are at residential rate"
"SR-51","332240","343","Middle Kuskokwim Electric","Crooked Creek","Crooked Creek_grid","Lower Yukon-Kuskokwim","3130.6571428571433","3548.078095238096","1.1333333333333335","8879.1249999999982","10063.008333333333","1.1333333333333335","7139.5000000000009","8091.4333333333361","48.548600000000015","PCE","12","Crooked Creek","PCE revenue assumes all kWh are at residential rate"
"SR-28","331800","43","Bethel Utilities Corp","Bethel","Bethel_grid","Lower Yukon-Kuskokwim","1597.1221461187215","942.30206621004561","0.59","7474.3420502092049","4409.8618096234304","0.59","21423.52173913044","12639.877826086957","581.43438000000003","PCE","12","Bethel, Oscarville","PCE revenue assumes all kWh are at residential rate"
"SR-132","332420","408","Nunam Iqua Electric Company","Nunam Iqua","Nunam Iqua_grid","Lower Yukon-Kuskokwim","4479.9729729729725","2374.3856756756759","0.53000000000000014","63246.571428571428","33520.682857142863","0.53000000000000014","22743.555555555555","12054.084444444448","108.48676000000003","PCE","12","Nunam Iqua","PCE revenue assumes all kWh are at residential rate"
"SR-117","332290","319","Napakiak Ircinraq","Napakiak","Bethel_grid","Lower Yukon-Kuskokwim","3257.1666666666665","2850.0208333333335","0.875","11541.294117647059","10098.632352941177","0.875","5613.818181818182","4912.090909090909","54.033000000000001","PCE","12","Napakiak","PCE revenue assumes all kWh are at residential rate"
"SR-14","331030","635","Akiak City Council","Akiak","Akiak_grid","Lower Yukon-Kuskokwim","4334.6764705882351","2839.213088235294","0.65500000000000014","36920.71428571429","24183.067857142865","0.65500000000000014","15339.250000000002","10047.208750000005","120.56650500000005","PCE","12","Akiak","PCE revenue assumes all kWh are at residential rate"
"SR-35","332310","365","Naterkaq Light Plant (City of Chefornak)","Chefornak","Chefornak_grid","Lower Yukon-Kuskokwim","4571.2692307692314","3017.0376923076929","0.66","24523.833333333332","16185.730000000003","0.66","31225.956521739135","20609.131304347829","474.01002000000011","PCE","12","Chefornak","PCE revenue assumes all kWh are at residential rate"
"SR-102","332150","281","Kwethluk Incorporated d/b/a Kuiggluum Kallugvia","Kwethluk","Kwethluk_grid","Lower Yukon-Kuskokwim","4184.5783783783772","2175.9807567567564","0.51999999999999991","16342.454545454551","8498.0763636363645","0.51999999999999991","7302.375","3797.2349999999992","30.377879999999994","PCE","12","Kwethluk","PCE revenue assumes all kWh are at residential rate"
"SR-13","331020","412","Akiachak Native Community","Akiachak","Akiachak_grid","Lower Yukon-Kuskokwim","3487.2459016393445","2092.3475409836065","0.59999999999999987","8718.6470588235297","5231.1882352941175","0.59999999999999987","21383.256410256414","12829.953846153845","500.36819999999994","PCE","12","Akiachak","PCE revenue assumes all kWh are at residential rate"
"SR-180","332710","664","Tuluksak Traditional","Tuluksak","Tuluksak_grid","Lower Yukon-Kuskokwim","3051.7291666666665","2929.6600000000008","0.96000000000000019","16959.333333333332","16280.960000000008","0.9600000000000003","7417.1","7120.4160000000029","71.20416000000003","PCE","12","Tuluksak",NA
"SR-130","332380","254","North Slope Borough Power & Light","Nuiqsut","Nuiqsut_grid","North Slope","8715.9351851851861","697.27481481481482","7.9999999999999988E-2","60134.613333333342","4810.7690666666667","7.9999999999999988E-2","19878.71428571429","1590.2971428571427","11.132079999999998","PCE","12","Nuiqsut","PCE revenue assumes all kWh are at residential rate"
"SR-143","332390","254","North Slope Borough Power & Light","Point Hope","Point Hope_grid","North Slope","8930.9243243243236","1339.6386486486483","0.14999999999999997","46885.287499999999","7032.7931249999974","0.14999999999999997","18653.25","2797.9874999999993","22.383899999999993","PCE","12","Point Hope","PCE revenue assumes all kWh are at residential rate"
"SR-144","332400","254","North Slope Borough Power & Light","Point Lay","Point Lay_grid","North Slope","7649.3050847457616","1147.3957627118639","0.14999999999999997","59965.936170212772","8994.8904255319139","0.14999999999999997","36697.666666666672","5504.6499999999987","16.513949999999998","PCE","6","Point Lay","PCE revenue assumes all kWh are at residential rate"
"SR-187","332410","254","North Slope Borough Power & Light","Wainwright","Wainwright_grid","North Slope","8605.8680555555566","1290.8802083333333","0.14999999999999997","61239.273972602728","9185.8910958904089","0.14999999999999997","21329","3199.349999999999","22.395449999999993","PCE","3","Wainwright","PCE revenue assumes all kWh are at residential rate"
"SR-19","332350","254","North Slope Borough Power & Light","Anaktuvuk Pass","Anaktuvuk Pass_grid","North Slope","7056.7474747474753","1058.5121212121212","0.14999999999999997","43922.558823529413","6588.3838235294106","0.14999999999999997","13860.2","2079.0299999999993","10.395149999999997","PCE","12","Anaktuvuk Pass","PCE revenue assumes all kWh are at residential rate"
"SR-26","332360","254","North Slope Borough Power & Light","Atqasuk","Atqasuk_grid","North Slope","10601.222222222223","1590.1833333333332","0.14999999999999997","48821.98039215686","7323.2970588235275","0.14999999999999997","18569.750000000004","2785.4625000000001","11.14185","PCE","12","Atqasuk","PCE revenue assumes all kWh are at residential rate"
"SR-83","332370","254","North Slope Borough Power & Light","Kaktovik","Kaktovik_grid","North Slope","8527.9874999999975","1279.1981249999994","0.14999999999999997","79631.62","11944.742999999995","0.14999999999999997","74510.599999999991","11176.589999999997","111.76589999999997","PCE","12","Kaktovik","PCE revenue assumes all kWh are at residential rate"
"SR-194","0","214","Barrow Utilities & Electric Cooperative Inc.","Utqiagvik","Utqiagvik_grid","North Slope","7838.2550335570468","948.79194630872485","0.12104632245911466","96041.162227602908","10027.845036319613","0.10441195008193621","0","0","0","EIA861","12","Utqiagvik",NA
"SR-10","0","227","TDX North Slope Generating Co","Deadhorse","Deadhorse_grid","North Slope","0","0","0","631284.40366972471","127568.80733944953","0.20207818631012933","0","0","0","EIA861","12","Deadhorse",NA
"SR-126","331500","169","Alaska Village Electric Cooperative","Noatak","Noatak_grid","Northwest Arctic","6184.9307692307675","5463.3555128205126","0.88333333333333341","15509.153846153848","13699.752564102566","0.88333333333333341","29917.869565217388","26427.451449275359","607.83138333333329","PCE","12","Noatak","PCE revenue assumes all kWh are at residential rate"
"SR-128","331510","169","Alaska Village Electric Cooperative","Noorvik","Noorvik_grid","Northwest Arctic","5454.0955414012733","3590.6128980891722","0.65833333333333333","8620.9130434782601","5675.4344202898546","0.65833333333333321","34683.047619047618","22833.006349206349","479.49313333333339","PCE","12","Noorvik","PCE revenue assumes all kWh are at residential rate"
"SR-159","331610","169","Alaska Village Electric Cooperative","Selawik","Selawik_grid","Northwest Arctic","5340.2222222222226","3293.1370370370369","0.61666666666666659","9037.6","5573.1866666666665","0.61666666666666659","32805.454545454544","20230.0303030303","667.59099999999989","PCE","12","Selawik","PCE revenue assumes all kWh are at residential rate"
"SR-163","331650","169","Alaska Village Electric Cooperative","Shungnak","Shungnak_grid","Northwest Arctic","5221.3571428571431","4246.7038095238104","0.81333333333333346","12033.857142857143","9787.5371428571434","0.81333333333333335","25288.937500000004","20568.335833333338","329.09337333333343","PCE","12","Shungnak","PCE revenue assumes all kWh are at residential rate"
"SR-18","331250","169","Alaska Village Electric Cooperative","Ambler","Ambler_grid","Northwest Arctic","4952.8965517241377","3788.9658620689656","0.76500000000000024","11383.363636363638","8708.2731818181837","0.76500000000000012","27873.454545454548","21323.19272727273","469.11024000000009","PCE","6","Ambler","PCE revenue assumes all kWh are at residential rate"
"SR-88","331400","169","Alaska Village Electric Cooperative","Kiana","Kiana_grid","Northwest Arctic","4830.1507936507924","3220.1005291005285","0.66666666666666663","11331.631578947368","7554.4210526315783","0.66666666666666663","32688.105263157893","21792.070175438592","414.04933333333327","PCE","11","Kiana","PCE revenue assumes all kWh are at residential rate"
"SR-91","331410","169","Alaska Village Electric Cooperative","Kivalina","Kivalina_grid","Northwest Arctic","5710.197802197802","3749.6965567765569","0.65666666666666662","19273.800000000003","12656.462","0.65666666666666662","28293.1875","18579.193124999998","297.26708999999994","PCE","12","Kivalina","PCE revenue assumes all kWh are at residential rate"
"SR-99","332130","17","Kotzebue Electric Association","Kotzebue","Kotzebue_grid","Northwest Arctic","6727.7189292543026","2909.7384369024862","0.43250000000000005","95992.588785046741","41516.79464953272","0.43250000000000005","28213.494623655908","12202.336424731182","1134.8172875","PCE","12","Kotzebue","PCE revenue assumes all kWh are at residential rate"
"SR-52","332060","369","Ipnatchiaq Electric Company","Deering","Deering_grid","Northwest Arctic","4072.8461538461538","2850.9923076923083","0.70000000000000007","40863.571428571435","28604.500000000004","0.70000000000000007","14060.583333333334","9842.4083333333347","118.10890000000002","PCE","12","Deering","PCE revenue assumes all kWh are at residential rate"
"SR-94","332090","407","Kobuk Valley Electric Company","Kobuk","Shungnak_grid","Northwest Arctic","4631.9487179487187","3767.3182905982922","0.81333333333333357","13708.666666666666","11149.715555555558","0.81333333333333346","27043.999999999996","21995.78666666667","131.97472000000002","PCE","12","Kobuk","PCE revenue assumes all kWh are at residential rate"
"SR-32","331820","432","Buckland, City of","Buckland","Buckland_grid","Northwest Arctic","6707.4489795918362","3152.5010204081618","0.46999999999999981","49234.764705882357","23140.339411764697","0.46999999999999981","7746.166666666667","3640.6983333333324","43.688379999999988","PCE","12","Buckland","PCE revenue assumes all kWh are at residential rate"
"SR-8","0","18","Matanuska Electric Assn Inc","Wasilla","Railbelt_grid","Railbelt","8001.9980376416024","1337.6416019980377","0.16716345039148192","71441.138084051156","10101.200730879666","0.14139193470008146","0","0","0","EIA861","12","In addition to Wasilla, the MEA service area includes 28 other communities.",NA
"SR-2","0","121","Anchorage Mun Light and Power","Anchorage","Railbelt_grid","Railbelt","5461.1731957918864","877.44074665356754","0.16066891035971548","138222.72870166614","17842.753850990255","0.12908697446930939","0","0","0","EIA861","12","Anchorage",NA
"SR-4","0","13","Golden Valley Elec Assn Inc","Fairbanks","Railbelt_grid","Railbelt","7225.0894559511062","1656.8574189672734","0.22931998684148691","20366.133082234777","4311.3779033270557","0.21169349556533329","1600320.8661417323","273311.81102362205","138842.4","EIA861","12","In addition to Fairbanks, the GVEA service area includes 25 other communities.",NA
"SR-3","0","8","Chugach Electric Assn Inc","Anchorage","Railbelt_grid","Railbelt","7325.9657478574591","1167.5959330928174","0.15937774940243077","60025.668335285969","7853.5520289700717","0.13083656120415699","8171142.8571428573","959714.28571428568","6718","EIA861","12","In addition to Anchorage, the CEA service area includes eight other communities.",NA
"SR-5","0","32","Homer Electric Assn Inc","Homer","Railbelt_grid","Railbelt","6432.0469163828984","1563.9803253878169","0.24315437149630292","43633.291925465841","9331.552795031057","0.2138631394342459","5195173.9130434776","512291.30434782611","11782.7","EIA861","12","In addition to Homer, the HEA service area includes 29 other communities",NA
"SR-1","0","1","Alaska Electric Light&Power Co","Juneau","Juneau_grid","Southeast","10000.070846617074","1185.1222104144529","0.11851138142839937","55682.201509098981","5525.5215268530847","9.9233172846985296E-2","1384260.4166666667","130354.16666666666","12514","EIA861","12","Juneau, Douglas, Greens Creek (Industrial)",NA
"SR-200","0","111","Wrangell, City of","Wrangell","SEAPA_grid","Southeast","11732.606873428331","1288.3487007544009","0.10980924483817961","24842.410196987254","2775.2027809965234","0.1117123000139932","0","0","0","EIA861","12","Wrangell",NA
"SR-6","0","103","Ketchikan Public Utilities","Ketchikan","SEAPA_grid","Southeast","11076.886643511209","1120.1452478686454","0.10112455637747467","59116.852146263911","5710.4133545310015","9.6595355591711604E-2","1800692.3076923075","149915.38461538462","1948.9","EIA861","12","Ketchikan, Saxman",NA
"SR-198","0","212","Petersburg, City of","Petersburg","SEAPA_grid","Southeast","14360.787172011662","1415.5247813411079","9.8568745876262492E-2","13059.322033898305","1495.7627118644068","0.1145360155743024","651645.16129032255","71296.774193548394","2210.1999999999998","EIA861","12","Petersburg",NA
"SR-191","332900","53","Alaska Village Electric Cooperative","Yakutat","Yakutat_grid","Southeast","4758.7424749163874","2514.2022742474919","0.52833333333333343","29950.416666666668","15823.803472222226","0.52833333333333343","17433.5625","9210.7321875000016","589.48686000000009","PCE","12","Yakutat","PCE revenue assumes all kWh are at residential rate"
"SR-137","332460","24","Pelican Utility","Pelican","Pelican_grid","Southeast","4329.0375000000004","2337.6802499999994","0.53999999999999992","23418.444444444442","12645.959999999997","0.53999999999999992","17353.689655172413","9370.992413793103","271.75877999999994","PCE","12","Pelican","PCE revenue assumes all kWh are at residential rate"
"SR-193","0","100","Sitka, City & Borough of","Sitka","Sitka_grid","Southeast","12282.881876570791","1454.0631108628875","0.118381266340798","24556.287425149701","4496.4071856287419","0.18310614743105172","1000142.8571428572","37380.952380952382","785","EIA861","12","Sitka",NA
"SR-119","331170","2","Alaska Power & Telephone Company","Naukati Bay","Prince of Wales Is._grid","Southeast","4164.9032258064517","2311.5212903225806","0.55500000000000005","7071.9090909090919","3924.9095454545463","0.55500000000000005","62799.999999999985","34853.999999999993","34.853999999999992","PCE","12","Naukati Bay","PCE revenue assumes all kWh are at residential rate"
"SR-164","331190","2","Alaska Power & Telephone Company","Skagway","Haines_grid","Southeast","4862.2077519379845","1191.2408992248061","0.24499999999999997","13834.419958419956","3389.4328898128883","0.24499999999999997","20969.409523809525","5137.5053333333326","539.43805999999995","PCE","12","Skagway","PCE revenue assumes all kWh are at residential rate"
"SR-176","331210","2","Alaska Power & Telephone Company","Thorne Bay","Prince of Wales Is._grid","Southeast","4695.1812500000005","1185.5332656250002","0.2525","9404.1428571428569","2374.5460714285714","0.2525","15690","3961.7249999999999","225.81832499999999","PCE","12","Thorne Bay, Kasaan","PCE revenue assumes all kWh are at residential rate"
"SR-189","331230","2","Alaska Power & Telephone Company","Whale Pass","Whale_Pass_grid","Southeast","2913.8656716417909","1707.0396393034823","0.58583333333333332","6655.0000000000009","3898.7208333333342","0.58583333333333332","5352.7499999999991","3135.8193749999996","12.543277499999999","PCE","12","Whale Pass","PCE revenue assumes all kWh are at residential rate"
"SR-47","331080","2","Alaska Power & Telephone Company","Coffman Cove","Prince of Wales Is._grid","Southeast","3665.3567251461986","925.50257309941503","0.2525","4049.8378378378375","1022.5840540540538","0.2525","8078.1999999999989","2039.7455","40.794910000000002","PCE","12","Coffman Cove","PCE revenue assumes all kWh are at residential rate"
"SR-50","331090","2","Alaska Power & Telephone Company","Craig","Prince of Wales Is._grid","Southeast","5246.5828313253014","1324.7621649096386","0.2525","19431.344594594597","4906.4145101351351","0.2525","29426.926470588234","7430.2989338235293","505.26032750000002","PCE","12","Craig","PCE revenue assumes all kWh are at residential rate"
"SR-70","332010","417","Alaska Power & Telephone Company","Gustavus","Gustavus_grid","Southeast","879.19166666666672","383.32756666666671","0.43600000000000005","1823.8660714285716","795.20560714285716","0.436","3114.1142857142859","1357.7538285714288","47.521384000000005","PCE","12","Gustavus","PCE revenue assumes all kWh are at residential rate"
"SR-71","331120","2","Alaska Power & Telephone Company","Haines","Haines_grid","Southeast","4941.4265103697035","1560.667206191765","0.31583333333333341","13536.185507246377","4275.1785893719807","0.31583333333333341","36852.178571428572","11639.146398809527","651.79219833333354","PCE","12","Haines, Covenant Life","PCE revenue assumes all kWh are at residential rate"
"SR-73","331140","2","Alaska Power & Telephone Company","Hollis","Prince of Wales Is._grid","Southeast","4458.5483870967746","1125.7834677419353","0.2525","16259.058823529411","4105.4123529411772","0.2525","6051.4285714285725","1527.9857142857145","10.695900000000002","PCE","12","Hollis","PCE revenue assumes all kWh are at residential rate"
"SR-79","331150","2","Alaska Power & Telephone Company","Hydaburg","Prince of Wales Is._grid","Southeast","5471.5488721804495","1372.4468421052632","0.25083333333333335","6783.7058823529405","1701.5795588235294","0.25083333333333335","19111.36842105263","4793.7682456140346","91.08159666666667","PCE","12","Hydaburg","PCE revenue assumes all kWh are at residential rate"
"SR-92","331155","2","Alaska Power & Telephone Company","Klawock","Prince of Wales Is._grid","Southeast","5961.2681704260649","1505.2202130325813","0.2525","42128.642857142855","10637.482321428573","0.2525","28159.799999999996","7110.3494999999994","248.86223249999998","PCE","12","Klawock","PCE revenue assumes all kWh are at residential rate"
"SR-174","332630","363","Tenakee Springs, City of","Tenakee Springs","Tenakee Springs_grid","Southeast","1719.3385826771655","1237.923779527559","0.71999999999999986","3330.0476190476197","2397.6342857142854","0.71999999999999986","1911.2142857142856","1376.0742857142855","19.265039999999996","PCE","12","Tenakee Springs","PCE revenue assumes all kWh are at residential rate"
"SR-20","332650","240","Inside Passage Electric","Angoon","Angoon_grid","Southeast","4228.0757575757571","2607.3133838383833","0.61666666666666659","18163.384615384617","11200.753846153846","0.61666666666666659","18498.26666666667","11407.264444444445","171.10896666666667","PCE","12","Angoon","PCE revenue assumes all kWh are at residential rate"
"SR-41","332660","240","Inside Passage Electric","Chilkat Valley","Haines_grid","Southeast","3037.3933649289102","1875.5904028436012","0.61749999999999983","15488.48","9564.1363999999976","0.61749999999999983","2654.5","1639.1537499999995","29.504767499999993","PCE","6","Chilkat Valley","PCE revenue assumes all kWh are at residential rate"
"SR-75","332670","240","Inside Passage Electric","Hoonah","Hoonah_grid","Southeast","4338.3411458333339","2678.9256575520831","0.61749999999999983","28375.774193548383","17522.040564516123","0.61749999999999983","17318.844444444443","10694.386444444441","481.24738999999983","PCE","12","Hoonah","PCE revenue assumes all kWh are at residential rate"
"SR-82","332680","240","Inside Passage Electric","Kake","Kake_grid","Southeast","4151.8771186440681","2563.7841207627112","0.61749999999999983","24577.173076923074","15176.404374999995","0.61749999999999983","10640.26086956522","6570.3610869565209","151.11830499999999","PCE","12","Kake","PCE revenue assumes all kWh are at residential rate"
"SR-93","332700","240","Inside Passage Electric","Klukwan","Haines_grid","Southeast","3823.9215686274506","2361.2715686274501","0.61749999999999983","10032.625","6195.1459374999977","0.61749999999999983","8049.7777777777792","4970.7377777777774","44.736639999999994","PCE","12","Klukwan","PCE revenue assumes all kWh are at residential rate"
"SR-60","331960","701","Elfin Cove Utility Commission","Elfin Cove","Elfin Cove_grid","Southeast","2117.7499999999995","1655.374583333333","0.78166666666666673","3981.4827586206902","3112.1923563218397","0.78166666666666673","1766.1428571428571","1380.5350000000001","9.6637450000000005","PCE","12","Elfin Cove","PCE revenue assumes all kWh are at residential rate"
"SR-77","332030","332","Hughes Power & Light","Hughes","Hughes_grid","Yukon-Koyukuk/Upper Tanana","4225.7435897435889","3000.2779487179478","0.71","7253.8888888888887","5150.26111111111","0.71","18605","13209.550000000001","66.047750000000008","PCE","12","Hughes","PCE revenue assumes all kWh are at residential rate"
"SR-150","332530","364","Ruby, City of","Ruby","Ruby_grid","Yukon-Koyukuk/Upper Tanana","1909.9615384615383","1604.3676923076921","0.84","5167.6296296296296","4340.8088888888888","0.84","4432.409090909091","3723.2236363636366","81.910920000000004","PCE","11","Ruby","PCE revenue assumes all kWh are at residential rate"
"SR-111","332220","44","Mcgrath Light & Power","McGrath","McGrath_grid","Yukon-Koyukuk/Upper Tanana","3100.7120418848167","2653.6927225130889","0.85583333333333333","13961.4406779661","11948.666313559323","0.85583333333333333","16447.509433962266","14076.326823899371","746.04532166666672","PCE","12","McGrath","PCE revenue assumes all kWh are at residential rate"
"SR-27","331790","420","Beaver Joint Utilities","Beaver","Beaver_grid","Yukon-Koyukuk/Upper Tanana","2516.4062499999995","2264.7656250000005","0.90000000000000024","16465.285714285717","14818.757142857148","0.90000000000000024","2293.1","2063.79","20.637900000000002","PCE","12","Beaver","PCE revenue assumes all kWh are at residential rate"
"SR-23","331770","747","Arctic Village Electric Company","Arctic Village","Arctic Village_grid","Yukon-Koyukuk/Upper Tanana","2118.636363636364","1977.3939393939397","0.93333333333333335","16567.249999999996","15462.766666666666","0.93333333333333346","9388.75","8762.8333333333339","70.102666666666678","PCE","12","Arctic Village","PCE revenue assumes all kWh are at residential rate"
"SR-34","331840","682","Chalkyitsik Village Council","Chalkyitsik","Chalkyitsik_grid","Yukon-Koyukuk/Upper Tanana","1591.7045454545457","1512.119318181818","0.94999999999999973","9069.3333333333321","8615.8666666666631","0.94999999999999984","45520","43243.999999999993","259.46399999999994","PCE","12","Chalkyitsik","PCE revenue assumes all kWh are at residential rate"
"SR-124","332330","416","Nikolai, City of","Nikolai","Nikolai_grid","Yukon-Koyukuk/Upper Tanana","3937.2307692307691","3543.5076923076931","0.90000000000000024","12784.400000000001","11505.960000000003","0.90000000000000024","9941.6153846153829","8947.4538461538468","116.31690000000002","PCE","12","Nikolai","PCE revenue assumes all kWh are at residential rate"
"SR-171","332600","92","Tanana Power Company Inc","Tanana","Tanana_grid","Yukon-Koyukuk/Upper Tanana","2732.9909090909091","2001.9158409090912","0.73250000000000004","11290.194444444442","8270.0674305555531","0.73250000000000004","22542.142857142855","16512.119642857138","231.16967499999998","PCE","12","Tanana","PCE revenue assumes all kWh are at residential rate"
"SR-114","331460","169","Alaska Village Electric Cooperative","Minto","Minto_grid","Yukon-Koyukuk/Upper Tanana","3380.7901234567908","2073.551275720165","0.6133333333333334","5465.25","3352.02","0.6133333333333334","17922.384615384617","10992.395897435897","142.90114666666668","PCE","3","Minto","PCE revenue assumes all kWh are at residential rate"
"SR-131","331520","169","Alaska Village Electric Cooperative","Nulato","Nulato_grid","Yukon-Koyukuk/Upper Tanana","3651.5677966101694","2282.2298728813562","0.62500000000000011","4342.4999999999991","2714.0625","0.625","17719.923076923074","11074.951923076922","287.94874999999996","PCE","12","Nulato","PCE revenue assumes all kWh are at residential rate"
"SR-160","331620","169","Alaska Village Electric Cooperative","Shageluk","Shageluk_grid","Yukon-Koyukuk/Upper Tanana","3034.1282051282051","2022.7521367521365","0.66666666666666663","14527.857142857141","9685.2380952380936","0.66666666666666652","11600.363636363638","7733.575757575758","85.069333333333333","PCE","12","Shageluk","PCE revenue assumes all kWh are at residential rate"
"SR-22","331260","169","Alaska Village Electric Cooperative","Anvik","Anvik_grid","Yukon-Koyukuk/Upper Tanana","3388.9047619047619","2191.4917460317465","0.64666666666666683","6728.583333333333","4351.1505555555568","0.64666666666666683","6985.7272727272721","4517.4369696969698","99.383613333333344","PCE","6","Anvik","PCE revenue assumes all kWh are at residential rate"
"SR-69","331340","169","Alaska Village Electric Cooperative","Grayling","Grayling_grid","Yukon-Koyukuk/Upper Tanana","3315.6363636363635","2116.4812121212126","0.63833333333333342","11812.600000000002","7540.3763333333372","0.63833333333333353","12983.875000000002","8288.0402083333374","132.60864333333339","PCE","12","Grayling","PCE revenue assumes all kWh are at residential rate"
"SR-74","331350","169","Alaska Village Electric Cooperative","Holy Cross","Holy Cross_grid","Yukon-Koyukuk/Upper Tanana","3617.1097560975613","2152.180304878048","0.59499999999999986","8369.25","4979.7037499999988","0.59499999999999986","12436.684210526317","7399.8271052631553","140.59671499999996","PCE","12","Holy Cross","PCE revenue assumes all kWh are at residential rate"
"SR-78","331370","169","Alaska Village Electric Cooperative","Huslia","Huslia_grid","Yukon-Koyukuk/Upper Tanana","4896.4311926605506","2921.5372782874615","0.59666666666666657","2955.454545454545","1763.4212121212115","0.59666666666666657","14833.400000000001","8850.5953333333327","221.26488333333333","PCE","12","Huslia","PCE revenue assumes all kWh are at residential rate"
"SR-85","331380","169","Alaska Village Electric Cooperative","Kaltag","Kaltag_grid","Yukon-Koyukuk/Upper Tanana","3420.3766233766237","2046.5253463203462","0.59833333333333327","7891.0714285714284","4721.4910714285706","0.59833333333333327","12516.636363636364","7489.1207575757562","164.76065666666665","PCE","12","Kaltag","PCE revenue assumes all kWh are at residential rate"
